Feature,35205,35247,35248,35249,35250,41130,41131,41132,41133,41134
最小离地间隙(mm),-,-,-,-,-,-,-,-,-,-
最大马力(Ps),265,234,234,265,265,234,234,265,265,265
最大扭矩转速(rpm),3000-4250,2500-4500,2500-4500,3000-4250,3000-4250,2500-4500,2500-4500,3000-4250,3000-4250,3000-4250
最大扭矩(N·m)_y,400,350,350,400,400,350,350,400,400,400
最大扭矩(N·m)_x,400,350,350,400,400,350,350,400,400,400
最大功率转速(rpm),5200,5000,5000,5200,5200,5000,5000,5200,5200,5200
最大功率(kW)_y,195,172,172,195,195,172,172,195,195,195
最大功率(kW)_x,195,172,172,195,195,172,172,195,195,195
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1940,1845,1845,1845,1940,1845,1845,1845,1940,1940
整体主动转向系统,-,-,-,-,-,-,-,-,-,-
排量(mL),1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
挡位个数,9,9,9,9,9,9,9,9,9,9
手势控制,-,-,-,-,-,-,-,-,-,-
感应后备厢,○,-,-,-,-,-,-,-,-,○
座位数(个),5,5,5,5,5,5,5,5,5,5
并线辅助,●,-,-,●,●,-,-,●,●,●
工信部综合油耗(L/100km),8.8,8.3,8.3,8.3,8.8,8.3,8.3,-,-,8.6
尾门玻璃独立开启,-,-,-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-,-,-
宽度(mm),1892,1892,1892,1892,1892,1892,1892,1892,1892,1892
实测油耗(L/100km),10.7,-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),40.48,-,-,-,-,-,-,-,-,-
实测0-100km/h加速(s),7.65,-,-,-,-,-,-,-,-,-
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●,●,●
夜视系统,-,-,-,-,-,-,-,-,-,-
多功能方向盘,●,●,●,●,●,●,●,●,●,●
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
四驱形式,适时四驱,-,-,-,适时四驱,-,-,-,适时四驱,适时四驱
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1610,1610,1610,1610,1610,1610,1610,1610,1610,1610
后轮胎规格,235/55 R19,235/60 R18,235/60 R18,235/55 R19,235/55 R19,235/60 R18,235/60 R18,235/55 R19,235/55 R19,235/55 R19
后排独立空调,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,-,-,-,-,-
后排座椅防下滑气囊,-,-,-,-,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-
后排小桌板,-,-,-,-,-,-,-,-,-,-
后排安全带式气囊,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-
后排中央安全气囊,-,-,-,-,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,●
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●,●
发动机特有技术,-,-,-,-,-,-,-,-,-,-
发动机型号,-,-,-,-,-,46338538,46338538,46338538,46338538,46338538
发动机启停技术,●,●,●,●,●,●,●,●,●,●
发动机,2.0T 265马力 L4,2.0T 234马力 L4,2.0T 234马力 L4,2.0T 265马力 L4,2.0T 265马力 L4,2.0T 234马力 L4,2.0T 234马力 L4,2.0T 265马力 L4,2.0T 265马力 L4,2.0T 265马力 L4
压缩比,10,10,10,10,10,10,10,10,10,10
厂商指导价(元),31.58万,25.98万,26.98万,28.18万,29.38万,25.98万,26.98万,28.18万,29.38万,31.58万
厂商,广汽菲克Jeep,广汽菲克Jeep,广汽菲克Jeep,广汽菲克Jeep,广汽菲克Jeep,广汽菲克Jeep,广汽菲克Jeep,广汽菲克Jeep,广汽菲克Jeep,广汽菲克Jeep
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶座垫式气囊,-,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,●,●,●,●,●,●,●,●,●,●
前轮距(mm),1601,1601,1601,1601,1601,1601,1601,1601,1601,1601
前轮胎规格,235/55 R19,235/60 R18,235/60 R18,235/55 R19,235/55 R19,235/60 R18,235/60 R18,235/55 R19,235/55 R19,235/55 R19
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-
倒车车侧预警系统,●,-,-,●,●,-,-,●,●,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主动降噪,●,-,●,●,●,-,●,●,●,●
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,-,-,-,-,-,-,-,-,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-,-,-,-
中央差速器锁止功能,-,-,-,-,-,-,-,-,-,-
中央差速器结构,多片离合器,-,-,-,多片离合器,-,-,-,多片离合器,多片离合器
上市时间,2018.07,2018.07,2018.07,2018.07,2018.07,2019.08,2019.08,2019.08,2019.08,2019.08
上坡辅助,●,●,●,●,●,●,●,●,●,●
OTA升级,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,-,-
GPS导航系统,●,-,-,-,-,-,-,-,-,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●
220V/230V电源,○,-,-,-,-,-,-,-,-,○
