Feature,1002404,1003784,1003785,1005185,1005186
宽度(mm),1620,1620,1620,1620,1620
大灯高度可调,-,-,-,-,-
大灯清洗装置,-,-,-,-,-
多功能方向盘,-,-,-,-,-
后风挡遮阳帘,-,-,-,-,-
后雨刷,-,-,-,-,-
后轮距(mm),1410,1410,1410,1410,1410
后轮胎规格,165/70 R14LT,165/70 R14LT,165/70 R14LT,165/70 R14LT,165/70 R14LT
后排车门开启方式,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门
后排独立空调,-,-,-,●,-
后排杯架,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-
后悬架类型,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架
后座出风口,-,-,-,●,-
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-,-
发动机型号,-,-,-,HH413Q/P-A,HH413Q/P-A
发动机启停技术,-,-,-,-,-
发动机,1.2L 86马力 L4,1.2L 86马力 L4,1.2L 86马力 L4,1.3L 87马力 L4,1.3L 87马力 L4
压缩比,9.8,9.8,9.8,10,10
厂商指导价(元),4.00万,3.68万,3.88万,3.58万,3.28万
厂商,成功汽车,成功汽车,成功汽车,成功汽车,成功汽车
助力类型,无助力,无助力,无助力,无助力,无助力
前轮距(mm),1390,1390,1390,1390,1390
前轮胎规格,165/70 R14LT,165/70 R14LT,165/70 R14LT,165/70 R14LT,165/70 R14LT
前悬架类型,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-
前/后排头部气囊(气帘),-,-,-,-,-
前/后排侧气囊,-,-,-,-,-
前/后中央扶手,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主/副驾驶座电动调节,-,-,-,-,-
主/副驾驶座安全气囊,主○&nbsp;/&nbsp;副○,-,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中央差速器锁止功能,-,-,-,-,-
上市时间,2014.08,2015.12,2015.12,2017.03,2017.03
上坡辅助,-,-,-,-,-
LED日间行车灯,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-
GPS导航系统,-,-,-,-,-
ABS防抱死,●,●,●,●,●
220V/230V电源,-,-,-,-,-
