Feature,46868,47984,49051,49052,54511,54512,54514,54515
前轮胎规格,,,,,,,,
前电动机最大扭矩(N·m),300,300,300,300,300,300,300,300
前电动机最大功率(kW),160,160,160,160,160,160,160,160
前电动机型号,CAM220PT2,CAM220PT2,CAM220PT2,CAM220PT2,CAM220PT2,CAM220PT2,CAM220PT2,CAM220PT2
前电动机品牌,精进电动,精进电动,精进电动,精进电动,精进电动,精进电动,精进电动,精进电动
前方碰撞预警,●,●,●,●,●,●,●,●
前方感知摄像头,,,,,,,,
前排座椅功能,,,,-,-,,,
前悬架类型,,,,,,,,
前制动器类型,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●,●,●,●
低速行车警告,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,
主动闭合式进气格栅,●,●,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,
中控屏幕尺寸,-,-,-,-,-,-,-,-
上市时间,2020.12,2020.12,2020.12,2020.12,2021.11,2021.11,2021.11,2021.11
上坡辅助,●,●,●,●,●,●,●,●
三电系统质保,,,,,,,,
Wi-Fi热点,●,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●
NEDC纯电续航里程(km)_y,510,510,460,460,690,690,660,660
NEDC纯电续航里程(km)_x,510,510,460,460,690,690,660,660
LED日间行车灯,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
AR-HUD增强现实抬头显示,●,○,○,○,○,○,○,●
ABS防抱死,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,
220V/230V电源,●,●,●,●,●,●,●,●
