Feature,53952,53953,55701,55702,56726,56727,57781,57782,59978,65473,65474,65475,65476,65477,65478,65479,65826,65827
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门4座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门7座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门7座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门4座SUV,5门4座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,,,,,,,,,
车库门遥控装置,○,●,-,○,○,○,○,○,○,○,○,○,○,○,●,○,●,●
车型名称,揽胜 2023款 4.4 V8 SV尊荣创世版,揽胜 2023款 4.4 V8 SV尊荣创世加长版,揽胜 2023款 4.4 V8 530PS 首发版,揽胜 2023款 3.0 L6 400PS 典范加长版,揽胜 2023款 3.0 L6 400PS 盛世加长版,揽胜 2023款 3.0 L6 400PS 盛世七座加长版,揽胜 2023款 3.0 L6 360PS 盛世版,揽胜 2023款 3.0 L6 400PS 创世加长版,揽胜 2023款 改款 3.0 L6 400PS 盛世加长版,揽胜 2024款 3.0 L6 360PS 盛世版,揽胜 2024款 3.0 L6 400PS 盛世加长版 七座,揽胜 2024款 3.0 L6 400PS 盛世加长版,揽胜 2024款 3.0 L6 400PS 创世加长版,揽胜 2024款 3.0 L6 400PS 典范加长版,揽胜 2024款 3.0 L6 400PS SV尊荣创世加长版,揽胜 2024款 4.4 V8 SV尊荣创世版,揽胜 2024款 3.0 L6 400PS SV尊荣创世加长版 4座,揽胜 2024款 4.4 V8 SV尊荣创世加长版 4座
车前雾灯,,,,,,,,,,,,,,,,,,
车内环境氛围灯,,,,,,,,,,,,,,,,,,
车内化妆镜,,,,,,,,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车侧脚踏板,-,-,-,-,-,,,-,,,,,,,,,,
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
负离子发生器,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
语音识别控制系统,,,,,,,,,,,,,,,,,,
语音分区域唤醒识别,,,,,,,,,,,,,,,,,,
触摸式阅读灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,,,,,,,,,,,,,
行李厢12V电源接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,●,●,●,●,○,○,○,○,●,●,●,●,●,●,●,●,●,●
自动开合车门,-,-,○,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
膝部气囊,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
能源类型_y,汽油,汽油,汽油,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油,汽油+48V轻混系统,汽油
能源类型_x,汽油,汽油,汽油,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油,汽油+48V轻混系统,汽油
胎压监测功能,,,,,,,,,,,,,,,,,,
缺气保用轮胎,-,-,-,○,○,○,○,○,○,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
纵向通过角(°),21.4,20.1,20.1,20.1,20.1,20.1,21.4,20.1,20.1,21.4,20.1,20.1,20.1,20.1,20.1,21.4,20.1,20.1
级别,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV
简称,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
第二排独立座椅,-,●,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●
第二排座椅调节,,,,,,,,,,,,,,,,,,
第二排座椅电动调节,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
第二排座椅功能,,,,,,,,,,,,,,,,,,
第三排座椅功能,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,,,,,,,,
空气悬架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
离去角(°),24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5
疲劳驾驶提示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
电动座椅记忆功能,,,,,,,,,,,,,,,,,,
电动吸合车门,,,,,,,,,,,,,,,,,,
电动后备厢位置记忆,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号
灯光特色功能,,,,,,,,,,,,,,,,,,
满载最小离地间隙(mm),219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219
温度分区控制,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,,,,,,,,
涉水感应系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
油箱容积(L),90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
气缸数(个),8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,8,6,8
气缸排列形式,V,V,V,L,L,L,L,L,L,L,L,L,L,L,L,V,L,V
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),261,261,250,242,242,242,225,242,242,225,242,242,242,242,242,261,242,261
最小转弯半径(m),5.475,5.77,5.77,5.77,5.77,5.77,5.475,5.77,5.77,5.475,5.77,5.77,5.77,5.77,5.77,5.475,5.77,5.77
最大马力(Ps),530,530,530,400,400,400,360,400,400,360,400,400,400,400,400,615,400,615
最大满载质量(kg),3350,3320,3350,3350,3350,3360,3350,3350,3350,3350,3380,3390,3390,3390,3390,3380,3360,3310
最大涉水深度(mm),900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900
最大扭矩转速(rpm),1800-4600,1800-4600,1800-4600,2000-5000,2000-5000,2000-5000,2000-5000,2000-5000,2000-5000,1750-5000,2000-5000,2000-5000,2000-5000,2000-5000,2000-5000,1800-5400,2000-5000,1800-5400
最大扭矩(N·m)_y,750,750,750,550,550,550,495,550,550,500,550,550,550,550,550,750,550,750
最大扭矩(N·m)_x,750,750,750,550,550,550,495,550,550,500,550,550,550,550,550,750,550,750
最大功率转速(rpm),5500-6000,5500-6000,5500-6000,5500-6500,5500-6500,5500-6500,5500-6500,5500-6500,5500-6500,5500-6500,5500-6500,5500-6500,5500-6500,5500-6500,5500-6000,5855-7000,5500-6000,5855-7000
最大功率(kW)_y,390,390,390,294,294,294,265,294,294,265,294,294,294,294,294,452,294,452
最大功率(kW)_x,390,390,390,294,294,294,265,294,294,265,294,294,294,294,294,452,294,452
最大净功率(kW),390,390,390,294,294,294,265,294,294,265,294,294,294,294,294,452,294,452
无钥匙进入功能,,,,,,,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘材质,,,,,,,,,,,,,,,,,,
方向盘换挡,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘加热,●,●,●,●,○,○,○,○,○,○,○,○,○,●,●,●,●,●
方向盘位置调节,,,,,,,,,,,,,,,,,,
整车质保,,,,,,,,,,,,,,,,,,
整备质量(kg),2770,2830,2820,2655,2655,2680,2570,2655,2655,2570,2695,2645,2645,2720,2720,2820,2780,2875
整体主动转向系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
接近角(°),25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,26.1,26.1,26.1,26.1,26.1,25.1,25.1,25.1,25.1
排量(mL),4395,4395,4395,2996,2996,2996,2996,2996,2996,2996,2996,2996,2996,2996,2997,4395,2997,4395
换挡形式,,,,,,,,,,,,,,,,,,
挡位个数,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
扬声器数量,,,,,,,,,,,,,,,,,,
扬声器品牌名称,,,,,,,,,,,,,,,,,,
手机无线充电功能,,,,,,,,,,,,,,,,,,
手机互联/映射,,,,,,,,,,,,,,,,,,
手机APP远程功能,,,,,,,,,,,,,,,,,,
感应雨刷功能,,,,,,,,,,,,,,,,,,
感应后备厢,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
座椅材质,,,,,,,,,,,,,,,,,,
座椅布局,-,-,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-
座位数(个),,,,,,,,,,,,,,,,,,
并线辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
巡航系统,,,,,,,,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
宽度(mm),2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047
官方0-100km/h加速(s),4.6,4.8,4.7,5.9,5.9,6.1,6.3,5.9,5.9,6.3,6.1,5.9,5.9,5.9,5.9,4.5,6.1,4.6
安全带未系提醒,,,,,,,,,,,,,,,,,,
天窗类型,,,,,,,,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
多层隔音玻璃,,,,,,,,,,,,,,,,,,
多媒体/充电接口,,,,,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,,,,,,,
四驱形式,,,,,,,,,,,,,,,,,,
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704
后轮胎规格,,,,,,,,,,,,,,,,,,
后方碰撞预警,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排独立空调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排液晶屏幕尺寸,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
后排液晶屏幕,,,,,,,,,,-,-,,,,,,,
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排控制多媒体,●,●,●,●,●,○,○,●,●,-,-,●,●,●,●,○,●,●
后排座椅电动放倒,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,,,,,,,,,
后排小桌板,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●
后排侧隐私玻璃,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排侧窗遮阳帘,,,,,,,,,,,,,,,,,,
后悬架类型,,,,,,,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),818-1841,656-1162,818-2176,818-2176,818-2176,212-2050,818-1841,818-2176,818-2176,818-1841,212-2050,818-2176,818-2176,818-2176,818-2176,818-1841,656-1162,656-1162
后制动器类型,,,,,,,,,,,,,,,,,,
可变悬架功能,,,,,,,,,,,,,,,,,,
可加热喷水嘴,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,N63B44E,N63B44E,N63B44E,PT306,PT306,PT306,PT306,PT306,PT306,PT306,PT306,PT306,PT306,PT306,-,N63B44E,-,N63B44E
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机,4.4T 530马力 V8,4.4T 530马力 V8,4.4T 530马力 V8,3.0T 400马力 L6,3.0T 400马力 L6,3.0T 400马力 L6,3.0T 360马力 L6,3.0T 400马力 L6,3.0T 400马力 L6,3.0T 360马力 L6,3.0T 400马力 L6,3.0T 400马力 L6,3.0T 400马力 L6,3.0T 400马力 L6,3.0T 400马力 L6,4.4T 615马力 V8,3.0T 400马力 L6,4.4T 615马力 V8
压缩比,10.5,10.5,10.5,10.5,10.5,10.5,-,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5
厂商指导价(元),288.80万,332.80万,249.80万,204.80万,164.80万,146.80万,142.80万,167.80万,159.80万,142.80万,146.80万,159.80万,174.80万,207.80万,236.80万,296.80万,245.80万,335.80万
厂商,路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口)
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,,,,,,,,,,
副驾驶位后排可调节按钮,●,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,,,,,,
前轮距(mm),1702,1702,1702,1702,1702,1702,1702,1702,1702,1702,1702,1702,1702,1702,1702,1702,1702,1702
前轮胎规格,,,,,,,,,,,,,,,,,,
前方碰撞预警,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
前排座椅功能,,,,,,,,,,,,,,,,,,
前悬架类型,,,,,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,,,,,,,,
主动降噪,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,,,,,
中央差速器锁止功能,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
中央差速器结构,,,,,,,,,,,,,,,,,,
上市时间,2022.09,2022.09,2022.04,2022.04,2022.04,2022.04,2022.06,2022.06,2022.10,2023.11,2023.11,2023.11,2023.11,2023.11,2023.11,2023.11,2023.11,2023.11
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),11.74,11.74,11.74,9.73,9.73,9.73,9.73,9.73,9.73,10.01,9.93,9.93,9.93,9.93,10.10,11.77,10.09,11.77
USB/Type-C接口数量,,,,,,,,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,●,●,●,●,●,○,○,●,●,○,○,●,●,●,●,●,●,●
ETC装置,-,-,-,-,-,-,-,-,-,○,○,○,○,○,○,○,○,○
DOW开门预警,-,-,-,-,-,-,-,-,-,●,●,●,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,,,,,,,,
220V/230V电源,○,●,●,○,○,○,○,○,○,○,○,○,○,○,●,○,●,●
