Feature,67767,71976
电池快充电量范围(%)_x,30-80,30-80
电池快充时间(小时)_y,0.6,0.6
电池快充时间(小时)_x,0.6,0.6
电池冷却方式,液冷,液冷
电机类型,永磁/同步,永磁/同步
电机布局,前置+后置,后置
电子外后视镜功能,,
电动机总马力(Ps),476,272
电动机总扭矩(N·m),770,420
电动机总功率(kW),350,200
电动机(Ps),476,272
电动座椅记忆功能,,
电动后备厢位置记忆,●,●
电动后备厢,●,●
牵引力控制(ASR/TCS/TRC等),●,●
热泵空调,●,●
温度分区控制,●,●
液晶仪表尺寸,,
毫米波雷达数量,,
最高车速(km/h),180,180
最小转弯半径(m),5.75,5.75
最大满载质量(kg),2775,2775
最大扭矩(N·m),770,420
最大功率(kW),350,200
无钥匙进入功能,,
无钥匙启动系统,●,●
方向盘记忆,●,●
方向盘材质,,
方向盘换挡,-,-
方向盘加热,●,●
方向盘位置调节,,
整车质保,,
整备质量(kg),2305,2175
摄像头数量,,
接近角(°),17,17
换挡形式,,
挡位个数,1,1
扬声器数量,,
扬声器品牌名称,,
手机无线充电功能,,
手机无线充电功率,,
手机互联/映射,,
手机APP远程功能,,
手势控制,●,●
慢充接口位置,车左前侧,车左前侧
感应雨刷功能,,
感应后备厢,●,-
快充接口位置,车右前侧,车右前侧
快充功能,支持,支持
座椅材质,,
座位数(个),,
应用商店,●,●
并线辅助,●,●
巡航系统,,
导航路况信息显示,●,●
对外放电,●,●
对外交流放电功率(kW),3.5,3.5
宽度(mm),1930,1930
官方0-100km/h加速(s),4.6,-
安全带未系提醒,,
天窗类型,,
大灯高度可调,●,●
大灯延时关闭,●,●
多媒体/充电接口,,
多功能方向盘,●,●
外后视镜功能,-,
备胎规格,-,-
地图品牌,,
四驱形式,,-
后雨刷,●,●
后轮距(mm),1654,1654
后轮胎规格,,
后电动机最大扭矩(N·m),420,420
后电动机最大功率(kW),200,200
后电动机型号,TZ220XSAMCF81,TZ220XSAMCF81
后电动机品牌,联合电子,联合电子
后排独立空调,-,-
后排杯架,●,●
后排控制多媒体,●,●
后排座椅放倒形式,,
后排侧隐私玻璃,●,●
后悬架类型,,
后座出风口,●,●
后备厢容积(L),471-1485,471-1485
后制动器类型,,
可见即可说,●,●
可变悬架功能,,
变速箱类型,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),30.99万,25.99万
厂商,东风本田,东风本田
卫星导航系统,●,●
匝道自动驶出(入),○,○
助力类型,,
副驾驶位后排可调节按钮,-,-
副座椅调节方式,,
前轮距(mm),1641,1641
前轮胎规格,,
前电动机最大扭矩(N·m),350,-
前电动机最大功率(kW),150,-
前电动机型号,TZ210XSAMCFA1,-
前电动机品牌,联合电子,-
前方碰撞预警,●,●
前方感知摄像头,,
前排座椅功能,,
前排中间气囊,●,●
前悬架类型,,
前制动器类型,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●
制动力分配(EBD/CBC等),●,●
内置行车记录仪,●,○
内后视镜功能,,
全液晶仪表盘,●,●
光感天幕,●,○
倒车车侧预警系统,●,●
侧窗多层隔音玻璃,,
低速行车警告,●,●
主座椅调节方式,,
主动式环境氛围灯,●,●
主动刹车/主动安全系统,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,
中控屏幕尺寸,,
中控下屏幕尺寸,,
上市时间,2025.03,2025.03
上坡辅助,●,●
三电系统质保,,
Wi-Fi热点,●,●
USB/Type-C接口数量,,
OTA升级,●,●
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
HUD抬头尺寸,,
ETC装置,●,●
DOW开门预警,●,●
CLTC纯电续航里程(km)_y,620,650
CLTC纯电续航里程(km)_x,620,650
AR实景导航,●,○
AR-HUD增强现实抬头显示,●,●
ABS防抱死,●,●
4G/5G网络,,
