Feature,69014,69015,69168,69169,69170,69171,69260,69261,69262,69263,70505,71630,71631,71632,71633,71634,71635,71636
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,,,,,,,,
离去角(°),24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
百公里耗电量(kWh/100km),14.5,18.5,17.4,17.4,18.5,14.5,15.6,17.4,14.5,14.2,14.2,17.3,18.4,14.5,17.3,18.4,14.5,14.2
疲劳驾驶提示,●,●,●,●,●,●,-,-,-,●,●,●,●,●,●,●,●,●
电芯品牌,,,,,,,,,,,,,,,,,,
电能当量燃料消耗量(L/100km),1.64,2.09,1.97,1.97,2.09,1.64,1.76,1.97,1.64,1.65,1.65,-,-,1.68,-,-,1.68,1.65
电池预加热,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
电池能量(kWh),68.82,39.05,31.73,31.73,39.05,68.82,18.99,31.73,68.82,79.97,79.97,31.73,39.05,68.82,31.73,39.05,68.82,79.97
电池类型,,,,,,,,,,,,,,,,,,
电池特有技术,金钟罩电池,金钟罩电池,金钟罩电池,金钟罩电池,金钟罩电池,金钟罩电池,金钟罩电池,金钟罩电池,金钟罩电池,金钟罩电池,金钟罩电池,金钟罩电池,金钟罩电池,金钟罩电池,金钟罩电池,金钟罩电池,金钟罩电池,金钟罩电池
电池快充电量范围(%)_y,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.58,0.58,0.25,0.25,0.25,0.25,0.25,0.25,0.58
电池快充时间(小时)_x,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.58,0.58,0.25,0.25,0.25,0.25,0.25,0.25,0.58
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置
电动机总马力(Ps),258,258,238,238,258,258,238,238,258,218,218,238,258,258,238,258,258,218
电动机总扭矩(N·m),320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320
电动机总功率(kW),190,190,175,175,190,190,175,175,190,160,160,175,190,190,175,190,190,160
电动机(Ps),258,258,238,238,258,258,238,238,258,218,218,238,258,258,238,258,258,218
电动座椅记忆功能,,,,,,,-,-,-,,-,,,,,,,
电动吸合车门,,,,,,,-,-,-,,-,-,-,-,-,-,-,-
电动后备厢位置记忆,●,●,●,●,●,●,-,-,-,●,-,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,-,-,-,●,-,●,●,●,●,●,●,●
环保标准_y,-,国VI,国VI,国VI,国VI,-,国VI,国VI,-,-,-,国VI,国VI,-,国VI,国VI,-,-
环保标准_x,-,国VI,国VI,国VI,国VI,-,国VI,国VI,-,-,-,国VI,国VI,-,国VI,国VI,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,-,92号,92号,92号,92号,-,92号,92号,-,-,-,92号,92号,-,92号,92号,-,-
温度分区控制,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
油箱容积(L),-,45,45,45,45,-,45,45,-,-,-,45,45,-,45,45,-,-
油电综合燃料消耗量(L/100km),-,-,-,-,-,-,-,-,-,-,-,2.83,2.83,-,2.83,2.83,-,-
气缸数(个),-,4,4,4,4,-,4,4,-,-,-,4,4,-,4,4,-,-
气缸排列形式,-,L,L,L,L,-,L,L,-,-,-,L,L,-,L,L,-,-
毫米波雷达数量,,,,,,,,,,,,,,,,,,
每缸气门数(个),-,4,4,4,4,-,4,4,-,-,-,4,4,-,4,4,-,-
最高车速(km/h),180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180
最大马力(Ps),258,95,95,95,95,258,95,95,258,218,218,98,98,258,98,98,258,218
最大满载质量(kg),2455,2455,2420,2420,2455,2455,2325,2420,2455,2465,2465,2420,2465,2455,2420,2465,2455,2465
最大扭矩转速(rpm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大扭矩(N·m)_y,320,141,141,141,141,320,141,141,320,320,320,-,-,320,-,-,320,320
最大扭矩(N·m)_x,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320
最大功率转速(rpm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大功率(kW)_y,190,70,70,70,70,190,70,70,190,160,160,72,72,190,72,72,190,160
最大功率(kW)_x,190,190,175,175,190,190,175,175,190,160,160,175,190,190,175,190,190,160
最大净功率(kW),-,66,66,66,66,-,66,66,-,-,-,70,70,-,70,70,-,-
最低荷电状态油耗(L/100km)WLTC,-,5.7,5.6,5.6,5.7,-,5.5,5.6,-,-,-,5.2,5.3,-,5.2,5.3,-,-
最低荷电状态油耗(L/100km)NEDC,-,4.6,4.5,4.5,4.6,-,4.4,4.5,-,-,-,4.1,4.2,-,4.1,4.2,-,-
无钥匙进入功能,,,,,,,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
无框设计车门,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘离手检测,●,●,-,●,-,-,-,-,-,●,-,●,●,●,●,●,●,●
方向盘材质,,,,,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,,,,,,,
整车质保,,,,,,,,,,,,,,,,,,
整备质量(kg),2025,2025,1980,1980,2025,2025,1875,1950,2025,2035,2035,1990,2035,1975,1990,2035,1975,2035
摄像头数量,,,,,,,,,,,,,,,,,,
接近角(°),19,18,18,18,18,19,18,18,19,19,19,18,18,19,18,18,19,19
排量(mL),-,1480,1480,1480,1480,-,1480,1480,-,-,-,1497,1497,-,1497,1497,-,-
换挡形式,,,,,,,,,,,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,,,,,,,-,-,-,,-,,,,,,,
手机无线充电功率,,,,,,,-,-,-,,-,,,,,,,
手机互联/映射,,,,,,,,,,,,,,,,,,
手机APP远程功能,,,,,,,,,,,,,,,,,,
慢充接口位置,车左后侧,车右后侧,车右后侧,车右后侧,车右后侧,车左后侧,车右后侧,车右后侧,车左后侧,车左后侧,车左后侧,车右后侧,车右后侧,车左后侧,车右后侧,车右后侧,车左后侧,车左后侧
感应雨刷功能,,,,,,,,,,,,,,,,,,
快充接口位置,车左后侧,车右后侧,车右后侧,车右后侧,车右后侧,车左后侧,车右后侧,车右后侧,车左后侧,车左后侧,车左后侧,车右后侧,车右后侧,车左后侧,车右后侧,车右后侧,车左后侧,车左后侧
快充功能,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持
循迹倒车,-,-,-,-,-,-,-,-,-,-,-,●,●,●,-,-,-,-
座椅材质,,,,,,,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,,,,,,,
应用商店,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
并线辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
巡航系统,,,,,,,,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
对外放电,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
对外交流放电功率(kW),6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
宽度(mm),1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,1930
官方0-100km/h加速(s),7.6,7.8,7.7,7.7,7.8,7.6,7.6,7.7,7.6,7.5,7.5,7.7,7.8,7.6,7.7,7.8,7.6,7.5
安全带未系提醒,,,,,,,,,,,,,,,,,,
天窗类型,,,,,,,,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
多指飞屏操控,○,○,○,○,○,○,-,-,-,○,-,○,○,○,○,○,○,○
多媒体/充电接口,,,,,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,,,,,,,
场景灯语,○,○,○,○,○,○,-,-,-,○,-,-,-,-,-,-,-,-
地图品牌,,,,,,,,,,,,,,,,,,
哨兵模式/千里眼,●,●,-,●,-,-,-,-,-,●,-,●,●,●,●,●,●,●
向日葵旋转屏,●,●,●,●,●,●,-,-,-,●,-,●,●,●,●,●,●,●
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650
后轮胎规格,,,,,,,,,,,,,,,,,,
后电动机最大扭矩(N·m),320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320
后电动机最大功率(kW),190,190,175,175,190,190,175,175,190,160,160,175,190,190,175,190,190,160
后电动机型号,XTDM27,XTDM41,XTDM66,XTDM66,XTDM41,XTDM27,XTDM66,XTDM66,XTDM27,XTDM16,XTDM16,XTDM66,XTDM41,XTDM27,XTDM66,XTDM41,XTDM27,XTDM16
后电动机品牌,深蓝汽车,深蓝汽车,深蓝汽车,深蓝汽车,深蓝汽车,深蓝汽车,深蓝汽车,深蓝汽车,深蓝汽车,深蓝汽车,深蓝汽车,深蓝汽车,深蓝汽车,深蓝汽车,深蓝汽车,深蓝汽车,深蓝汽车,深蓝汽车
后方碰撞预警,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,-,-,-,●,-,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,,,,,,,,,
后排侧隐私玻璃,●,●,●,●,●,●,-,-,-,●,-,●,●,●,●,●,●,●
后悬架类型,,,,,,,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),445-1385,445-1385,445-1385,445-1385,445-1385,445-1385,445-1385,445-1385,445-1385,445-1385,445-1385,445-1385,445-1385,445-1385,445-1385,445-1385,445-1385,445-1385
后制动器类型,,,,,,,,,,,,,,,,,,
可见即可说,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,-,●,●,●,●,-,●,●,-,-,-,●,●,-,●,●,-,-
发动机布局,-,横置,横置,横置,横置,-,横置,横置,-,-,-,横置,横置,-,横置,横置,-,-
发动机型号,-,JL473QJ,JL473QJ,JL473QJ,JL473QJ,-,JL473QJ,JL473QJ,-,-,-,JL469Q1,JL469Q1,-,JL469Q1,JL469Q1,-,-
发动机,纯电动,1.5L 95马力 L4,1.5L 95马力 L4,1.5L 95马力 L4,1.5L 95马力 L4,纯电动,1.5L 95马力 L4,1.5L 95马力 L4,纯电动,纯电动,纯电动,增程器 98马力,增程器 98马力,纯电动,增程器 98马力,增程器 98马力,纯电动,纯电动
厂商指导价(元),18.49万,19.19万,16.99万,18.49万,17.69万,17.99万,14.99万,15.99万,16.99万,19.79万,18.29万,16.99万,17.69万,17.49万,17.99万,18.69万,18.49万,19.79万
厂商,深蓝汽车,深蓝汽车,深蓝汽车,深蓝汽车,深蓝汽车,深蓝汽车,深蓝汽车,深蓝汽车,深蓝汽车,深蓝汽车,深蓝汽车,深蓝汽车,深蓝汽车,深蓝汽车,深蓝汽车,深蓝汽车,深蓝汽车,深蓝汽车
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
匝道自动驶出(入),●,●,-,●,-,-,-,-,-,●,-,-,-,-,●,●,●,●
助力类型,,,,,,,,,,,,,,,,,,
副驾驶位后排可调节按钮,●,●,●,●,●,●,-,-,-,●,-,●,●,●,●,●,●,●
副驾娱乐屏尺寸,,,,,,,-,-,-,,-,,,,,,,
副座椅调节方式,,,,,,,,,,,,,,,,,,
前轮距(mm),1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640
前轮胎规格,,,,,,,,,,,,,,,,,,
前方碰撞预警,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
前方感知摄像头,,,,,,,,,,,,,,,,,,
前排座椅功能,,,,,,,-,-,-,,-,,,,,,,
前悬架类型,,,,,,,,,,,,,,,,,,
前备厢容积(L),125,-,-,-,-,125,-,-,125,125,125,-,-,125,-,-,125,125
前制动器类型,,,,,,,,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
倒车车侧预警系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
信号灯识别,●,●,-,●,-,-,-,-,-,●,-,-,-,-,●,●,●,●
侧窗多层隔音玻璃,,,,,,,,,,,,,,,,,,
供油方式,-,多点电喷,多点电喷,多点电喷,多点电喷,-,多点电喷,多点电喷,-,-,-,多点电喷,多点电喷,-,多点电喷,多点电喷,-,-
低速行车警告,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,,,,,,,,,
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
