Feature,60855,65879,65880,65881,66182,66183
语音分区域唤醒识别,,,,,,
语音免唤醒词,●,●,●,●,●,●
记忆泊车,-,-,-,○,-,-
行车电脑显示屏幕,,,,,,
行李厢12V电源接口,●,●,●,●,●,●
蠕行模式,-,-,●,●,-,●
蓝牙/车载电话,●,●,●,●,●,●
自适应远近光,-,-,-,-,○,●
自动驾驶辅助路段,-,-,-,,-,-
自动驻车,●,●,●,●,●,●
自动泊车入位,-,-,-,●,-,-
自动头灯,●,●,●,●,●,●
自动变道辅助,-,-,-,●,-,-
能量回收系统,●,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,
缺气保用轮胎,-,-,-,-,-,-
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-
空载最小离地间隙(mm),200,200,200,200,200,200
空调温度控制方式,,,,,,
离去角(°),29,29,29,29,29,29
百公里耗电量(kWh/100km),14.8,14.8,16.0,16.5,15.5,16.5
疲劳驾驶提示,-,-,-,●,-,●
电芯品牌,,,,,,
电能当量燃料消耗量(L/100km),1.67,1.67,1.81,1.87,1.75,1.87
电池预加热,●,●,●,●,●,●
电池能量(kWh),50.63,50.63,65.69,69.77,65.69,69.77
电池类型,,,,,,
电池快充电量范围(%)_y,30-80,30-80,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.5,0.5,0.5,0.5,0.5,0.5
电池快充时间(小时)_x,0.5,0.5,0.5,0.5,0.5,0.5
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,前置+后置,前置+后置,后置,前置+后置
电动机总马力(Ps),184,184,279,279,184,279
电动机总扭矩(N·m),220,220,385,385,220,385
电动机总功率(kW),135,135,205,205,135,205
电动机(Ps),184,184,279,279,184,279
电动座椅记忆功能,-,,-,,,
电动吸合车门,-,-,,,-,
电动后备厢,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●
满载最小离地间隙(mm),170,170,170,170,170,170
温度分区控制,●,●,●,●,●,●
液晶仪表尺寸,-,-,,,,
毫米波雷达数量,-,-,-,-,,
最高车速(km/h),150,150,150,150,150,150
最小转弯半径(m),5.7,5.7,5.7,5.7,5.7,5.7
最大爬坡度(%),55,55,55,55,55,55
最大满载质量(kg),2067,2067,2246,2286,2188,2286
最大扭矩(N·m),220,220,385,385,220,385
最大功率(kW),135,135,205,205,135,205
无钥匙进入功能,,,,,,
无钥匙启动系统,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-
方向盘材质,,,,,,
方向盘换挡,-,-,-,-,-,-
方向盘加热,-,○,-,●,○,●
方向盘位置调节,,,,,,
整车质保,,,,,,
整备质量(kg),1679,1679,1854,1892,1775,1892
摄像头数量,,,,,,
接近角(°),26,26,26,26,26,26
换挡形式,,,,,,
挡位个数,1,1,1,1,1,1
扬声器数量,,,,,,
扬声器品牌名称,-,-,-,,-,
手机无线充电功能,-,,,,,
手机无线充电功率,-,,,,,
手机互联/映射,,,,,,
手机APP远程功能,,,,,,
慢充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
感应雨刷功能,,,,,,
快充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
快充功能,支持,支持,支持,支持,支持,支持
快充功率(kW),60,60,80,85,80,85
循迹倒车,-,-,-,●,-,-
座椅材质,,,,,,
座位数(个),,,,,,
并线辅助,-,-,-,●,○,●
巡航系统,,,,,,
导航路况信息显示,●,●,●,●,●,●
对外放电,-,●,●,●,●,●
对外交流放电功率(kW),-,3.3,3.3,3.3,3.3,3.3
宽度(mm),1910,1910,1910,1910,1910,1910
官方0-50km/h加速(s),4.5,4.5,3.0,3.0,4.7,3.0
官方0-100km/h加速(s),-,-,6.5,6.5,-,6.5
安全带未系提醒,,,,,,
天窗类型,-,,,,,
大灯高度可调,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●
多层隔音玻璃,-,,,,,
多媒体/充电接口,,,,,,
多功能方向盘,●,●,●,●,●,●
外后视镜功能,,,,,,
备胎规格,-,-,-,-,-,-
坦克转弯,-,-,●,●,-,●
地图品牌,,,,,,
四驱形式,-,-,,,-,
后雨刷,●,●,●,●,●,●
后轮距(mm),1645,1645,1645,1645,1645,1645
后轮胎规格,,,,,,
后电动机最大扭矩(N·m),220,220,220,220,220,220
后电动机最大功率(kW),135,135,135,135,135,135
后电动机型号,112AA5,112AA5,112AA5,112AA5,112AA5,112AA5
后方碰撞预警,-,-,-,●,○,●
后排独立空调,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●
后排座椅放倒形式,,,,,,
后悬架类型,,,,,,
后座出风口,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-
后制动器类型,,,,,,
可见即可说,●,●,●,●,●,●
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),10.98万,11.98万,13.98万,16.98万,12.98万,15.98万
厂商,奇瑞新能源,奇瑞新能源,奇瑞新能源,奇瑞新能源,奇瑞新能源,奇瑞新能源
卫星导航系统,●,●,●,●,●,●
匝道自动驶出(入),-,-,-,○,-,-
助力类型,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-
副座椅调节方式,,,,,,
前轮距(mm),1626,1626,1626,1626,1626,1626
前轮胎规格,,,,,,
前电动机最大扭矩(N·m),-,-,165,165,-,165
前电动机最大功率(kW),-,-,70,70,-,70
前电动机型号,-,-,112AA3,112AA3,-,112AA3
前方碰撞预警,-,-,-,●,○,●
前方感知摄像头,-,-,-,,,
前排座椅功能,-,,-,,,
前悬架类型,,,,,,
前制动器类型,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,前○&nbsp;/&nbsp;后○,-,前●&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后●
前/后排侧气囊,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
内置行车记录仪,-,-,●,●,○,●
内后视镜功能,,,,,,
全液晶仪表盘,-,-,●,●,○,●
倒车车侧预警系统,-,-,-,●,○,●
低速行车警告,●,●,●,●,●,●
主座椅调节方式,,,,,,
主动刹车/主动安全系统,-,-,-,●,○,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,
中控屏幕尺寸,,,,,,
上市时间,2024.02,2024.02,2024.02,2024.02,2024.02,2024.02
上坡辅助,●,●,●,●,●,●
三电首任车主质保政策,,,,,,
三电系统质保,,,,,,
USB/Type-C最大充电功率,-,-,-,,-,
USB/Type-C接口数量,,,,,,
OTA升级,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●
DOW开门预警,-,-,-,●,○,●
CLTC纯电续航里程(km)_y,401,401,472,501,501,501
CLTC纯电续航里程(km)_x,401,401,472,501,501,501
ABS防抱死,●,●,●,●,●,●
4G/5G网络,,,,,,
