Feature,50709,52807,52808,52809,52810,52811,52812,52813,52814,57306,57517,57518,62879,62880,62881,62882,62883,62884,62885,62886
车道偏离预警系统,●,-,-,-,-,-,●,●,●,●,-,●,-,-,●,●,-,-,●,●
车道保持辅助系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车载空气净化器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车载智能系统,,-,-,-,-,-,,,,,-,,-,,,,-,,,
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车联网,●,-,-,-,-,-,●,●,●,●,-,●,-,●,●,●,-,●,●,●
车窗防夹手功能,●,-,-,-,-,●,●,●,●,●,●,●,-,●,●,●,-,●,●,●
车窗一键升降功能,,-,-,-,-,,,,,,,,-,,,,-,,,
车型名称,长安欧尚X7 PLUS 2022款 1.5T 蓝鲸版自动Geeker领航型,长安欧尚X7 PLUS 2022款 1.5T 手动舒享型,长安欧尚X7 PLUS 2022款 1.5T 手动豪华型,长安欧尚X7 PLUS 2022款 1.5T 手动尊享型,长安欧尚X7 PLUS 2022款 1.5T 蓝鲸版自动豪华型,长安欧尚X7 PLUS 2022款 1.5T 蓝鲸版自动尊享型,长安欧尚X7 PLUS 2022款 1.5T 蓝鲸版自动尊贵型,长安欧尚X7 PLUS 2022款 1.5T 蓝鲸版自动智尊型,长安欧尚X7 PLUS 2022款 1.5T 蓝鲸版自动Geeker旗舰型,长安欧尚X7 PLUS 2022款 1.5T 蓝鲸版自动智尊型 7座,长安欧尚X7 PLUS 2022款 1.5T 蓝鲸版自动尊享型 7座,长安欧尚X7 PLUS 2022款 1.5T 蓝鲸版自动尊贵型 7座,长安欧尚X7 PLUS 2023款 畅享版 1.5T手动家悦型,长安欧尚X7 PLUS 2023款 畅享版 1.5T自动智享型,长安欧尚X7 PLUS 2023款 畅享版 1.5T自动尊贵型,长安欧尚X7 PLUS 2023款 畅享版 1.5T自动领航型,长安欧尚X7 PLUS 2023款 畅享版 1.5T手动家悦型 7座,长安欧尚X7 PLUS 2023款 畅享版 1.5T自动智享型 7座,长安欧尚X7 PLUS 2023款 畅享版 1.5T自动尊贵型 7座,长安欧尚X7 PLUS 2023款 畅享版 1.5T自动领航型 7座
车前雾灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内化妆镜,,-,-,-,-,,,,,,,,-,,,,-,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
语音识别控制系统,,-,-,-,-,-,,,,,-,,-,,,,-,,,
行车电脑显示屏幕,,,,,,,,,,,,,,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动驻车,●,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,●,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,-,-,-,●
自动头灯,●,-,-,●,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
能源类型_y,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
能源类型_x,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,,,,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,7挡湿式双离合,6挡手动,6挡手动,6挡手动,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,6挡手动,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,6挡手动,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
第二排座椅调节,,,,,,,,,,,,,,,,,,,,
空调温度控制方式,,,,,,,,,,,,,,,,,,,,
离去角(°),24,24,24,24,24,24,24,24,24,24,24,24,-,-,-,-,-,-,-,-
疲劳驾驶提示,●,-,-,-,-,-,-,-,●,-,-,-,-,-,○,○,-,-,○,○
电动座椅记忆功能,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,
电动后备厢位置记忆,●,-,-,-,-,-,-,-,●,-,-,-,-,-,○,●,-,-,○,●
电动后备厢,●,-,-,-,-,-,-,-,●,-,-,-,-,-,○,●,-,-,○,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,,,,,,,,,,,,,
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),190,190,190,190,190,190,190,190,190,190,190,190,-,-,-,-,-,-,-,-
最大马力(Ps),188,170,170,170,188,188,188,188,188,188,188,188,170,188,188,188,170,188,188,188
最大满载质量(kg),1925,1875,1875,1875,1925,1925,1925,1925,1925,2100,2100,2100,-,-,-,-,-,-,-,-
最大扭矩转速(rpm),1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000
最大扭矩(N·m)_y,300,260,260,260,300,300,300,300,300,300,300,300,260,300,300,300,260,300,300,300
最大扭矩(N·m)_x,300,260,260,260,300,300,300,300,300,300,300,300,260,300,300,300,260,300,300,300
最大功率转速(rpm),5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500
最大功率(kW)_y,138,125,125,125,138,138,138,138,138,138,138,138,125,138,138,138,125,138,138,138
最大功率(kW)_x,138,125,125,125,138,138,138,138,138,138,138,138,125,138,138,138,125,138,138,138
最大净功率(kW),133,122,122,122,133,133,133,133,133,133,133,133,-,-,-,-,-,-,-,-
无钥匙进入功能,,-,-,-,-,,,,,,,,-,,,,-,,,
无钥匙启动系统,●,-,-,-,-,●,●,●,●,●,●,●,-,●,●,●,-,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,,,,,,,,,
整车质保,,,,,,,,,,,,,,,,,,,,
整备质量(kg),1550,1500,1500,1500,1520,1550,1550,1550,1550,1575,1575,1575,-,-,-,-,-,-,-,-
摄像头数量,,-,-,-,-,-,,,,,-,,-,,,,-,,,
接近角(°),20,20,20,20,20,20,20,20,20,20,20,20,-,-,-,-,-,-,-,-
排量(mL),1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
换挡形式,,,,,,,,,,,,,,,,,,,,
挡位个数,7,6,6,6,7,7,7,7,7,7,7,7,6,7,7,7,6,7,7,7
扬声器数量,,,,,,,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射,,,,,,,,,,,,,,,,,,,,
手机APP远程功能,,-,-,-,-,-,,,,,-,,-,,,,-,,,
手势控制,●,-,-,-,-,-,-,-,●,-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,,,,,,,,,,,,
座椅布局,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,,,,
座位数(个),,,,,,,,,,,,,,,,,,,,
并线辅助,●,-,-,-,-,-,-,-,●,-,-,-,-,-,-,●,-,-,-,●
巡航系统,,-,,,,,,,,,,,,,,,,,,
导航路况信息显示,●,-,-,-,-,-,●,●,●,●,-,●,-,●,●,●,-,●,●,●
宽度(mm),1870,1870,1870,1870,1870,1870,1870,1870,1870,1870,1870,1870,1870,1870,1870,1870,1870,1870,1870,1870
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,,,,,,,,
天窗类型,,-,-,,-,,,,,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
多层隔音玻璃,,-,-,-,-,-,,,,,-,,-,-,,,-,-,,
多媒体/充电接口,,,,,,,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,,,,,,,,,
地图品牌,,-,-,-,-,-,,,,,-,,-,,,,-,,,
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,-,-,-,-,-,-,-,-
后轮胎规格,,,,,,,,,,,,,,,,,,,,
后方碰撞预警,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,-,-,-,●
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,-,-,●,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,,,,,,,,,,,
后排侧隐私玻璃,●,-,-,-,-,-,-,-,●,-,-,-,-,-,-,●,-,-,-,●
后悬架类型,,,,,,,,,,,,,,,,,,,,
后座出风口,●,-,-,●,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),650-1407,650-1407,650-1407,650-1407,650-1407,650-1407,650-1407,650-1407,650-1407,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,,,,,,,,,,
变速箱类型,湿式双离合变速箱(DCT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),手动变速箱(MT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),手动变速箱(MT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,7挡湿式双离合,6挡手动,6挡手动,6挡手动,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,6挡手动,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,6挡手动,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,JL473ZQ7,JL473ZQA,JL473ZQA,JL473ZQA,JL473ZQ7,JL473ZQ7,JL473ZQ7,JL473ZQ7,JL473ZQ7,JL473ZQ7,JL473ZQ7,JL473ZQ7,JL473ZQA,JL473ZQ7,JL473ZQ7,JL473ZQ7,JL473ZQA,JL473ZQ7,JL473ZQ7,JL473ZQ7
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机,1.5T 188马力 L4,1.5T 170马力 L4,1.5T 170马力 L4,1.5T 170马力 L4,1.5T 188马力 L4,1.5T 188马力 L4,1.5T 188马力 L4,1.5T 188马力 L4,1.5T 188马力 L4,1.5T 188马力 L4,1.5T 188马力 L4,1.5T 188马力 L4,1.5T 170马力 L4,1.5T 188马力 L4,1.5T 188马力 L4,1.5T 188马力 L4,1.5T 170马力 L4,1.5T 188马力 L4,1.5T 188马力 L4,1.5T 188马力 L4
厂商指导价(元),13.39万,7.99万,8.39万,9.39万,9.39万,10.39万,11.39万,11.89万,12.79万,12.19万,10.69万,11.69万,9.39万,10.39万,11.39万,12.59万,9.69万,10.69万,11.69万,12.89万
厂商,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车
卫星导航系统,●,-,-,-,-,-,●,●,●,●,-,●,-,●,●,●,-,●,●,●
助力类型,,,,,,,,,,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,,,,,,,,
前轮距(mm),1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,-,-,-,-,-,-,-,-
前轮胎规格,,,,,,,,,,,,,,,,,,,,
前方碰撞预警,●,-,-,-,-,-,-,●,●,●,-,-,-,-,-,●,-,-,-,●
前排座椅功能,,-,-,-,-,-,-,,,,-,-,-,-,-,,-,-,-,
前悬架类型,,,,,,,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,-,-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,●,-,-,-,-,-,●,●,●,●,-,●,-,-,●,●,-,-,●,●
内后视镜功能,,,,,,,,,,,,,,,,,,,,
全液晶仪表盘,●,-,-,-,-,-,-,-,●,-,-,-,-,-,○,●,-,-,○,●
倒车车侧预警系统,●,-,-,-,-,-,-,-,●,-,-,-,-,-,-,●,-,-,-,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,,,,,,,,,,
主动刹车/主动安全系统,●,-,-,-,-,-,-,●,●,●,-,-,-,-,-,●,-,-,-,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,-,-,-,-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-,-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,,,,,,,
上市时间,2021.10,2021.10,2021.10,2021.10,2021.10,2021.10,2021.10,2021.10,2021.10,2022.06,2022.06,2022.06,2023.04,2023.04,2023.04,2023.04,2023.04,2023.04,2023.04,2023.04
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,-,●,●,●
WLTC综合油耗(L/100km),-,-,-,-,-,-,-,-,-,7.25,7.25,7.25,-,-,-,-,-,-,-,-
USB/Type-C接口数量,,,,,,,,,,,,,,,,,,,,
OTA升级,●,-,-,-,-,-,●,●,●,●,-,●,-,●,●,●,-,●,●,●
NEDC综合油耗(L/100km),6.6,6.2,6.2,6.2,6.6,6.6,6.6,6.6,6.6,-,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,●,-,-,●,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
DOW开门预警,●,-,-,-,-,-,-,-,●,-,-,-,-,-,-,●,-,-,-,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,-,-,-,-,-,,,,,-,,-,,,,-,,,
