Feature,55009,55328,55329,55330,55331
座位数(个),,,,,
应用商店,●,●,●,●,●
并线辅助,-,-,-,-,-
巡航系统,,,,,
导航路况信息显示,●,●,●,●,●
对外放电,●,●,●,●,●
宽度(mm),1810,1810,1810,1810,1810
实测油耗(L/100km),3.8,-,-,-,-
实测100-0km/h制动(m),41.24,-,-,-,-
实测0-100km/h加速(s),7.97,-,-,-,-
官方0-100km/h加速(s),7.9,8.5,8.5,7.9,7.9
安全带未系提醒,,,,,
天窗类型,-,,-,,
大灯高度可调,●,●,●,●,●
大灯延时关闭,●,●,●,●,●
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,,,,,
地图品牌,,,,,
后雨刷,●,●,●,●,●
后轮距(mm),1530,1530,1530,1530,1530
后轮胎规格,,,,,
后排独立空调,-,-,-,-,-
后排杯架,-,●,-,●,●
后排座椅放倒形式,,,,,
后悬架类型,,,,,
后座出风口,●,●,●,●,●
后备厢容积(L),652,652,652,652,652
后制动器类型,,,,,
变速箱类型,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置
发动机型号,BYD472QA,BYD472QA,BYD472QA,BYD472QA,BYD472QA
发动机,1.5L 110马力 L4,1.5L 110马力 L4,1.5L 110马力 L4,1.5L 110马力 L4,1.5L 110马力 L4
厂商指导价(元),17.48万,14.78万,15.48万,15.78万,16.48万
厂商,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪
卫星导航系统,●,●,●,●,●
助力类型,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-
副座椅调节方式,,,,,
前轮距(mm),1540,1540,1540,1540,1540
前轮胎规格,,,,,
前电动机最大扭矩(N·m),325,316,316,325,325
前电动机最大功率(kW),145,132,132,145,145
前电动机型号,TZ220XYE,-,-,TZ220XYE,TZ220XYE
前电动机品牌,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪
前方碰撞预警,●,-,●,-,●
前排座椅功能,-,-,-,-,-
前悬架类型,,,,,
前制动器类型,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内置行车记录仪,●,-,●,-,●
内后视镜功能,,,,,
全液晶仪表盘,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,,,
主动刹车/主动安全系统,●,-,●,-,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,
中控屏幕尺寸,,,,,
上市时间,2022.03,2022.03,2022.03,2022.03,2022.03
上坡辅助,●,●,●,●,●
三电系统质保,,,,,
Wi-Fi热点,●,●,●,●,●
WLTC综合油耗(L/100km),2.01,2.87,2.87,2.01,2.01
WLTC纯电续航里程(km)_y,85,43,43,85,85
WLTC纯电续航里程(km)_x,85,43,43,85,85
USB/Type-C最大充电功率,,,,,
USB/Type-C接口数量,,,,,
OTA升级,●,●,●,●,●
NEDC纯电续航里程(km)_y,105,51,51,105,105
NEDC纯电续航里程(km)_x,105,51,51,105,105
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
ABS防抱死,●,●,●,●,●
4G/5G网络,,,,,
