Feature,59592,59593,59594,63534,63535
后排液晶屏幕,,,,,
后排杯架,●,●,●,●,●
后排控制多媒体,●,●,●,●,●
后排座椅放倒形式,,,,,
后排小桌板,-,●,●,●,●
后排侧隐私玻璃,●,●,●,●,●
后排侧窗遮阳帘,,,,,
后悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
后座出风口,●,●,●,●,●
后备厢容积(L),-,-,-,-,-
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
变速箱类型,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●,●,●
发动机特有技术,VVT-i,VVT-i,VVT-i,VVT-iE,VVT-iE
发动机布局,横置,横置,横置,横置,横置
发动机型号,2AR-FXE,2AR-FXE,2AR-FXE,A25B-FXS,A25B-FXS
发动机,2.5L 117马力 L4,2.5L 117马力 L4,2.5L 117马力 L4,2.5L 190马力 L4,2.5L 190马力 L4
压缩比,12.5,12.5,12.5,-,-
厂商指导价(元),84.70万,89.80万,92.80万,89.90万,90.90万
厂商,丰田(进口),丰田(进口),丰田(进口),丰田(进口),丰田(进口)
卫星导航系统,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,●,●,●,●,●
副座椅调节方式,,,,,
前轮距(mm),1600,1600,1600,1600,1600
前轮胎规格,225/60 R17,225/60 R17,225/60 R17,225/55 R19,225/55 R19
前电动机最大扭矩(N·m),270,270,270,270,270
前电动机最大功率(kW),105,105,105,134,134
前方碰撞预警,●,●,●,●,●
前排座椅功能,,,,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内后视镜功能,,,,,
全液晶仪表盘,-,-,-,●,●
倒车车侧预警系统,●,●,●,-,-
侧滑门形式,,,,,
供油方式,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射
低速行车警告,●,●,●,●,●
主座椅调节方式,,,,,
主动刹车/主动安全系统,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,
中控屏幕尺寸,,,,,
中央差速器结构,-,-,-,-,-
上市时间,2022.09,2022.09,2022.09,2023.06,2023.06
上坡辅助,●,●,●,●,●
WLTC综合油耗(L/100km),-,-,-,6.3,6.3
USB/Type-C接口数量,,,,,
OTA升级,-,-,-,●,●
NEDC综合油耗(L/100km),7.1,7.1,7.1,-,-
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
HUD抬头数字显示,-,-,-,●,●
ETC装置,-,-,-,○,○
ABS防抱死,●,●,●,●,●
4G/5G网络,-,-,-,,
220V/230V电源,-,-,-,●,●
