Feature,63999,64038,64039,65581,67050
级别,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-
空载最小离地间隙(mm),165,165,165,165,165
空调温度控制方式,,,,,
离去角(°),27,27,27,27,27
疲劳驾驶提示,-,-,-,-,-
电芯品牌,,,,,
电池预加热,●,●,●,●,●
电池能量(kWh),39.3,29.67,29.67,39.3,29.67
电池类型,,,,,
电池慢充时间(小时)_y,6,4.5,4.5,6,4.5
电池慢充时间(小时)_x,6,4.5,4.5,6,4.5
电池快充电量范围(%)_y,30-80,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.5,0.5,0.5,0.5,0.5
电池快充时间(小时)_x,0.5,0.5,0.5,0.5,0.5
电池冷却方式,风冷,风冷,风冷,风冷,风冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置
电动机总扭矩(N·m),130,130,130,130,130
电动机总功率(kW),60,60,60,60,60
电动机总功率(Ps),82,82,82,82,82
电动机(Ps),82,82,82,82,82
电动座椅记忆功能,-,-,-,-,-
电动后备厢,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,-,●,●,-
温度分区控制,-,-,-,-,-
液晶仪表尺寸,,,,,
最高车速(km/h),102,102,102,102,102
最大满载质量(kg),1700,1615,1615,1700,1615
最大扭矩(N·m),130,130,130,130,130
最大功率(kW),60,60,60,60,60
无钥匙进入功能,-,-,-,-,-
无钥匙启动系统,●,●,●,●,●
方向盘记忆,-,-,-,-,-
方向盘材质,,,,,
方向盘换挡,-,-,-,-,-
方向盘加热,-,-,-,-,-
方向盘位置调节,,,,,
整车质保,,,,,
整备质量(kg),1325,1240,1240,1325,1240
摄像头数量,,,,,
接近角(°),22,22,22,22,22
换挡形式,,,,,
挡位个数,1,1,1,1,1
扬声器数量,,,,,
扬声器品牌名称,-,-,-,-,-
手机无线充电功能,-,-,-,-,-
手机互联/映射,-,-,-,-,-
手机APP远程功能,,,,,
慢充接口位置,车左前侧,车左前侧,车左前侧,车左前侧,车左前侧
感应雨刷功能,-,-,-,-,-
快充接口位置,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧
快充功能,支持,支持,支持,支持,支持
座椅材质,,,,,
座位数(个),,,,,
应用商店,●,●,●,●,○
并线辅助,-,-,-,-,-
巡航系统,,-,,,-
导航路况信息显示,●,●,●,●,○
对外放电,●,●,●,●,●
对外交流放电功率(kW),3.3,3.3,3.3,3.3,3.3
宽度(mm),1765,1765,1765,1765,1765
官方0-100km/h加速(s),-,-,-,-,-
安全带未系提醒,,,,,
天窗类型,,-,,,-
大灯高度可调,●,●,●,●,●
大灯延时关闭,●,●,●,●,●
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,,,,,
地图品牌,,,,,
后雨刷,-,-,-,-,-
后轮距(mm),1483,1483,1483,1483,1483
后轮胎规格,,,,,
后排独立空调,-,-,-,-,-
后排杯架,-,-,-,-,-
后排座椅放倒形式,,,,,
后悬架类型,,,,,
后座出风口,-,-,-,-,-
后备厢容积(L),356-1000,356-1000,356-1000,356-1000,356-1000
后制动器类型,,,,,
可见即可说,●,●,●,●,○
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),8.98万,6.98万,7.68万,8.48万,5.98万
厂商,吉利几何,吉利几何,吉利几何,吉利几何,吉利几何
卫星导航系统,●,●,●,●,○
助力类型,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-
副座椅调节方式,,,,,
前轮距(mm),1470,1470,1470,1470,1470
前轮胎规格,,,,,
前电动机最大扭矩(N·m),130,130,130,130,130
前电动机最大功率(kW),60,60,60,60,60
前电动机型号,TZ160XS601,TZ160XS601,TZ160XS601,TZ160XS601,TZ160XS601
前电动机品牌,格雷博智能动力,格雷博智能动力,格雷博智能动力,格雷博智能动力,格雷博智能动力
前方碰撞预警,○,-,-,-,-
前排座椅功能,-,-,-,-,-
前悬架类型,,,,,
前制动器类型,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-
前/后排侧气囊,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-
刹车辅助(EBA/BAS/BA等),●,-,●,●,-
制动力分配(EBD/CBC等),●,●,●,●,●
内置行车记录仪,●,-,-,-,-
内后视镜功能,,,,,
全液晶仪表盘,○,-,-,-,-
低速行车警告,●,●,●,●,●
主座椅调节方式,,,,,
主动刹车/主动安全系统,○,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,
中控屏幕尺寸,,,,,
上市时间,2023.08,2023.08,2023.08,2023.11,2024.03
上坡辅助,●,-,●,●,-
三电首任车主质保政策,,,,,
USB/Type-C接口数量,,,,,
OTA升级,●,●,●,●,○
LED日间行车灯,-,-,-,-,-
ISOFIX儿童座椅接口,●,●,●,●,●
CLTC纯电续航里程(km)_y,401,301,301,401,301
CLTC纯电续航里程(km)_x,401,301,301,401,301
ABS防抱死,●,●,●,●,●
4G/5G网络,,,,,
