Feature,60620,61106,61844,61845,61846,61847,61849,61850,61851,68929,68930,68931,68932,68933,68950,68951,68952,68953
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车联网,-,-,-,-,-,●,-,-,●,-,-,-,●,-,-,-,-,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,,,,,,,,,
车型名称,锋兰达 2023款 2.0L CVT运动版,锋兰达 2023款 2.0L 智能电混双擎 运动版,锋兰达 2023款 2.0L CVT精英版,锋兰达 2023款 2.0L CVT领先版,锋兰达 2023款 2.0L CVT豪华版,锋兰达 2023款 2.0L CVT尊贵版,锋兰达 2023款 2.0L 智能电混双擎 领先版,锋兰达 2023款 2.0L 智能电混双擎 豪华版,锋兰达 2023款 2.0L 智能电混双擎 尊贵版,锋兰达 2024款 2.0L 智能电混双擎 领先版,锋兰达 2024款 2.0L 智能电混双擎 豪华版,锋兰达 2024款 2.0L 智能电混双擎 运动版,锋兰达 2024款 2.0L 智能电混双擎 尊贵版,锋兰达 2024款 2.0L CVT运动版,锋兰达 2024款 2.0L CVT精英版,锋兰达 2024款 2.0L CVT领先版,锋兰达 2024款 2.0L CVT豪华版,锋兰达 2024款 2.0L CVT尊贵版
车前雾灯,,,-,-,-,,-,-,,-,-,,,,-,-,-,
车内环境氛围灯,,,-,-,,,-,,,-,,,,,-,-,,
车内化妆镜,,,,,,,,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,
负离子发生器,-,-,-,-,-,-,-,-,●,-,-,-,●,-,-,-,-,-
语音连续识别,-,-,-,-,-,-,-,-,-,-,-,-,●,-,-,-,-,●
语音识别控制系统,-,,,,,,,,,-,-,-,,-,-,-,-,
语音助手唤醒词,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,
语音分区域唤醒识别,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,
行车电脑显示屏幕,,,,,,,,,,,,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,●,-,●,●,●,●,●,●,●,●,●,●,●,○,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
膝部气囊,,,,,,,,,,,,,,,,,,
能量回收系统,-,●,-,-,-,-,●,●,●,●,●,●,●,-,-,-,-,-
能源类型_y,汽油,油电混合,汽油,汽油,汽油,汽油,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,汽油,汽油,汽油,汽油,汽油
能源类型_x,汽油,油电混合,汽油,汽油,汽油,汽油,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,,,,,,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
系统综合功率(kW),-,144,-,-,-,-,144,144,144,144,144,144,144,-,-,-,-,-
系统综合功率(Ps),-,196,-,-,-,-,196,196,196,196,196,196,196,-,-,-,-,-
简称,CVT无级变速(模拟10挡),E-CVT无级变速,CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡)
第二排座椅调节,,,,,,,,,,,,,,,,,,
空调温度控制方式,,,,,,,,,,,,,,,,,,
离去角(°),20,-,20,20,20,20,-,-,-,20,20,20,20,20,20,20,20,20
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电芯品牌,-,,-,-,-,-,,,,,,,,-,-,-,-,-
电池类型,-,,-,-,-,-,,,,,,,,-,-,-,-,-
电机类型,-,永磁/同步,-,-,-,-,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,-,-,-,-,-
电机布局,-,前置,-,-,-,-,前置,前置,前置,前置,前置,前置,前置,-,-,-,-,-
电动机总马力(Ps),-,113,-,-,-,-,113,113,113,113,113,113,113,-,-,-,-,-
电动机总扭矩(N·m),-,206,-,-,-,-,206,206,206,206,206,206,206,-,-,-,-,-
电动机总功率(kW),-,83,-,-,-,-,83,83,83,83,83,83,83,-,-,-,-,-
电动机(Ps),-,113,-,-,-,-,113,113,113,113,113,113,113,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,●,●,-,-,-,●,-,-,●,-,-,●,●,●,-,-,-,●
电动后备厢,●,●,-,-,-,●,-,-,●,-,-,●,●,●,-,-,-,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
灯光特色功能,,,-,-,,,-,,,-,,,,,-,-,,
温度分区控制,-,●,-,-,-,●,●,●,●,●,●,●,●,-,-,-,-,●
液晶仪表尺寸,,,,,,,,,,,,,,,,,,
油箱容积(L),47,36,47,47,47,47,36,36,36,36,36,36,36,47,47,47,47,47
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
毫米波雷达数量,,-,-,-,-,-,-,-,-,,,,,,,,,
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180
最小转弯半径(m),5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
最大马力(Ps),171,152,171,171,171,171,152,152,152,152,152,152,152,171,171,171,171,171
最大满载质量(kg),1910,-,1910,1910,1910,1910,-,-,-,1960,1960,1960,1960,1910,1910,1910,1910,1910
最大扭矩转速(rpm),4600-5000,4400-5200,4600-5000,4600-5000,4600-5000,4600-5000,4400-5200,4400-5200,4400-5200,4400-5200,4400-5200,4400-5200,4400-5200,4600-5000,4600-5000,4600-5000,4600-5000,4600-5000
最大扭矩(N·m)_y,205,188,205,205,205,205,188,188,188,188,188,188,188,205,205,205,205,205
最大扭矩(N·m)_x,205,-,205,205,205,205,-,-,-,-,-,-,-,205,205,205,205,205
最大功率转速(rpm),6600,6000,6600,6600,6600,6600,6000,6000,6000,6000,6000,6000,6000,6600,6600,6600,6600,6600
最大功率(kW)_y,126,112,126,126,126,126,112,112,112,112,112,112,112,126,126,126,126,126
最大功率(kW)_x,126,144,126,126,126,126,144,144,144,144,144,144,144,126,126,126,126,126
最大净功率(kW),126,112,126,126,126,126,112,112,112,112,112,112,112,126,126,126,126,126
无钥匙进入功能,,,-,,,,,,,,,,,,-,,,
无钥匙启动系统,●,●,-,●,●,●,●,●,●,●,●,●,●,●,-,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,,,,,,,
整车质保,,,,,,,,,,,,,,,,,,
整备质量(kg),1425,1460,1395,1405,1410,1450,1440,1445,1485,1440,1445,1460,1485,1425,1395,1405,1410,1450
摄像头数量,,-,-,-,-,-,-,-,-,,,,,,,,,
接近角(°),12,-,12,12,12,12,-,-,-,12,12,12,12,12,12,12,12,12
排量(mL),1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987
换挡形式,,,,,,,,,,,,,,,,,,
挡位个数,10,无级变速,10,10,10,10,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,10,10,10,10,10
扬声器数量,,,,,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射,,,,,,,,,,,,,,,,,,
手机APP远程功能,,,,,,,,,,,,,,,,,,
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应后备厢,●,●,-,-,-,●,-,-,●,-,-,●,●,●,-,-,-,●
座椅材质,,,,,,,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
巡航系统,,,-,,,,,,,,,,,,,,,
导航路况信息显示,-,-,-,-,-,●,-,-,●,-,-,-,●,-,-,-,-,●
宽度(mm),1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,,,,,,
天窗类型,,,-,,,,,,,,,,,,-,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外观套件,,,-,-,-,-,-,-,-,,,,-,,-,,,-
外后视镜功能,,,,,,,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,,,,,,,
地图品牌,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1570,1570,1580,1580,1580,1580,1580,1580,1580,1580,1580,1570,1580,1570,1580,1580,1580,1580
后轮胎规格,,,,,,,,,,,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,,,,,,,,,
后悬架类型,,,,,,,,,,,,,,,,,,
后座出风口,●,●,-,-,●,●,-,●,●,-,●,●,●,●,-,-,●,●
后备厢容积(L),438,427,438,438,438,438,427,427,427,427,427,427,427,438,438,438,438,438
后制动器类型,,,,,,,,,,,,,,,,,,
变速箱类型,无级变速箱(CVT),电子无级变速箱(E-CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT)
变速箱,CVT无级变速(模拟10挡),E-CVT无级变速,CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡)
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,VVT-iE、VVT-i,VVT-iE、VVT-i,VVT-iE、VVT-i,VVT-iE、VVT-i,VVT-iE、VVT-i,VVT-iE、VVT-i,VVT-iE、VVT-i,VVT-iE、VVT-i,VVT-iE、VVT-i,VVT-iE、VVT-i,VVT-iE、VVT-i,VVT-iE、VVT-i,VVT-iE、VVT-i,VVT-iE、VVT-i,VVT-iE、VVT-i,VVT-iE、VVT-i,VVT-iE、VVT-i,VVT-iE、VVT-i
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,M20A/M20C,M20F,M20A/M20C,M20A/M20C,M20A/M20C,M20A/M20C,M20F,M20F,M20F,M20F,M20F,M20F,M20F,M20A/M20C,M20A/M20C,M20A/M20C,M20A/M20C,M20A/M20C
发动机启停技术,●,-,●,●,●,●,-,-,-,-,-,-,-,●,●,●,●,●
发动机,2.0L 171马力 L4,2.0L 152马力 L4,2.0L 171马力 L4,2.0L 171马力 L4,2.0L 171马力 L4,2.0L 171马力 L4,2.0L 152马力 L4,2.0L 152马力 L4,2.0L 152马力 L4,2.0L 152马力 L4,2.0L 152马力 L4,2.0L 152马力 L4,2.0L 152马力 L4,2.0L 171马力 L4,2.0L 171马力 L4,2.0L 171马力 L4,2.0L 171马力 L4,2.0L 171马力 L4
压缩比,13,14,13,13,13,13,14,14,14,14,14,14,14,13,13,13,13,13
厂商指导价(元),15.98万,17.18万,12.58万,13.98万,14.98万,16.98万,14.98万,15.98万,18.48万,14.98万,15.98万,17.18万,18.48万,15.98万,12.58万,13.98万,14.98万,16.98万
厂商,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田
卫星导航系统,-,-,-,-,-,●,-,-,●,-,-,-,●,-,-,-,-,●
助力类型,,,,,,,,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,,,,,,
前轮距(mm),1555,1555,1565,1565,1565,1565,1565,1565,1565,1565,1565,1555,1565,1555,1565,1565,1565,1565
前轮胎规格,,,,,,,,,,,,,,,,,,
前电动机最大扭矩(N·m),-,206,-,-,-,-,206,206,206,206,206,206,206,-,-,-,-,-
前电动机最大功率(kW),-,83,-,-,-,-,83,83,83,83,83,83,83,-,-,-,-,-
前方碰撞预警,●,●,-,●,●,●,●,●,●,●,●,●,●,●,○,●,●,●
前方感知摄像头,,-,-,-,-,-,-,-,-,,,,,,,,,
前排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,,,,,
前/后驻车雷达,-,-,-,-,-,前-&nbsp;/&nbsp;后●,-,-,前●&nbsp;/&nbsp;后●,-,-,-,前●&nbsp;/&nbsp;后●,-,-,-,-,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-,●,-,-,-,●,-,-,-,-,-
供油方式,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射
低速行车警告,-,●,-,-,-,-,●,●,●,●,●,●,●,-,-,-,-,-
主座椅调节方式,,,,,,,,,,,,,,,,,,
主动刹车/主动安全系统,●,●,-,●,●,●,●,●,●,●,●,●,●,●,○,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,,,,,
上市时间,2023.03,2023.04,2023.03,2023.03,2023.03,2023.03,2023.04,2023.04,2023.04,2024.07,2024.07,2024.07,2024.07,2024.07,2024.07,2024.07,2024.07,2024.07
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
三电系统质保,-,,-,-,-,-,,,,,,,,-,-,-,-,-
WLTC综合油耗(L/100km),6.11,4.57,6.15,6.15,6.15,6.15,4.58,4.58,4.58,4.58,4.58,4.57,4.58,6.11,6.15,6.15,6.15,6.15
USB/Type-C接口数量,,,,,,,,,,,,,,,,,,
OTA升级,-,-,-,-,-,●,-,-,●,-,-,-,●,-,-,-,-,●
LED日间行车灯,●,●,-,-,●,●,-,●,●,-,●,●,●,●,-,-,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ETC装置,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,-,-,-,-,-,,-,-,,-,-,-,,-,-,-,-,
