Feature,68743,68744,69690,70524
最小转弯半径(m),5.6,5.6,5.6,5.6
最小离地间隙(mm),190,197,186,197
最大满载质量(kg),2700,2700,2898,2770
最大扭矩(N·m),373,373,710,373
最大功率(kW),250,250,475,267
无钥匙进入功能,,,,
无钥匙启动系统,●,●,●,●
无框设计车门,●,●,●,●
方向盘记忆,-,-,-,-
方向盘离手检测,-,●,●,●
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,●,●,●,●
方向盘位置调节,,,,
整车质保,,,,
整备质量(kg),2250,2250,2450,2290
摄像头数量,,,,
接近角(°),18,18,18,18
换挡形式,,,,
挡位个数,1,1,1,1
拖挂钩,-,-,,-
拖挂模式,-,-,○,-
扬声器数量,,,,
扬声器品牌名称,-,,,
手机无线充电功能,,,,
手机无线充电功率,,,,
手机互联/映射,,,,
手机APP远程功能,,,,
慢充接口位置,车左后侧,车左后侧,车左后侧,车左后侧
感应雨刷功能,,,,
感应后备厢,-,●,●,●
快充接口位置,车左后侧,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,支持,支持
座椅材质,,,,
座位数(个),,,,
应用商店,●,●,●,●
并线辅助,●,●,●,●
巡航系统,,,,
导航路况信息显示,●,●,●,●
对外放电,●,●,●,●
对外交流放电功率(kW),3,3,3,3
宽度(mm),1920,1920,1945,1920
官方0-100km/h加速(s),6.9,6.9,4.9,6.5
安全带未系提醒,,,,
天窗类型,,,,
大灯高度可调,●,●,●,●
大灯延时关闭,●,●,●,●
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
外后视镜功能,,,,
备胎规格,,,,
场景灯语,-,-,●,-
地图品牌,,,,
四驱形式,-,-,,-
哨兵模式/千里眼,●,●,●,●
后雨刷,●,●,●,●
后轮距(mm),1658,1658,1658,1658
后轮胎规格,,,,
后电动机最大扭矩(N·m),373,373,440,373
后电动机最大功率(kW),250,250,310,267
后电动机型号,TZ220XYA02,TZ220XYA02,TZ235XYC01,TZ220XYA04
后电动机品牌,衢州极电,衢州极电,衢州极电,衢州极电
后方碰撞预警,●,●,●,●
后排独立空调,-,-,-,-
后排杯架,●,●,●,●
后排座椅放倒形式,,,,
后排侧隐私玻璃,-,●,●,●
后悬架类型,,,,
后座出风口,●,●,●,●
后备厢容积(L),630-1530,630-1530,630-1530,630-1530
后制动器类型,,,,
可见即可说,●,●,●,●
可变悬架功能,-,-,,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),23.99万,26.99万,36.80万,29.99万
厂商,smart,smart,smart,smart
卫星导航系统,●,●,●,●
单踏板模式,●,●,●,●
助力类型,,,,
副驾驶座垫式气囊,-,○,-,○
副驾驶位后排可调节按钮,●,●,●,●
副驾屏幕类型,,,,
副驾屏幕分辨率,,,,
副驾娱乐屏尺寸,,,,
副座椅调节方式,,,,
前轮距(mm),1653,1653,1653,1653
前轮胎规格,,,,
前电动机最大扭矩(N·m),-,-,270,-
前电动机最大功率(kW),-,-,165,-
前电动机型号,-,-,YS190XYE01,-
前电动机品牌,-,-,衢州极电,-
前方碰撞预警,●,●,●,●
前方感知摄像头,,,,
前排座椅功能,,,,
前排中间气囊,●,●,●,●
前悬架类型,,,,
前备厢容积(L),72,72,47,72
前制动器类型,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
准拖挂车总质量(kg),-,-,1600,-
内置行车记录仪,●,●,●,●
内后视镜功能,,,,
全液晶仪表盘,●,●,●,●
倒车车侧预警系统,●,●,●,●
信号灯识别,-,-,○,○
侧窗多层隔音玻璃,,,,
低速行车警告,●,●,●,●
主座椅调节方式,,,,
主动闭合式进气格栅,●,●,●,●
主动刹车/主动安全系统,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,
中控屏幕类型,,,,
中控屏幕尺寸,,,,
中控屏幕分辨率,,,,
上市时间,2024.10,2024.10,2024.10,2024.10
上坡辅助,●,●,●,●
Wi-Fi热点,●,●,●,●
USB/Type-C最大充电功率,,,,
USB/Type-C接口数量,,,,
OTA升级,●,●,●,●
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
HUD抬头尺寸,-,,,
DeepSeek应用,,,,
DOW开门预警,●,●,●,●
CLTC纯电续航里程(km)_y,570,570,580,740
CLTC纯电续航里程(km)_x,570,570,580,740
AR-HUD增强现实抬头显示,-,●,●,●
ABS防抱死,●,●,●,●
4G/5G网络,,,,
220V/230V电源,-,-,●,●
