Feature,1008540,1008541,1008542,1008543,1008548,1014538,1014539,1014540,1014798,1014799,1016415,1016416
气缸排列形式,-,-,-,-,-,-,-,-,-,-,-,-
每缸气门数(个),-,-,-,-,-,-,-,-,-,-,-,-
最高车速(km/h),100,100,100,100,-,100,100,100,100,100,100,100
最小离地间隙(mm),200,200,200,200,160,176,147,-,-,176,-,-
最大马力(Ps),150,150,136,136,41,163,163,163,163,163,163,163
最大载重质量(kg),-,-,-,-,-,-,-,-,-,-,-,-
最大满载质量(kg),-,-,-,-,-,3560,3495,-,-,-,-,-
最大扭矩转速(rpm),-,-,-,-,-,-,-,-,-,-,-,-
最大扭矩(N·m)_y,350,350,320,320,-,280,280,-,-,-,-,-
最大扭矩(N·m)_x,350,350,320,320,-,280,280,280,280,280,280,280
最大功率转速(rpm),-,-,-,-,-,-,-,-,-,-,-,-
最大功率(kW)_y,110,110,100,100,30,120,120,120,120,120,120,120
最大功率(kW)_x,110,110,100,100,30,120,120,120,120,120,120,120
无钥匙进入功能,-,-,-,-,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-,-,-,-,-,-,-
整车质保,-,-,-,-,-,-,-,-,-,-,-,-
整备质量(kg)_y,-,-,2230,2230,-,-,-,2060,-,-,-,-
整备质量(kg)_x,2440,2440,-,-,-,2020,1990,-,1990,2020,2330,2350
排量(mL),-,-,-,-,-,-,-,-,-,-,-,-
挡位个数,1,1,1,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,,,-,-
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-
慢充时间(小时)_y,-,-,-,-,4,-,-,-,-,-,-,-
慢充时间(小时)_x,-,-,-,-,4,-,-,-,-,-,13,13
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-,-
快充电量百分比,-,-,-,-,-,-,-,-,-,-,-,-
快充电量(%),-,-,-,-,-,-,-,20%-80%,-,-,20-80,20-80
快充时间(小时)_y,2.5,2.5,1.8,1.8,-,0.6,0.6,-,-,-,-,-
快充时间(小时)_x,2.5,2.5,1.8,1.8,-,0.6,0.6,0.6,0.6,0.6,0.7,0.7
座椅材质,,,,,,,,,,,,
座位数(个),2-3,2-3,2-3,2-3,10-14,3,3,5,3,3,3,3
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-
工信部综合油耗(L/100km),-,-,-,-,-,-,-,-,-,-,-,-
工信部续航里程(km),230,230,180,180,45,202,244,250,244,202,320,320
工信部纯电续航里程(km),230,230,180,180,45,202,244,250,244,202,320,320
巡航系统,-,-,-,-,-,,,,,,,
宽度(mm),1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998
安全带未系提醒,,,,,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-,-,-,-,-
大灯高度可调,-,-,-,-,-,●,●,●,●,●,-,-
多媒体/充电接口,-,-,-,-,-,-,-,,-,-,-,-
多功能方向盘,-,-,-,-,-,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1728,1728,1728,1728,1728,1728,1728,1728,1728,1728,1728,1728
后轮胎规格,215/75 R16,215/75 R16,215/75 R16,215/75 R16,215/75 R16,215/75 R16,215/75 R16,215/75 R16LT,215/75 R16,215/75 R16,215/75 R16LT,215/75 R16LT
后电动机最大扭矩(N·m),-,-,-,-,-,-,-,-,-,-,-,-
后电动机最大功率(kW),-,-,-,-,-,-,-,-,-,-,-,-
后排车门开启方式,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门
后排独立空调,-,-,-,-,●,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架
后座出风口,-,-,-,-,●,-,-,-,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,-,-,-,-,-,-,-,-,-,-,-,-
发动机型号,-,-,-,-,-,-,-,-,-,-,-,-
发动机启停技术,-,-,-,-,-,-,-,-,-,-,-,-
发动机,纯电动 150马力,纯电动 150马力,纯电动 136马力,纯电动 136马力,氢燃料 41马力,纯电动 163马力,纯电动 163马力,纯电动 163马力,纯电动 163马力,纯电动 163马力,-,-
压缩比,-,-,-,-,-,-,-,-,-,-,-,-
厂商指导价(元),27.62万,28.42万,23.87万,23.87万,130.00万,16.48万,16.48万,17.68万,17.33万,17.33万,24.18万,24.98万
厂商,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通
卫星导航系统,-,-,-,-,-,-,-,-,-,-,-,-
助力类型,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,电动液压助力,液压助力,液压助力,电动助力,电动助力
副座椅调节方式,-,-,-,-,-,-,-,-,-,-,,
前轮距(mm),1734,1734,1734,1734,1734,1734,1734,1734,1734,1734,1734,1734
前轮胎规格,215/75 R16,215/75 R16,215/75 R16,215/75 R16,215/75 R16,215/75 R16,215/75 R16,215/75 R16LT,215/75 R16,215/75 R16,215/75 R16LT,215/75 R16LT
前电动机最大扭矩(N·m),-,-,-,-,-,-,-,-,-,-,280,280
前电动机最大功率(kW),-,-,-,-,-,-,-,-,-,-,120,120
前排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●
准拖挂车总质量(kg),-,-,-,-,-,-,-,-,-,-,-,-
内后视镜功能,-,-,-,-,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-
充电桩价格,-,-,-,-,-,-,-,-,-,-,-,-
侧滑门形式,-,-,-,-,-,-,-,,-,-,-,-
供油方式,-,-,-,-,-,-,-,-,-,-,-,-
主座椅调节方式,,,,,,,,,,,,
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
中控彩色屏幕,-,-,-,-,,-,-,,-,-,-,-
上市时间,2019.10,2019.10,2019.10,2019.10,2019.10,2022.10,2022.10,2022.10,2022.10,2022.10,2023.07,2023.07
上坡辅助,-,-,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●
