Feature,66756,66757,68561,70104,70105,70106,70107,70733,71252
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,
中控屏幕类型,,,,,,,,,
中控屏幕尺寸,,,,,,,,,
上市时间,2024.02,2024.02,2024.05,2024.09,2024.09,2024.09,2024.09,2024.11,2024.12
上坡辅助,●,●,●,●,●,●,●,●,●
三电首任车主质保政策,,,,,,,,,
Wi-Fi热点,●,●,●,●,●,●,●,●,●
WLTC纯电续航里程(km)_y,-,-,-,100,100,165,-,-,-
WLTC纯电续航里程(km)_x,-,-,-,100,100,165,-,-,-
USB/Type-C接口数量,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●
DOW开门预警,●,●,●,-,●,●,●,●,●
CLTC综合续航(km),-,-,-,1140,1140,1200,-,-,-
CLTC综合油耗(L/100km),-,-,-,1.11,1.11,0.7,-,-,-
CLTC纯电续航里程(km)_y,530,530,530,140,140,220,530,530,515
CLTC纯电续航里程(km)_x,530,530,530,140,140,220,530,530,515
AR实景导航,-,-,●,-,-,-,-,-,-
AR-HUD增强现实抬头显示,-,●,●,-,-,●,●,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,
