Feature,66673,66674,66675,66875,67086,69579,69732,70135,70136,70137
电池快充时间(小时)_x,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.3,0.3,0.33
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置+后置,前置+后置,前置+后置,前置,前置,前置
电动机总马力(Ps),224,224,224,224,462,462,462,224,224,224
电动机总扭矩(N·m),390,390,390,390,700,700,700,390,390,390
电动机总功率(kW),165,165,165,165,340,340,340,165,165,165
电动机(Ps),224,224,224,224,462,462,462,224,224,224
电动座椅记忆功能,-,,,,,,,-,,
电动后备厢位置记忆,●,●,●,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
温度分区控制,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,
油箱容积(L),70,70,70,70,70,70,70,70,70,70
油电综合燃料消耗量(L/100km),-,-,-,-,-,3.5,3.5,3.55,3.55,3.04
气缸数(个),4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4
最高车速(km/h),180,180,180,180,180,200,200,180,180,180
最大马力(Ps),156,156,156,156,156,156,156,156,156,156
最大满载质量(kg),2325,2325,2453,2453,-,2609,2609,2398,2398,2453
最大扭矩转速(rpm),2500-4000,2500-4000,2500-4000,2500-4000,2500-4000,2500-4000,2500-4000,2500-4000,2500-4000,2500-4000
最大扭矩(N·m)_y,220,220,220,220,220,220,220,220,220,220
最大扭矩(N·m)_x,605,605,605,605,915,920,920,610,610,610
最大功率转速(rpm),5200,5200,5200,5200,5200,5200,5200,5200,5200,5200
最大功率(kW)_y,115,115,115,115,115,115,115,115,115,115
最大功率(kW)_x,270,270,270,270,445,455,455,280,280,280
最大净功率(kW),105,105,105,105,105,105,105,105,105,105
最低荷电状态油耗(L/100km)WLTC,5.4,5.4,5.6,5.6,6.8,6.6,6.6,5.4,5.4,5.6
无钥匙进入功能,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,●,●,-,●,●
方向盘位置调节,,,,,,,,,,
整车质保,,,,,,,,,,
整备质量(kg),1913,1913,2030,2030,2175,2171,2171,1977,1977,2030
摄像头数量,,,,,,,,,,
接近角(°),20,20,19,19,19,19,19,20,20,19
排量(mL),1499,1499,1499,1499,1499,1499,1499,1499,1499,1499
换挡形式,,,,,,,,,,
挡位个数,3,3,3,3,3,3,3,3,3,3
扬声器数量,,,,,,,,,,
扬声器品牌名称,,,,,,,,,,
手机无线充电功能,-,,,,,,,-,,
手机无线充电功率,-,,,,,,,-,,
手机互联/映射,,,,,,,,,,
手机APP远程功能,,,,,,,,,,
慢充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
感应雨刷功能,,,,,,,,,,
感应后备厢,●,●,●,●,●,●,●,●,●,●
快充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,,,,
座位数(个),,,,,,,,,,
应用商店,●,●,●,●,●,●,●,●,●,●
并线辅助,-,-,-,●,●,●,○,-,-,-
巡航系统,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●
对外放电,●,●,●,●,●,●,●,●,●,●
对外交流放电功率(kW),6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
宽度(mm),1920,1920,1920,1920,1920,1920,1920,1920,1920,1920
官方0-100km/h加速(s),7.9,7.9,8.4,8.4,4.9,4.26,4.26,7.9,7.9,8.4
安全带未系提醒,,,,,,,,,,
天窗类型,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,
备胎规格,,,,,,,,,,
场景灯语,-,-,-,-,-,●,-,-,-,-
地图品牌,,,,,,,,,,
四驱形式,-,-,-,-,,,,-,-,-
后雨刷,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1642,1642,1642,1642,1642,1642,1642,1642,1642,1642
后轮胎规格,,,,,,,,,,
后电动机最大扭矩(N·m),-,-,-,-,310,310,310,-,-,-
后电动机最大功率(kW),-,-,-,-,175,175,175,-,-,-
后电动机型号,-,-,-,-,-,TZ190XYCY1,TZ190XYCY1,-,-,-
后方碰撞预警,-,-,-,●,●,●,○,-,-,-
后排独立空调,-,-,-,●,●,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,
后排侧隐私玻璃,-,-,-,●,●,●,-,-,-,-
后悬架类型,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),660-1783,660-1783,660-1783,660-1783,660-1783,660-1783,660-1783,660-1783,660-1783,660-1783
后制动器类型,,,,,,,,,,
可变悬架功能,-,,,,,,,-,,
变速箱类型,混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT)
变速箱,3挡DHT,3挡DHT,3挡DHT,3挡DHT,3挡DHT,3挡DHT,3挡DHT,3挡DHT,3挡DHT,3挡DHT
发动机电子防盗,●,●,●,●,●,●,●,●,●,●
发动机特有技术,米勒循环,米勒循环,米勒循环,米勒循环,米勒循环,米勒循环,米勒循环,米勒循环,米勒循环,米勒循环
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,SQRH4J15,SQRH4J15,SQRH4J15,SQRH4J15,SQRH4J15,SQRH4J15,SQRH4J15,SQRH4J15,SQRH4J15,SQRH4J15
发动机,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4
厂商指导价(元),15.98万,17.28万,18.88万,20.58万,22.58万,21.99万,19.99万,15.99万,17.29万,18.89万
厂商,星途,星途,星途,星途,星途,星途,星途,星途,星途,星途
卫星导航系统,●,●,●,●,●,●,●,●,●,●
匝道自动驶出(入),-,-,-,○,●,●,○,-,-,-
助力类型,,,,,,,,,,
副驾驶位后排可调节按钮,-,●,●,●,●,●,●,-,●,●
副座椅调节方式,,,,,,,,,,
前轮距(mm),1641,1641,1641,1641,1641,1641,1641,1641,1641,1641
前轮胎规格,,,,,,,,,,
前电动机最大扭矩(N·m),390,390,390,390,390,390,390,390,390,390
前电动机最大功率(kW),165,165,165,165,165,165,165,165,165,165
前电动机型号,KPTZ270YMXA0/KPTZ180YMXA0,KPTZ270YMXA0/KPTZ180YMXA0,KPTZ270YMXA0/KPTZ180YMXA0,KPTZ270YMXA0/KPTZ180YMXA0,KPTZ270YMXA0/KPTZ180YMXA0,KPTZ270YMXA0/KPTZ180YMXA0,KPTZ270YMXA0/KPTZ180YMXA0,KPTZ270YMXA0/KPTZ180YMXA0,KPTZ270YMXA0/KPTZ180YMXA0,KPTZ270YMXA0/KPTZ180YMXA0
前方碰撞预警,●,●,●,●,●,●,●,●,●,●
前方感知摄像头,,,,,,,,,,
前排座椅功能,-,,,,,,,-,,
前排中间气囊,-,-,-,●,●,●,-,-,-,-
前悬架类型,,,,,,,,,,
前制动器类型,,,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,●,●,●,●,●,●,-,●,●
内后视镜功能,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,-,-,-,●,●,●,○,-,-,-
侧窗多层隔音玻璃,,,,,,,,,,
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
低速行车警告,●,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,
主动降噪,○,○,○,○,○,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,
上市时间,2024.03,2024.03,2024.03,2024.03,2024.03,2024.09,2024.09,2024.09,2024.09,2024.09
上坡辅助,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●
WLTC综合续航(km),1300,1300,1343,1343,1000,-,-,-,-,-
WLTC综合油耗(L/100km),1.49,1.49,0.8,0.8,2.2,1.12,1.12,1.59,1.59,0.8
WLTC纯电续航里程(km)_y,83,83,160,160,150,150,150,84,84,160
WLTC纯电续航里程(km)_x,83,83,160,160,150,150,150,84,84,160
USB/Type-C接口数量,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●
HUD抬头尺寸,-,-,-,,,,-,-,-,-
DOW开门预警,-,-,-,●,●,●,○,-,-,-
CLTC综合续航(km),-,-,-,-,-,1400,1400,1400,1400,1400
CLTC纯电续航里程(km)_y,98,98,195,195,182,200,200,100,100,210
CLTC纯电续航里程(km)_x,98,98,195,195,182,200,200,100,100,210
AR-HUD增强现实抬头显示,-,-,-,●,●,●,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,
