Feature,68011,68012
后电动机最大功率(kW),300,300
后电动机型号,EM0028,EM0028
后排独立空调,●,●
后排液晶屏幕,,
后排正向安全气囊,●,●
后排杯架,●,●
后排控制多媒体,●,●
后排座椅放倒形式,-,-
后排小桌板,●,●
后排多媒体屏幕数量,,
后排侧窗遮阳帘,,
后悬架类型,,
后座出风口,●,●
后备厢容积(L),-,-
后制动器类型,,
可变转向比,●,●
可变悬架功能,,
变速箱类型,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),159.50万,191.50万
厂商,梅赛德斯-迈巴赫,梅赛德斯-迈巴赫
卫星导航系统,●,●
助力类型,,
加热/制冷杯架,,
副驾驶位后排可调节按钮,●,●
副驾屏幕材质,,
副驾娱乐屏尺寸,,
副座椅调节方式,,
前轮距(mm),-,-
前轮胎规格,,
前电动机最大功率(kW),170,170
前电动机型号,EM0031,EM0031
前方碰撞预警,●,●
前方感知摄像头,,
前排座椅功能,,
前悬架类型,,
前制动器类型,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●
制动力分配(EBD/CBC等),●,●
内置行车记录仪,●,●
内后视镜功能,,
全液晶仪表盘,●,●
倒车车侧预警系统,●,●
低速行车警告,●,●
主座椅调节方式,,
主动降噪,●,●
主动式环境氛围灯,●,●
主动刹车/主动安全系统,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,
中控屏幕材质,,
中控屏幕尺寸,,
上市时间,2024.04,2024.04
上坡辅助,●,●
Wi-Fi热点,●,●
USB/Type-C接口数量,-,-
OTA升级,●,●
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
ETC装置,○,○
DOW开门预警,●,●
CLTC纯电续航里程(km)_y,611,611
CLTC纯电续航里程(km)_x,611,611
AR实景导航,●,●
AR-HUD增强现实抬头显示,●,●
ABS防抱死,●,●
4G/5G网络,,
