Feature,1018431,1018432,1018433,1018434,1018435,1018436,1018437
气缸排列形式,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4
最高车速(km/h),120,120,120,120,120,120,120
最大马力(Ps),140,140,140,140,129,140,140
最大满载质量(kg),3550,3550,3550,3550,3550,3880,3880
最大扭矩转速(rpm),1400-2400,1400-2400,1400-2400,1400-2400,-,1400-2400,1400-2400
最大扭矩(N·m)_y,350,350,350,350,-,350,350
最大扭矩(N·m)_x,350,350,350,350,-,350,350
最大功率转速(rpm),2950,2950,2950,2950,-,2950,2950
最大功率(kW)_y,103,103,103,103,95,103,103
最大功率(kW)_x,103,103,103,103,95,103,103
最大净功率(kW),99,99,99,99,91,99,99
无钥匙进入功能,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-
方向盘材质,-,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-,-
整车质保,-,-,-,-,-,-,-
整备质量(kg),2580,2580,2710,2710,2580,2840,2840
接近角(°),21,21,21,21,21,20,20
排量(mL),2360,2360,2360,2360,1999,2360,2360
挡位个数,6,6,6,6,6,6,6
扬声器数量,-,-,-,-,-,-,-
扬声器品牌名称,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-
座椅材质,-,-,-,-,-,-,-
座位数(个),,,,,,,
并线辅助,-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-
宽度(mm),2000,2000,2000,2000,2000,2020,2020
官方0-100km/h加速(s),-,-,-,-,-,-,-
安全带未系提醒,-,-,-,-,-,-,-
天窗类型,-,-,-,-,-,-,-
大灯高度可调,-,-,-,-,-,-,-
大灯延时关闭,-,-,-,-,-,-,-
多媒体/充电接口,-,-,-,-,-,-,-
多功能方向盘,-,-,-,-,-,-,-
外后视镜功能,-,-,-,-,-,-,-
备胎规格,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-
后轮距(mm),1720,1720,1720,1720,1720,1720,1720
后轮胎规格,,,,,,,
后排独立空调,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-
后悬架类型,,,,,,,
后座出风口,-,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-
后制动器类型,,,,,,,
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动
发动机电子防盗,-,-,-,-,-,-,-
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,YCY24140-60A,YCY24140-60A,YCY24140-60A,YCY24140-60A,YCY20130-61,YCY24140-60A,YCY24140-60A
发动机,2.4T 140马力 L4,2.4T 140马力 L4,2.4T 140马力 L4,2.4T 140马力 L4,2.0T 129马力 L4,2.4T 140马力 L4,2.4T 140马力 L4
厂商指导价(元),32.88万,33.88万,34.88万,35.88万,39.88万,36.88万,37.88万
厂商,华梓汽车,华梓汽车,华梓汽车,华梓汽车,华梓汽车,华梓汽车,华梓汽车
卫星导航系统,-,-,-,-,-,-,-
助力类型,,,,,,,
副座椅调节方式,-,-,-,-,-,-,-
前轮距(mm),1700,1700,1700,1700,1700,1700,1700
前轮胎规格,,,,,,,
前排座椅功能,-,-,-,-,-,-,-
前悬架类型,,,,,,,
前制动器类型,,,,,,,
前/后驻车雷达,-,-,-,-,-,-,-
前/后电动车窗,-,-,-,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-
制动力分配(EBD/CBC等),-,-,-,-,-,-,-
内后视镜功能,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-
中控彩色屏幕,-,-,-,-,-,-,-
中控屏幕尺寸,-,-,-,-,-,-,-
上市时间,2024.04,2024.04,2024.04,2024.04,2024.04,2024.04,2024.04
上坡辅助,-,-,-,-,-,-,-
USB/Type-C接口数量,-,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-,-
NEDC综合油耗(L/100km),10.5,10.5,10.5,10.5,9,10.5,10.5
LED日间行车灯,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-
ABS防抱死,-,-,-,-,-,-,-
