Feature,65749,65877,65878,65938,66310,66311,66312,66313,66314,66647,67022,67023,71005,71194
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车道偏离预警系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车道保持辅助系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车载空气净化器,●,●,●,●,-,●,●,-,●,●,●,●,●,●
车身结构_y,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
车联网,●,●,●,●,-,-,●,-,-,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,,,,,
车机系统存储(GB),,,,,-,-,,-,-,,,,,
车机系统内存(GB),,,,,-,-,,-,-,,,,,
车机智能芯片,,,,,-,-,,-,-,,,,,
车型名称,凯美瑞 2024款 2.0G 尊贵版,凯美瑞 2024款 双擎 2.0HS 运动版,凯美瑞 2024款 双擎 2.0HXS 运动PLUS版,凯美瑞 2024款  双擎 2.0HG 尊贵版,凯美瑞 2024款 2.0E 精英版,凯美瑞 2024款 2.0GVP 豪华版,凯美瑞 2024款 2.0S 运动版,凯美瑞 2024款 双擎 2.0HE 精英版,凯美瑞 2024款 双擎 2.0HGVP 豪华版,凯美瑞 2024款 双擎 2.5HG 尊贵版,凯美瑞 2024款 双擎 2.5HXS 运动 Plus版,凯美瑞 2024款 双擎 2.5HQ 旗舰版,凯美瑞 2025款 双擎 2.0HXS 光辉版,凯美瑞 2025款 双擎 2.0HG 光辉版
车前雾灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内香氛装置,-,○,○,○,-,-,-,-,-,○,○,●,●,●
车内环境氛围灯,,,,,,,,,,,,,,
车内摄像头数量,-,,,,-,-,-,-,-,,,,-,-
车内化妆镜,,,,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,-,-,,-,-,,,,,
负离子发生器,●,●,●,●,-,●,●,-,●,●,●,●,●,●
语音连续识别,●,●,●,●,-,-,●,-,-,●,●,●,●,●
语音识别控制系统,,,,,-,-,,-,-,,,,,
语音助手唤醒词,,,,,-,-,,-,-,,,,,
语音分区域唤醒识别,,,,,-,-,,-,-,,,,,
语音免唤醒词,●,●,●,●,-,-,●,-,-,●,●,●,●,●
行车电脑显示屏幕,,,,,,,,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动变道辅助,-,○,○,○,-,-,-,-,-,○,○,●,-,-
膝部气囊,,,,,,,,,,,,,,
能量回收系统,-,●,●,●,-,-,-,●,●,●,●,●,●,●
能源类型_y,汽油,油电混合,油电混合,油电混合,汽油,汽油,汽油,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合
能源类型_x,汽油,油电混合,油电混合,油电混合,汽油,汽油,汽油,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合
胎压监测功能,,,,,,,,,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车
系统综合功率(kW),-,145,145,145,-,-,-,145,145,169,169,169,145,145
系统综合功率(Ps),-,197,197,197,-,-,-,197,197,230,230,230,197,197
简称,CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,,-,-
第二排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,●,-,-
空调温度控制方式,,,,,,,,,,,,,,
空气质量监测,-,○,○,○,-,-,-,-,-,●,●,●,-,-
离去角(°),16,16,16,16,16,16,16,16,16,16,16,16,16,16
疲劳驾驶提示,-,○,○,○,-,-,-,-,-,○,○,●,-,-
电芯品牌,-,,,,-,-,-,,,,,,,
电池类型,-,,,,-,-,-,,,,,,,
电机类型,-,永磁/同步,永磁/同步,永磁/同步,-,-,-,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,-,前置,前置,前置,-,-,-,前置,前置,前置,前置,前置,前置,前置
电动机总马力(Ps),-,113,113,113,-,-,-,113,113,136,136,136,113,113
电动机总扭矩(N·m),-,206,206,206,-,-,-,206,206,208,208,208,206,206
电动机总功率(kW),-,83,83,83,-,-,-,83,83,100,100,100,83,83
电动机(Ps),-,113,113,113,-,-,-,113,113,136,136,136,113,113
电动座椅记忆功能,-,,,,-,-,-,-,-,,,,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
温度分区控制,●,●,●,●,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,,,,
油箱容积(L),60,49,49,49,60,60,60,49,49,49,49,49,49,49
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L
毫米波雷达数量,,,,,,,,,,,,,,
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),205,180,180,180,205,205,205,180,180,180,180,180,180,180
最小转弯半径(m),5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
最大马力(Ps),173,152,152,152,173,173,173,152,152,185,185,185,152,152
最大满载质量(kg),2030,2070,2070,2070,2030,2030,2030,2070,2070,2100,2100,2100,2070,2070
最大扭矩转速(rpm),4600-5000,4400-5200,4400-5200,4400-5200,4600-5000,4600-5000,4600-5000,4400-5200,4400-5200,3400-5200,3400-5200,3400-5200,4400-5200,4400-5200
最大扭矩(N·m)_y,206,188,188,188,206,206,206,188,188,221,221,221,188,188
最大扭矩(N·m)_x,206,-,-,-,206,206,206,-,-,-,-,-,-,-
最大功率转速(rpm),6600,6000,6000,6000,6600,6600,6600,6000,6000,6000,6000,6000,6000,6000
最大功率(kW)_y,127,112,112,112,127,127,127,112,112,136,136,136,112,112
最大功率(kW)_x,127,145,145,145,127,127,127,145,145,169,169,169,145,145
最大净功率(kW),127,112,112,112,127,127,127,112,112,136,136,136,112,112
无钥匙进入功能,,,,,-,,,-,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,○,○,○,-,-,-,-,-,●,●,●,-,-
方向盘材质,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,●,-,-
方向盘位置调节,,,,,,,,,,,,,,
整车质保,,,,,,,,,,,,,,
整备质量(kg),1555,1610,1610,1595,1550,1555,1570,1585,1590,1615,1625,1660,1610,1595
摄像头数量,,,,,,,,,,,,,,
接近角(°),13,13,13,13,13,13,13,13,13,13,13,13,13,13
排量(mL),1987,1987,1987,1987,1987,1987,1987,1987,1987,2487,2487,2487,1987,1987
换挡形式,,,,,,,,,,,,,,
挡位个数,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速
扬声器数量,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,,,-
手机无线充电功能,,,,,-,,,-,,,,,,
手机无线充电功率,,,,,-,,,-,,,,,,
手机互联/映射,,,,,,,,,,,,,,
手机APP远程功能,,,,,,,,,,,,,,
感应雨刷功能,,,,,-,,,-,,,,,,
座椅材质,,,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,,,
应用商店,●,●,●,●,-,-,●,-,-,●,●,●,●,●
并线辅助,●,●,●,●,-,-,●,-,-,●,●,●,●,●
巡航系统,,,,,,,,,,,,,,
导航路况信息显示,●,●,●,●,-,-,●,-,-,●,●,●,●,●
宽度(mm),1840,1840,1850,1840,1840,1840,1840,1840,1840,1840,1850,1840,1850,1840
实测油耗(L/100km),-,-,-,-,-,7.5,-,-,-,5.4,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,40.69,-,-,-,37.82,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,10.88,-,-,-,7.77,-,-,-,-
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,,
天窗类型,,,,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外观套件,-,,,-,-,-,,-,-,-,,-,,-
外后视镜功能,,,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,,,
备胎放置方式,,,,,,,,,,,,,,
声纹识别,●,●,●,●,-,-,●,-,-,●,●,●,●,●
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,●,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1600,1590,1590,1600,1600,1600,1590,1600,1600,1590,1590,1590,1590,1600
后轮胎规格,,,,,,,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,●,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,-,-,-,-,-,-,●,-,-
后排座椅放倒形式,,,,,-,,,-,,,,-,,
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-,-,,-,-
后悬架类型,,,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,,,,
可见即可说,●,●,●,●,-,-,●,-,-,●,●,●,●,●
变速箱类型,无级变速箱(CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,M20C,M20F,M20F,M20F,M20C,M20C,M20C,M20F,M20F,A25D,A25D,A25D,M20F,M20F
发动机启停技术,●,-,-,-,●,●,●,-,-,-,-,-,-,-
发动机,2.0L 173马力 L4,2.0L 152马力 L4,2.0L 152马力 L4,2.0L 152马力 L4,2.0L 173马力 L4,2.0L 173马力 L4,2.0L 173马力 L4,2.0L 152马力 L4,2.0L 152马力 L4,2.5L 185马力 L4,2.5L 185马力 L4,2.5L 185马力 L4,2.0L 152马力 L4,2.0L 152马力 L4
压缩比,13,14,14,14,13,13,13,14,14,14,14,14,14,14
厂商指导价(元),19.18万,20.48万,20.68万,19.98万,17.18万,18.18万,19.68万,17.98万,18.98万,21.98万,22.68万,25.98万,21.18万,20.28万
厂商,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田
卫星导航系统,●,●,●,●,-,-,●,-,-,●,●,●,●,●
助力类型,,,,,,,,,,,,,,
副驾驶位后排可调节按钮,●,●,●,●,-,●,●,-,●,●,●,●,●,●
副座椅调节方式,,,,,,,,,,,,,,
前轮距(mm),1590,1580,1580,1590,1590,1590,1580,1590,1590,1580,1580,1580,1580,1590
前轮胎规格,,,,,,,,,,,,,,
前电动机最大扭矩(N·m),-,-,-,-,-,-,-,-,-,208,208,208,-,-
前电动机最大功率(kW),-,-,-,-,-,-,-,-,-,100,100,100,-,-
前方碰撞预警,●,●,●,●,●,●,●,●,●,●,●,●,●,●
前方感知摄像头,,,,,,,,,,,,,,
前排座椅功能,-,,,,-,-,-,-,-,,,,-,-
前排中间气囊,●,●,●,●,●,●,●,●,●,●,●,●,●,●
前悬架类型,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-,前●&nbsp;/&nbsp;后●,-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,-,-,●,-,-,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,-,-,●,-,-,●,●,●,●,●
侧窗多层隔音玻璃,,,,,-,,,-,,,,,,
供油方式,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射
低速行车警告,-,●,●,●,-,-,-,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,,,,,
主动闭合式进气格栅,-,●,●,●,-,-,-,●,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,
上市时间,2024.03,2024.03,2024.03,2024.03,2024.03,2024.03,2024.03,2024.03,2024.03,2024.06,2024.06,2024.06,2024.12,2024.12
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●
三电系统质保,-,,,,-,-,-,,,,,,,
WLTC综合油耗(L/100km),5.81,4.5,4.5,4.2,5.81,5.81,6.06,4.2,4.2,4.55,4.55,4.55,4.5,4.2
USB/Type-C接口数量,,,,,,,,,,,,,,
OTA升级,●,●,●,●,-,-,●,-,-,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,●,●,●,●,-,-,●,-,-,●,●,●,●,●
ETC装置,●,●,●,●,●,●,●,●,●,●,●,●,●,●
DOW开门预警,●,●,●,●,-,-,●,-,-,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,-,-,,-,-,,,,,
