Feature,66282,68304,68305
换挡形式,,,
挡位个数,1,1,1
按键式车门开启,●,●,●
扬声器数量,,,
扬声器品牌名称,-,-,-
手机无线充电功能,,,
手机无线充电功率,,,
手机互联/映射,,,
手机APP远程功能,,,
感应雨刷功能,,,
快充接口位置,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,支持
座椅材质,,,
座位数(个),,,
应用商店,●,●,●
并线辅助,●,●,●
巡航系统,,,
导航路况信息显示,●,●,●
对外放电,●,●,●
宽度(mm),1989,1989,1989
官方0-100km/h加速(s),3.5,6.9,6.5
安全带未系提醒,,,
天窗类型,,,
大灯高度可调,●,●,●
大灯延时关闭,●,●,●
多媒体/充电接口,,,
多功能方向盘,●,●,●
外后视镜功能,,,
备胎规格,-,-,-
声纹识别,●,●,●
场景灯语,●,●,●
地图品牌,,,
四驱形式,,-,-
哨兵模式/千里眼,●,●,●
后雨刷,-,-,-
后轮距(mm),1723,1733,1733
后轮胎规格,,,
后电动机最大扭矩(N·m),373,343,343
后电动机最大功率(kW),300,200,200
后电动机型号,-,TZ220XSA02,TZ220XSA02
后电动机品牌,-,威睿电动,威睿电动
后方碰撞预警,●,●,●
后排独立空调,●,●,●
后排液晶屏幕尺寸,,,
后排液晶屏幕,,,
后排杯架,●,●,●
后排座椅放倒形式,,,
后排多媒体屏幕数量,,,
后排侧隐私玻璃,●,●,●
后悬架类型,,,
后座出风口,●,●,●
后备厢容积(L),581-1573,581-1573,581-1573
后制动器类型,,,
可见即可说,●,●,●
可变悬架功能,,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),29.99万,20.99万,22.99万
厂商,极越,极越,极越
卫星导航系统,●,●,●
匝道自动驶出(入),●,●,●
助力类型,,,
副驾驶位后排可调节按钮,-,-,-
副座椅调节方式,,,
前轮距(mm),1710,1720,1720
前轮胎规格,,,
前电动机最大扭矩(N·m),280,-,-
前电动机最大功率(kW),230,-,-
前方碰撞预警,●,●,●
前方感知摄像头像素,,,
前方感知摄像头,,,
前排座椅功能,,,
前排中间气囊,●,●,●
前悬架类型,,,
前制动器类型,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内置行车记录仪,●,●,●
内后视镜功能,,,
全液晶仪表盘,●,●,●
倒车车侧预警系统,●,●,●
信号灯识别,●,●,●
低速行车警告,●,●,●
主座椅调节方式,,,
主动闭合式进气格栅,●,●,●
主动刹车/主动安全系统,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕类型,,,
中控屏幕尺寸,,,
中控屏幕分辨率,,,
中控屏幕像素密度,,,
上市时间,2024.09,2024.09,2024.09
上坡辅助,●,●,●
三电首任车主质保政策,,,
USB/Type-C接口数量,,,
OTA升级,●,●,●
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
DOW开门预警,●,●,●
CLTC纯电续航里程(km)_y,770,660,880
CLTC纯电续航里程(km)_x,770,660,880
ABS防抱死,●,●,●
4G/5G网络,,,
