Feature,63824,63825,63826
宽度(mm),1760,1760,1760
官方0-100km/h加速(s),-,-,-
安全带未系提醒,,,
天窗类型,-,,
大灯高度可调,●,●,●
大灯延时关闭,●,●,●
多媒体/充电接口,,,
多功能方向盘,●,●,●
外后视镜功能,,,
备胎规格,,,
后雨刷,●,●,●
后轮距(mm),1535,1535,1535
后轮胎规格,,,
后排独立空调,-,-,-
后排杯架,-,-,-
后排座椅放倒形式,,,
后排侧隐私玻璃,-,-,●
后悬架类型,,,
后座出风口,-,-,-
后备厢容积(L),428,428,428
后制动器类型,,,
变速箱类型,无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT)
变速箱,CVT无级变速(模拟6挡),CVT无级变速(模拟6挡),CVT无级变速(模拟6挡)
发动机电子防盗,●,●,●
发动机特有技术,TCV、e-VTC、EGR,TCV、e-VTC、EGR,TCV、e-VTC、EGR
发动机布局,横置,横置,横置
发动机型号,HR15,HR15,HR15
发动机,1.5L 122马力 L4,1.5L 122马力 L4,1.5L 122马力 L4
压缩比,11.5,11.5,11.5
厂商指导价(元),8.98万,9.98万,10.38万
厂商,东风日产,东风日产,东风日产
卫星导航系统,-,●,●
助力类型,,,
副驾驶位后排可调节按钮,-,-,-
副座椅调节方式,,,
前轮距(mm),1520,1520,1520
前轮胎规格,,,
前方碰撞预警,-,-,●
前方感知摄像头,-,-,
前排座椅功能,-,-,-
前悬架类型,,,
前制动器类型,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内置行车记录仪,-,●,●
内后视镜功能,,,
全液晶仪表盘,-,-,-
倒车车侧预警系统,-,-,●
供油方式,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,
主动刹车/主动安全系统,-,-,●
主/副驾驶座电动调节,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
上市时间,2023.07,2023.07,2023.07
上坡辅助,●,●,●
Wi-Fi热点,-,●,●
WLTC综合油耗(L/100km),6.59,6.59,6.59
USB/Type-C接口数量,,,
OTA升级,-,●,●
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
ABS防抱死,●,●,●
4G/5G网络,-,,
