Feature,67790,70714,70774,70775,70776,70777,70778,70779,70780,70781,70782,70787
车型名称,起亚EV5 2025款 580 Air AWD GT-Line,起亚EV5 2025款 580 Land AWD GT-Line,起亚EV5 2025款 530 Light,起亚EV5 2025款 530 Air,起亚EV5 2025款 530 Land,起亚EV5 2025款 720 Light,起亚EV5 2025款 720 Air,起亚EV5 2025款 720 Land,起亚EV5 2025款 720 Wave,起亚EV5 2025款 630 Land AWD,起亚EV5 2025款 630 Wave AWD,起亚EV5 2025款 580 Wave AWD GT-Line
车前雾灯,-,-,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-,-,-,,-,,
车内化妆镜,,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-,-,-,●,-,●,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,,,,,,,
语音识别控制系统,,,,,,,,,,,,
语音助手唤醒词,,,,,,,,,,,,
语音分区域唤醒识别,,,,,,,,,,,,
触摸式阅读灯,●,●,●,●,●,●,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,-,●,-,-,●,-,-,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●
能量回收系统,●,●,●,●,●,●,●,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,,,,,,
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,,,,,,,,,,,,
空调温度控制方式,,,,,,,,,,,,
离去角(°),24,24,25,25,25,25,25,25,25,25,25,24
百公里耗电量(kWh/100km),17.5,17.5,14.0,14.0,14.0,14.1,14.1,14.1,14.1,16.0,16.0,17.5
疲劳驾驶提示,-,●,-,-,●,-,-,●,●,●,●,●
电芯品牌,,,,,,,,,,,,
电能当量燃料消耗量(L/100km),2.03,2.03,1.63,1.63,1.63,1.64,1.64,1.64,1.64,1.86,1.86,2.03
电池预加热,●,●,●,●,●,●,●,●,●,●,●,●
电池能量(kWh),88.1,88.1,64.2,64.2,64.2,88.1,88.1,88.1,88.1,88.1,88.1,88.1
电池类型,,,,,,,,,,,,
电池快充电量范围(%)_y,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
电池快充时间(小时)_x,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置+后置,前置+后置,前置,前置,前置,前置,前置,前置,前置,前置+后置,前置+后置,前置+后置
电动机总马力(Ps),317,317,218,218,218,218,218,218,218,317,317,317
电动机总扭矩(N·m),480,480,310,310,310,310,310,310,310,480,480,480
电动机总功率(kW),233,233,160,160,160,160,160,160,160,233,233,233
电动机(Ps),317,317,218,218,218,218,218,218,218,317,317,317
电动座椅记忆功能,-,-,-,-,-,-,-,-,,-,,
电动后备厢位置记忆,●,●,-,●,●,-,●,●,●,●,●,●
电动后备厢,●,●,-,●,●,-,●,●,●,●,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●
热泵空调,●,●,●,●,●,●,●,●,●,●,●,●
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,,,,,
毫米波雷达数量,-,,-,-,,-,-,,,,,
最高车速(km/h),185,185,185,185,185,185,185,185,185,185,185,185
最小转弯半径(m),5.87,5.87,5.87,5.87,5.87,5.87,5.87,5.87,5.87,5.87,5.87,5.87
最大满载质量(kg),2650,2650,2300,2300,2300,2500,2500,2500,2500,2600,2600,2650
最大扭矩(N·m),480,480,310,310,310,310,310,310,310,480,480,480
最大功率(kW),233,233,160,160,160,160,160,160,160,233,233,233
无钥匙进入功能,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,●,-,●,●
方向盘位置调节,,,,,,,,,,,,
整车质保,,,,,,,,,,,,
整备质量(kg),2230,2230,1870,1870,1870,2030,2030,2030,2030,2130,2130,2230
摄像头数量,,,,,,,,,,,,
接近角(°),18,18,19,19,19,18,18,18,18,19,19,18
换挡形式,,,,,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,,,,
扬声器品牌名称,,,-,,,-,,,,,,
手机无线充电功能,-,-,-,-,-,-,-,-,,-,,
手机互联/映射,,,,,,,,,,,,
手机APP远程功能,,,,,,,,,,,,
慢充接口位置,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧
感应雨刷功能,-,-,-,-,-,-,-,-,,-,,
感应后备厢,●,●,-,●,●,-,●,●,●,●,●,●
快充接口位置,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧
快充功能,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,●,-,●,●
巡航系统,,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●
对外放电,●,●,-,●,●,●,●,●,●,●,●,●
宽度(mm),1875,1875,1875,1875,1875,1875,1875,1875,1875,1875,1875,1875
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,
天窗类型,,,-,,,-,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●
外观套件,,,-,-,-,-,-,-,-,-,-,
外后视镜功能,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,
地图品牌,,,,,,,,,,,,
四驱形式,,,-,-,-,-,-,-,-,-,-,
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1614,1614,1619,1619,1631,1619,1619,1619,1619,1619,1619,1614
后轮胎规格,,,,,,,,,,,,
后电动机最大扭矩(N·m),170,170,-,-,-,-,-,-,-,170,170,170
后电动机最大功率(kW),73,73,-,-,-,-,-,-,-,73,73,73
后电动机型号,EM07,EM07,-,-,-,-,-,-,-,EM07,EM07,EM07
后电动机品牌,上海汽车,上海汽车,-,-,-,-,-,-,-,上海汽车,上海汽车,上海汽车
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,,,
后排小桌板,-,-,-,-,-,-,-,-,●,-,●,●
后悬架类型,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),513-1718,513-1718,513-1718,513-1718,513-1718,513-1718,513-1718,513-1718,513-1718,513-1718,513-1718,513-1718
后制动器类型,,,,,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),21.48万,23.18万,14.98万,15.98万,17.48万,17.48万,18.48万,20.18万,22.58万,22.18万,24.58万,25.58万
厂商,悦达起亚,悦达起亚,悦达起亚,悦达起亚,悦达起亚,悦达起亚,悦达起亚,悦达起亚,悦达起亚,悦达起亚,悦达起亚,悦达起亚
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●,●
单踏板模式,●,●,●,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,
前轮距(mm),1609,1609,1614,1614,1626,1614,1614,1614,1614,1614,1614,1609
前轮胎规格,,,,,,,,,,,,
前电动机最大扭矩(N·m),310,310,310,310,310,310,310,310,310,310,310,310
前电动机最大功率(kW),160,160,160,160,160,160,160,160,160,160,160,160
前电动机型号,EM16,EM16,EM16,EM16,EM16,EM16,EM16,EM16,EM16,EM16,EM16,EM16
前电动机品牌,纬湃汽车,纬湃汽车,纬湃汽车,纬湃汽车,纬湃汽车,纬湃汽车,纬湃汽车,纬湃汽车,纬湃汽车,纬湃汽车,纬湃汽车,纬湃汽车
前方碰撞预警,-,●,-,-,●,-,-,●,●,●,●,●
前方感知摄像头,-,,-,-,,-,-,,,,,
前排座椅功能,,,-,,,-,,,,,,
前排中间气囊,●,●,●,●,●,●,●,●,●,●,●,●
前悬架类型,,,,,,,,,,,,
前备厢容积(L),67,67,67,67,67,67,67,67,67,67,67,67
前制动器类型,,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,-,-,-,-,-,-,-,-,●,-,●,●
侧窗多层隔音玻璃,-,,-,-,,-,-,,,,,
低速行车警告,●,●,●,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,,,
主动刹车/主动安全系统,-,●,-,-,●,-,-,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,
上市时间,2024.11,2024.11,2024.11,2024.11,2024.11,2024.11,2024.11,2024.11,2024.11,2024.11,2024.11,2024.11
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●
三电系统质保,,,,,,,,,,,,
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,●,-,●,●
HUD抬头尺寸,-,-,-,-,-,-,-,-,,-,,
DOW开门预警,-,-,-,-,-,-,-,-,●,-,●,●
CLTC纯电续航里程(km)_y,580,580,530,530,530,720,720,720,720,630,630,580
CLTC纯电续航里程(km)_x,580,580,530,530,530,720,720,720,720,630,630,580
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,,
220V/230V电源,●,●,-,●,●,-,●,●,●,●,●,●
