Feature,61422,63440,63441,63442
后轮距(mm),1645,1645,1645,1645
后轮胎规格,,,,
后方碰撞预警,○,○,●,●
后排独立空调,○,○,○,●
后排杯架,●,●,●,●
后排座椅电动放倒,○,○,○,○
后排座椅放倒形式,,,,
后排侧隐私玻璃,●,●,●,●
后悬架类型,,,,
后座出风口,●,●,●,●
后备厢容积(L),568,568,568,552
后制动器类型,,,,
可变悬架功能,,,,
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置
发动机型号,PT204,PT204,PT204,-
发动机启停技术,●,●,●,●
发动机,2.0T 250马力 L4,2.0T 250马力 L4,2.0T 250马力 L4,3.0T 400马力 L6
压缩比,10.5,10.5,10.5,10.5
厂商指导价(元),56.80万,63.80万,67.80万,78.80万
厂商,路虎(进口),路虎(进口),路虎(进口),路虎(进口)
卫星导航系统,●,●,●,●
助力类型,,,,
副驾驶位后排可调节按钮,-,-,-,-
副座椅调节方式,,,,
前轮距(mm),1635,1635,1635,1635
前轮胎规格,,,,
前方碰撞预警,●,●,●,●
前排座椅功能,,,,
前悬架类型,,,,
前制动器类型,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内后视镜功能,,,,
全液晶仪表盘,●,●,●,●
倒车车侧预警系统,○,●,●,●
供油方式,直喷,直喷,直喷,直喷
主座椅调节方式,,,,
主动降噪,●,●,●,●
主动刹车/主动安全系统,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,
中控屏幕尺寸,,,,
中央差速器结构,,,,
上市时间,2023.06,2023.06,2023.06,2023.06
上坡辅助,●,●,●,●
Wi-Fi热点,●,●,●,●
WLTC综合油耗(L/100km),9.5,9.5,9.5,9.6
USB/Type-C接口数量,,,,
OTA升级,●,●,●,●
LED日间行车灯,-,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
HUD抬头数字显示,○,○,○,○
DOW开门预警,○,●,●,●
ABS防抱死,●,●,●,●
4G/5G网络,,,,
