Feature,58083,60965,63178,63417,63553
低速行车警告,●,●,●,●,●
主座椅调节方式,,,,,
主动刹车/主动安全系统,-,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,
中控屏幕尺寸,,,,,
中央差速器结构,-,-,-,-,-
上市时间,2023.06,2023.06,2023.06,2023.06,2023.06
上坡辅助,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●
WLTC综合油耗(L/100km),1.29,-,0.86,-,1.29
WLTC纯电续航里程(km)_y,90,-,160,-,90
WLTC纯电续航里程(km)_x,90,-,160,-,90
USB/Type-C接口数量,,,,,
OTA升级,●,●,●,●,●
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
DOW开门预警,-,●,●,●,●
CLTC纯电续航里程(km)_y,121,620,200,520,121
CLTC纯电续航里程(km)_x,121,620,200,520,121
AR实景导航,●,●,●,●,●
AR-HUD增强现实抬头显示,●,●,●,●,●
ABS防抱死,●,●,●,●,●
4G/5G网络,,,,,
