Feature,1015028,1015029,1015030,1017528,1017529,1017530
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,-,-,-,-,-,-
缺气保用轮胎,-,-,-,-,-,-
级别,微卡,微卡,微卡,微卡,微卡,微卡
简称,-,-,-,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-
空调温度控制方式,,,,,,
百公里耗电量(kWh/100km),-,-,-,-,-,-
疲劳驾驶提示,-,-,-,-,-,-
电池组质保,-,-,-,-,-,-
电池类型,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池
电池容量(kWh),55.7,55.7,55.7,41.86,41.86,41.86
电池充电时间,-,-,-,-,-,-
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置,后置,后置,后置
电动机总扭矩(N·m),256,256,256,230,230,230
电动机总功率(kW),85,85,85,80,80,80
电动机(Ps),116,116,116,109,109,109
电动座椅记忆功能,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-
温度分区控制,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-,-
最高车速(km/h),80,80,80,80,80,80
最小离地间隙(mm),160,160,160,-,-,-
最大载重质量(kg),-,-,-,1540,1305,1250
最大扭矩(N·m),256,256,256,230,230,230
最大功率(kW),85,85,85,80,80,80
无钥匙进入功能,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-
方向盘材质,,,,,,
方向盘换挡,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-
方向盘位置调节,,,,,,
整车质保,-,-,-,-,-,-
整备质量(kg),1960,2240,2220,1405,1640,1695
换挡形式,-,-,-,,,
挡位个数,1,1,1,1,1,1
扬声器数量,,,,-,-,-
扬声器品牌名称,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-
慢充时间(小时),-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-
快充电量百分比,-,-,-,-,-,-
快充电量(%),-,-,-,-,-,-
快充时间(小时),-,-,-,-,-,-
座椅材质,,,,,,
座位数(个),2,2,2,2,2,2
并线辅助,-,-,-,-,-,-
工信部续航里程(km),251,251,251,250,240,230
工信部纯电续航里程(km),251,251,251,250,240,230
巡航系统,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-
宽度(mm),1830,1920,1920,1750,1750,1750
安全带未系提醒,-,-,-,-,-,-
天窗类型,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-
多媒体/充电接口,,,,-,-,-
多功能方向盘,-,●,●,-,-,-
外后视镜功能,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-
后轮距(mm),1412,1412,1412,1524,1524,1524
后轮胎规格,185 R15LT,185 R15LT,185 R15LT,195/70 R15LT,195/70 R15LT,195/70 R15LT
后电动机最大扭矩(N·m),256,256,256,230,230,230
后电动机最大功率(kW),85,85,85,80,80,80
后排车门开启方式,-,-,-,-,-,-
后排独立空调,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-
后悬架类型,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,整体桥非独立悬架,整体桥非独立悬架,整体桥非独立悬架
后座出风口,-,-,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式
变速箱类型,-,-,-,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),17.98万,18.48万,18.78万,15.28万,15.78万,15.98万
厂商,开瑞汽车,开瑞汽车,开瑞汽车,开瑞汽车,开瑞汽车,开瑞汽车
卫星导航系统,-,-,-,-,-,-
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副座椅调节方式,,,,-,-,-
前轮距(mm),1480,1480,1480,1507,1507,1507
前轮胎规格,185 R15LT,185 R15LT,185 R15LT,195/70 R15LT,195/70 R15LT,195/70 R15LT
前电动机最大扭矩(N·m),-,-,-,-,-,-
前电动机最大功率(kW),-,-,-,-,-,-
前排座椅功能,-,-,-,-,-,-
前悬架类型,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,整体桥非独立悬架,整体桥非独立悬架,整体桥非独立悬架
前制动器类型,盘式,盘式,盘式,盘式,盘式,盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,-,-,-
内后视镜功能,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-
主座椅调节方式,,,,-,-,-
主动刹车/主动安全系统,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-
中控彩色屏幕,-,,,-,-,-
中控屏幕尺寸,-,-,-,-,-,-
上市时间,2023.01,2023.01,2023.01,2023.12,2023.12,2023.12
上坡辅助,-,-,-,-,-,-
USB/Type-C接口数量,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●
