Feature,1014260,1014594,1014686,1017131,1017132,1017133,1017134,1017135,1017136,1017137,1017138,1017519,1018407,1018408,1018409,1018410,1018411,1018412,1018413,1018414,1018667
百公里耗电量(kWh/100km),18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电芯品牌,-,-,-,,,,,,,,,,,,,,,,,,
电池能量(kWh),50.23,41.86,41.86,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,41.86,41.86,41.86,41.86,41.86,41.86,41.86,41.86,41.86,38.6
电池类型,,,,,,,,,,,,,,,,,,,,,
电池慢充时间(小时)_y,8.5,18,18,-,-,-,-,-,-,-,-,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,12
电池慢充时间(小时)_x,8.5,18,18,-,-,-,-,-,-,-,-,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,12
电池快充时间(小时)_y,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
电池快充时间(小时)_x,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置
电子外后视镜功能,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-
电动机总马力(Ps),-,-,-,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
电动机总扭矩(N·m),220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220
电动机总功率(kW),60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
电动机(Ps),82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
满载最小离地间隙(mm),-,-,-,178,178,178,178,178,178,178,178,-,-,-,-,-,-,-,-,-,-
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最高车速(km/h),-,-,-,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,100
最小转弯半径(m),-,-,-,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35
最小离地间隙(mm),170,178,178,-,-,-,-,-,-,-,-,178,178,178,178,178,178,178,178,178,178
最大载重质量(kg),1175,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大爬坡角度(°),25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大爬坡度(%),-,-,-,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
最大满载质量(kg),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大扭矩(N·m),220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220
最大功率(kW),60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
无钥匙进入功能,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
整车质保,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
整备质量(kg),1595,-,-,1480,1480,1520,1520,1510,1510,1510,1510,1560,1560,1560,1560,1560,1560,1560,1560,1560,1520
接近角(°),32,-,-,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
换挡形式,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
快充功能,-,-,-,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,,,,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,,,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,,,,,,,,,-
天窗类型,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,,,,,,,,,,,-
多功能方向盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
外后视镜功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
备胎规格,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
备胎放置方式,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1455,1455,1455,1455,1455,1455,1455,1455,1455,1455,1455,1455,1455,1455,1455,1455,1455,1455,1455,1455,1455
后轮胎规格,,,,,,,,,,,,,,,,,,,,,
后电动机最大扭矩(N·m),220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220
后电动机最大功率(kW),60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
后电动机型号,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,TZ210XS00B
后电动机品牌,-,-,-,-,-,-,-,-,-,-,-,-,苏州汇川,苏州汇川,苏州汇川,苏州汇川,苏州汇川,苏州汇川,苏州汇川,苏州汇川,汇川联合
后排车门开启方式,,,,-,-,-,-,-,-,-,-,,,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,,,,,,,,,,,,,,,,,,,,,
后座出风口,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,,,,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),16.28万,15.38万,15.48万,14.98万,15.08万,15.08万,15.18万,15.18万,15.28万,15.28万,15.38万,19.68万,15.78万,15.88万,15.78万,15.88万,15.78万,15.88万,15.88万,15.98万,15.58万
厂商,长安跨越,长安跨越,长安跨越,长安跨越,长安跨越,长安跨越,长安跨越,长安跨越,长安跨越,长安跨越,长安跨越,长安跨越,长安跨越,长安跨越,长安跨越,长安跨越,长安跨越,长安跨越,长安跨越,长安跨越,长安跨越
卫星导航系统,-,-,-,-,-,-,-,-,-,-,-,●,-,●,-,●,-,●,-,●,-
助力类型,,,,,,,,,,,,,,,,,,,,,
副座椅调节方式,,,,,,,,,,,,,,,,,,,,,
前轮距(mm),1442,1442,1442,1442,1442,1442,1442,1442,1442,1442,1442,1442,1442,1442,1442,1442,1442,1442,1442,1442,1442
前轮胎规格,,,,,,,,,,,,,,,,,,,,,
前排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,,,,,,,,
前/后驻车雷达,-,前-&nbsp;/&nbsp;后●,-,-,-,-,-,-,-,-,-,前●&nbsp;/&nbsp;后●,-,-,-,-,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,-,-,-,-,-,-,-,-,-,●,●,●,●,●,●,●,●,-
内置行车记录仪,-,-,-,-,-,-,-,-,-,-,-,●,-,-,-,-,-,-,-,-,-
内后视镜功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
全液晶仪表盘,●,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
侧滑门形式,,,,,,,,,,,,-,,,,,,,,,
主座椅调节方式,,,,,,,,,,,,,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-,-,-,-,-,主●&nbsp;/&nbsp;副●,-,-,-,-,-,-,-,-,-
中控彩色屏幕,,-,,-,-,-,-,-,-,-,-,,-,,-,,-,,-,,-
中控屏幕尺寸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2022.10,2022.10,2022.11,2023.10,2023.10,2023.10,2023.10,2023.10,2023.10,2023.10,2023.10,2023.12,2024.04,2024.04,2024.04,2024.04,2024.04,2024.04,2024.04,2024.04,2024.05
上坡辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
三电系统质保,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
USB/Type-C接口数量,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NEDC纯电续航里程(km)_y,-,240,240,250,250,250,250,250,250,250,250,-,-,-,-,-,-,-,-,-,-
NEDC纯电续航里程(km)_x,-,240,240,250,250,250,250,250,250,250,250,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CLTC纯电续航里程(km)_y,270,-,-,-,-,-,-,-,-,-,-,251,251,251,251,251,251,251,251,251,239
CLTC纯电续航里程(km)_x,270,-,-,-,-,-,-,-,-,-,-,251,251,251,251,251,251,251,251,251,239
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
