Feature,1019655,1019656,1019657,1019658,1019659,1019660,1019661,1019662,1019663,1019664,1019665,1019666
车型名称,长江9号 2024款 贵州牌 大力神版 4.2米单排纯电动栏板轻卡(GK1041BB341BEV01)86.55kWh,长江9号 2024款 贵州牌 大力神版 4.2米单排纯电动厢式轻卡(GK5041XXYBEV01)86.55kWh,长江9号 2024款 大力神版4.2米单排纯电动栏板轻卡(GK1041BB341BEV04)86.55kWh,长江9号 2024款 大力神版4.2米单排纯电动厢式轻卡(GK5041XXYBEV04)86.55kWh,长江9号 2024款 大力神版4.2米单排纯电动仓栅轻卡(GK5041CCYBEV01)86.55kWh,长江9号 2024款 大力神版4.2米单排纯电动栏板轻卡(GK1041BB341BEV02)100.46kWh,长江9号 2024款 大力神版4.2米单排纯电动厢式轻卡(GK5041XXYBEV02)100.46kWh,长江9号 2024款 大力神版4.2米单排纯电动仓栅轻卡(GK5041CCYBEV02)100.46kWh,长江9号 2024款 大力神版4.2米单排纯电动栏板轻卡(GK1041BB341BEV03)100.46kWh,长江9号 2024款 大力神版4.2米单排纯电动厢式轻卡(GK5041XXYBEV03)100.46kWh,长江9号 2024款 大力神版4.2米单排纯电动仓栅轻卡(GK5041CCYBEV03)100.46kWh,长江9号 2024款 大力神版4.2米单排纯电动冷藏轻卡(GK5041XLCBEV03)100.46kWh
车前雾灯,-,-,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-,-,-,-,-,-,-
车内化妆镜,-,-,-,-,-,-,-,-,-,-,-,-
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-,-,-,-,-,-,-
车体结构,-,-,-,-,-,-,-,-,-,-,-,-
超声波雷达数量,,,,,,,,,,,,
货箱尺寸(mm),4200*2100*400,4180*2100*2300,4200*2100*400,4180*2100*2300,4200*2100*2300,4200*2100*400,4200*2100*2300,4200*2100*2300,4200*2100*400,4200*2100*2300,4200*2100*2300,4080*2100*2200
语音识别控制系统,-,-,-,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,-,-,-,-,-,-,-,-,-,-,-,-
自动驻车,-,-,○,○,○,○,○,○,○,○,○,○
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,-,-,-,-,-,-,-,-,-,-,-,-
级别,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,,
离去角(°),15,15,15,15,15,15,15,15,15,15,15,15
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-
电芯品牌,,,,,,,,,,,,
电池能量(kWh),86.55,86.55,86.55,86.55,86.55,100.46,100.46,100.46,100.46,100.46,100.46,100.46
电池类型,,,,,,,,,,,,
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置
电动机总马力(Ps),163,163,163,163,163,163,163,163,231,231,231,231
电动机总扭矩(N·m),360,360,360,360,360,360,360,360,420,420,420,420
电动机总功率(kW),120,120,120,120,120,120,120,120,170,170,170,170
电动机(Ps),163,163,163,163,163,163,163,163,231,231,231,231
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-,-,-,-,-
满载最小离地间隙(mm),180,180,180,180,180,180,180,180,180,180,180,180
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,,,,,
最高车速(km/h),100,100,100,100,100,100,100,100,100,100,100,100
最小转弯半径(m),6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
最大载重质量(kg),1300,1190,1300,1190,1160,1345,1180,1160,1255,1170,1170,1000
最大爬坡角度(°),32,32,32,32,32,32,32,32,32,32,32,32
最大满载质量(kg),-,-,-,-,-,-,-,-,-,-,-,-
最大扭矩(N·m),360,360,360,360,360,360,360,360,420,420,420,420
最大功率(kW),120,120,120,120,120,120,120,120,170,170,170,170
无钥匙进入功能,-,-,-,-,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,
整车质保,-,-,-,-,-,-,-,-,-,-,-,-
整备质量(kg),3000,3110,3000,3110,3140,2955,3120,3140,3045,3130,3130,3300
接近角(°),19,19,19,19,19,19,19,19,19,19,19,19
换挡形式,,,,,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1,1,1,1,1
扬声器数量,-,-,-,-,-,-,-,-,-,-,-,-
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-,-,-,-
手机APP远程功能,,,,,,,,,,,,
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-
巡航系统,,,,,,,,,,,,
导航路况信息显示,-,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),2200,2200,2200,2200,2200,2200,2160,2200,2200,2200,2200,2240
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,-
备胎规格,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),-,-,-,-,-,-,-,-,-,-,-,-
后轮胎规格,,,,,,,,,,,,
后电动机最大扭矩(N·m),360,360,360,360,360,360,360,360,420,420,420,420
后电动机最大功率(kW),120,120,120,120,120,120,120,120,170,170,170,170
后电动机型号,TZ220XSA14,TZ220XSA14,TZ220XSA14,TZ220XSA14,TZ220XSA14,TZ220XSA14,TZ220XSA14,TZ220XSA14,TZ220XSA15,TZ220XSA15,TZ220XSA15,TZ220XSA15
后电动机品牌,精进,精进,精进,精进,精进,精进,精进,精进,精进,精进,精进,精进
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,,,,,,,,,,,,
后座出风口,-,-,-,-,-,-,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),22.18万,22.48万,22.18万,22.48万,22.58万,23.58万,23.98万,24.08万,24.18万,24.48万,24.58万,25.98万
厂商,骐蔚汽车,骐蔚汽车,骐蔚汽车,骐蔚汽车,骐蔚汽车,骐蔚汽车,骐蔚汽车,骐蔚汽车,骐蔚汽车,骐蔚汽车,骐蔚汽车,骐蔚汽车
卫星导航系统,-,-,-,-,-,-,-,-,-,-,-,-
助力类型,,,,,,,,,,,,
副座椅调节方式,,,,,,,,,,,,
前轮距(mm),-,-,-,-,-,-,-,-,-,-,-,-
前轮胎规格,,,,,,,,,,,,
前排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),-,-,-,-,-,-,-,-,-,-,-,-
内后视镜功能,-,-,-,-,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-
主座椅调节方式,,,,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-,-,-,-,-,-
中控彩色屏幕,-,-,-,-,-,-,-,-,-,-,-,-
中控屏幕尺寸,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2024.11,2024.11,2024.11,2024.11,2024.11,2024.11,2024.11,2024.11,2024.11,2024.11,2024.11,2024.11
三电系统质保,,,,,,,,,,,,
USB/Type-C接口数量,,,,,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-,-,-,-,-
CLTC纯电续航里程(km)_y,465,465,465,465,465,540,540,540,515,515,515,555
CLTC纯电续航里程(km)_x,465,465,465,465,465,540,540,540,515,515,515,555
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●
