Feature,55102,55103,55205,55206
后制动器类型,盘式,盘式,盘式,盘式
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手动变速箱(MT),手动变速箱(MT)
变速箱,6挡手自一体,6挡手自一体,6挡手动,6挡手动
发动机电子防盗,●,●,●,●
发动机布局,横置,横置,横置,横置
发动机型号,-,-,-,-
发动机启停技术,-,-,-,-
发动机,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4
厂商指导价(元),12.49万,12.69万,11.79万,11.99万
厂商,中国重汽VGV,中国重汽VGV,中国重汽VGV,中国重汽VGV
卫星导航系统,●,●,-,-
助力类型,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-
副座椅调节方式,,,,
前轮距(mm),1580,1580,1580,1580
前轮胎规格,225/55 R18,225/55 R18,225/60 R17,225/60 R17
前排座椅功能,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-
前/后排侧气囊,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内后视镜功能,,,,
全液晶仪表盘,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,,
主动刹车/主动安全系统,-,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,
中控屏幕尺寸,,,,
上市时间,2021.12,2021.12,2021.12,2021.12
上坡辅助,●,●,●,●
USB/Type-C接口数量,,,,
OTA升级,-,-,-,-
NEDC综合油耗(L/100km),7.8,7.8,7.8,7.8
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
ABS防抱死,●,●,●,●
