Feature,45606,50627,50628
电池能量(kWh),96.7,96.7,96.7
电池类型,,,
电池慢充时间(小时)_y,9.5,9.5,9.5
电池慢充时间(小时)_x,9.5,9.5,9.5
电池快充电量范围(%)_y,80,80,80
电池快充电量范围(%)_x,80,80,80
电池快充时间(小时)_y,0.67,0.67,0.67
电池快充时间(小时)_x,0.67,0.67,0.67
电池冷却方式,液冷,液冷,液冷
电机类型,交流/异步,交流/异步,交流/异步
电机布局,前置+后置,前置+后置,前置+后置
电动机总马力(Ps),313,313,313
电动机总扭矩(N·m),540,540,540
电动机总功率(kW),230,230,230
电动机(Ps),313,313,313
电动座椅记忆功能,,,
电动后备厢位置记忆,●,●,●
电动后备厢,●,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●
灯光特色功能,,,
满载最小离地间隙(mm),163,163,163
温度分区控制,●,●,●
液晶仪表尺寸,,,
最高车速(km/h),187,187,187
最小转弯半径(m),6,6,6
最大满载质量(kg),3120,3120,3120
最大扭矩(N·m),540,540,540
最大功率(kW),230,230,230
无钥匙进入功能,,,
无钥匙启动系统,●,●,●
方向盘记忆,-,-,-
方向盘材质,,,
方向盘换挡,-,-,-
方向盘加热,●,○,○
方向盘位置调节,,,
整车质保,,,
整备质量(kg),2625,2625,2625
摄像头数量,,,
接近角(°),17,17,17
换挡形式,,,
挡位个数,1,1,1
扬声器数量,,,
扬声器品牌名称,,,
手机无线充电功能,,,
手机互联/映射,,,
手机APP远程功能,,,
感应雨刷功能,,,
感应后备厢,●,○,●
快充功能,支持,支持,支持
座椅材质,,,
座位数(个),,,
并线辅助,●,○,○
巡航系统,,,
导航路况信息显示,●,●,●
宽度(mm),1935,1935,1935
官方0-50km/h加速(s),3.4,3.4,3.4
官方0-100km/h加速(s),-,-,-
安全带未系提醒,,,
天窗类型,,,
大灯高度可调,●,●,●
大灯清洗装置,●,●,●
大灯延时关闭,●,●,●
多媒体/充电接口,,,
多功能方向盘,●,●,●
外观套件,,,
外后视镜功能,,,
备胎规格,,,
四驱形式,,,
后雨刷,●,●,●
后轮距(mm),1655,1655,1655
后轮胎规格,,,
后电动机最大扭矩(N·m),314,314,314
后电动机最大功率(kW),172,172,172
后方碰撞预警,○,○,○
后排独立空调,●,○,●
后排杯架,●,●,●
后排座椅放倒形式,,,
后悬架类型,,,
后座出风口,●,●,●
后备厢容积(L),600-1500,600-1500,600-1500
后制动器类型,,,
可变转向比,●,●,●
可变悬架功能,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),64.88万,54.68万,58.58万
厂商,一汽奥迪,一汽奥迪,一汽奥迪
卫星导航系统,●,●,●
助力类型,,,
副驾驶位后排可调节按钮,-,-,-
副座椅调节方式,,,
前轮距(mm),1655,1655,1655
前轮胎规格,,,
前电动机最大扭矩(N·m),226,226,226
前电动机最大功率(kW),115,115,115
前方碰撞预警,●,●,●
前方感知摄像头,,,
前排座椅功能,,,
前悬架类型,,,
前大灯雨雾模式,●,●,●
前备厢容积(L),60,60,60
前制动器类型,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内后视镜功能,,,
全液晶仪表盘,●,●,●
倒车车侧预警系统,●,○,○
低速行车警告,●,●,●
主座椅调节方式,,,
主动刹车/主动安全系统,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
中控下屏幕尺寸,,,
上市时间,2021.04,2021.04,2021.04
上坡辅助,●,●,●
三电系统质保,,,
USB/Type-C接口数量,,,
OTA升级,-,-,-
NEDC纯电续航里程(km)_y,465,500,465
NEDC纯电续航里程(km)_x,465,500,465
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
HUD抬头数字显示,●,○,○
ABS防抱死,●,●,●
4G/5G网络,,,
