Feature,71238,71397,72085,72086,72087,72088
大灯高度可调,-,-,-,-,-,-
大灯延时关闭,-,-,-,-,-,-
多媒体/充电接口,-,-,-,-,-,-
多功能方向盘,-,-,-,-,-,-
外后视镜功能,-,-,-,-,-,-
备胎规格,-,-,-,-,-,-
四驱形式,,,,,,
后雨刷,-,-,-,-,-,-
后轮距(mm),1727,1727,1727,1727,1727,1727
后轮胎规格,,,,,,
后电动机最大功率(kW),227,227,227,227,227,227
后排独立空调,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-
后悬架类型,,,,,,
后座出风口,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-
后制动器类型,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机布局,横置,横置,横置,横置,横置,横置
发动机型号,HG15T,HG15T,HG15T,HG15T,HG15T,HG15T
发动机,增程器 160马力,增程器 160马力,增程器 160马力,增程器 160马力,增程器 160马力,增程器 160马力
厂商指导价(元),36.80万,38.80万,43.80万,37.80万,40.80万,45.80万
厂商,AITO 问界,AITO 问界,AITO 问界,AITO 问界,AITO 问界,AITO 问界
卫星导航系统,-,-,-,-,-,-
助力类型,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-
副座椅调节方式,-,-,-,-,-,-
前轮距(mm),1716,1716,1716,1716,1716,1716
前轮胎规格,,,,,,
前电动机最大扭矩(N·m),315,315,315,315,315,315
前电动机最大功率(kW),165,165,165,165,165,165
前排座椅功能,-,-,-,-,-,-
前悬架类型,,,,,,
前制动器类型,,,,,,
前/后驻车雷达,-,-,-,-,-,-
前/后电动车窗,-,-,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-
制动力分配(EBD/CBC等),-,-,-,-,-,-
内后视镜功能,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主座椅调节方式,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-
中控彩色屏幕,-,-,-,-,-,-
中控屏幕尺寸,-,-,-,-,-,-
上市时间,-,-,-,-,-,-
三电系统质保,,,,,,
WLTC综合油耗(L/100km),0.85,0.53,0.53,0.85,0.53,0.53
WLTC纯电续航里程(km)_y,161,235,235,161,235,235
WLTC纯电续航里程(km)_x,161,235,235,161,235,235
USB/Type-C接口数量,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-
CLTC综合续航(km),1405,1526,1526,1405,1526,1526
CLTC纯电续航里程(km)_y,201,310,310,201,310,310
CLTC纯电续航里程(km)_x,201,310,310,201,310,310
ABS防抱死,-,-,-,-,-,-
