Feature,71025,71026,71027,72574,72575,72576
能源类型_x,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,7挡干式双离合,7挡干式双离合,7挡干式双离合,7挡干式双离合,7挡干式双离合,7挡干式双离合
第二排座椅调节,-,-,-,-,-,-
空调温度控制方式,,,,,,
空气质量监测,-,●,●,-,●,●
离去角(°),20,20,20,20,20,20
疲劳驾驶提示,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-
电动后备厢位置记忆,○,●,●,○,●,●
电动后备厢,○,●,●,○,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号
灯光特色功能,-,,,-,,
温度分区控制,-,●,●,-,●,●
液晶仪表尺寸,,,,,,
油箱容积(L),51,51,51,51,51,51
气缸数(个),4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L
毫米波雷达数量,,,,,,
每缸气门数(个),4,4,4,4,4,4
最高车速(km/h),200,200,200,200,200,200
最小离地间隙(mm),145,145,145,145,145,145
最大马力(Ps),150,160,160,150,160,160
最大满载质量(kg),1890,1900,1900,1890,1900,1900
最大扭矩转速(rpm),1750-3000,1750-4000,1750-4000,1750-3000,1750-4000,1750-4000
最大扭矩(N·m)_y,250,250,250,250,250,250
最大扭矩(N·m)_x,250,250,250,250,250,250
最大功率转速(rpm),5000-6000,5500,5500,5000-6000,5500,5500
最大功率(kW)_y,110,118,118,110,118,118
最大功率(kW)_x,110,118,118,110,118,118
最大净功率(kW),110,118,118,110,118,118
无钥匙进入功能,,,,,,
无钥匙启动系统,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-
方向盘离手检测,-,○,●,-,○,●
方向盘材质,,,,,,
方向盘换挡,-,-,-,-,-,-
方向盘加热,-,○,●,-,○,●
方向盘位置调节,,,,,,
整车质保,,,,,,
整备质量(kg),1404,1416,1416,1404,1416,1416
摄像头数量,,,,,,
接近角(°),19,19,19,19,19,19
排量(mL),1395,1495,1495,1395,1495,1495
换挡形式,,,,,,
挡位个数,7,7,7,7,7,7
扬声器数量,,,,,,
扬声器品牌名称,-,-,-,-,-,-
手机无线充电功能,-,,,-,,
手机互联/映射,,,,,,
感应雨刷功能,-,,,-,,
座椅材质,,,,,,
座位数(个),,,,,,
并线辅助,-,○,●,-,○,●
巡航系统,,,,,,
导航路况信息显示,-,●,●,-,●,●
宽度(mm),1819,1819,1819,1819,1819,1819
官方0-100km/h加速(s),9.5,9.4,9.4,9.5,9.4,9.4
安全带未系提醒,,,,,,
天窗类型,,,,,,
大灯高度可调,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●
多媒体/充电接口,,,,,,
多功能方向盘,●,●,●,●,●,●
外观套件,-,,,-,,
外后视镜功能,,,,,,
备胎规格,,,,,,
备胎放置方式,,,,,,
后雨刷,●,●,●,●,●,●
后轮距(mm),1543,1543,1543,1543,1543,1543
后轮胎规格,,,,,,
后排独立空调,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-
后排座椅放倒形式,,,,,,
后悬架类型,,,,,,
后座出风口,●,●,●,●,●,●
后备厢容积(L),401,401,401,401,401,401
后制动器类型,,,,,,
变速箱类型,干式双离合变速箱(DCT),干式双离合变速箱(DCT),干式双离合变速箱(DCT),干式双离合变速箱(DCT),干式双离合变速箱(DCT),干式双离合变速箱(DCT)
变速箱,7挡干式双离合,7挡干式双离合,7挡干式双离合,7挡干式双离合,7挡干式双离合,7挡干式双离合
发动机电子防盗,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置
发动机型号,EA211-DUT,EA211-DSV,EA211-DSV,EA211-DUT,EA211-DSV,EA211-DSV
发动机启停技术,●,●,●,●,●,●
发动机,1.4T 150马力 L4,1.5T 160马力 L4,1.5T 160马力 L4,1.4T 150马力 L4,1.5T 160马力 L4,1.5T 160马力 L4
厂商指导价(元),15.89万,16.99万,17.87万,15.89万,16.99万,17.87万
厂商,一汽-大众,一汽-大众,一汽-大众,一汽-大众,一汽-大众,一汽-大众
卫星导航系统,-,●,●,-,●,●
助力类型,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-
副座椅调节方式,,,,,,
前轮距(mm),1542,1542,1542,1542,1542,1542
前轮胎规格,,,,,,
前方碰撞预警,●,●,●,●,●,●
前方感知摄像头,-,,,-,,
前排座椅功能,,,,,,
前悬架类型,,,,,,
前大灯雨雾模式,-,●,●,-,●,●
前制动器类型,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
内后视镜功能,,,,,,
全液晶仪表盘,○,●,●,○,●,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,
主动刹车/主动安全系统,●,●,●,●,●,●
主/副驾驶座电动调节,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,
中控屏幕尺寸,,,,,,
上市时间,2024.12,2024.12,2024.12,2025.04,2025.04,2025.04
上坡辅助,●,●,●,●,●,●
WLTC综合油耗(L/100km),6.4,6.1,6.1,6.4,6.1,6.1
USB/Type-C接口数量,,,,,,
OTA升级,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●
ETC装置,○,○,○,○,○,○
ABS防抱死,●,●,●,●,●,●
4G/5G网络,,,,,,
