Feature,64667,64668,64669,64670,64671,64672,64673,64674,64704,67473,67474,67476,67477,67478,67479
车型名称,雷克萨斯NX 2023款 260 前驱 创驰版,雷克萨斯NX 2023款 260 前驱 创悦版,雷克萨斯NX 2023款 260 前驱 创享版,雷克萨斯NX 2023款 350h 前驱 创驰版,雷克萨斯NX 2023款 350h 前驱 创悦版,雷克萨斯NX 2023款 350h 前驱 创享版,雷克萨斯NX 2023款 350h 全驱 创领版,雷克萨斯NX 2023款 350h 全驱 F SPORT,雷克萨斯NX 2023款 260 前驱 创游特别版,雷克萨斯NX 2024款 260 前驱 创驰版,雷克萨斯NX 2024款 260 前驱 创悦版,雷克萨斯NX 2024款 350h 前驱 创驰版,雷克萨斯NX 2024款 350h 前驱 创悦版,雷克萨斯NX 2024款 350h 全驱 创游版,雷克萨斯NX 2024款 350h 全驱 OVERTRAIL创界版
车前雾灯,-,,,-,,,,,,-,,-,,,
车内环境氛围灯,-,-,,-,-,,,,-,-,,-,,,
车内化妆镜,,,,,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,-,-,-,-,-,-,-,-,-,,,,,,
负离子发生器,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
语音连续识别,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
语音识别控制系统,,,,,,,,,,,,,,,
语音助手唤醒词,-,-,-,-,-,-,-,-,-,,,,,,
语音分区域唤醒识别,,,,,,,,,,,,,,,
触摸式阅读灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,,,,,,,,,,
行李厢12V电源接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,-,-,-,-,-,-,-,●,-,-,-,-,-,-,-
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动变道辅助,-,-,-,-,-,-,●,●,-,-,-,-,-,-,-
膝部气囊,,,,,,,,,,,,,,,
能量回收系统,-,-,-,●,●,●,●,●,-,-,-,●,●,●,●
能源类型_y,汽油,汽油,汽油,油电混合,油电混合,油电混合,油电混合,油电混合,汽油,汽油,汽油,油电混合,油电混合,油电混合,油电混合
能源类型_x,汽油,汽油,汽油,油电混合,油电混合,油电混合,油电混合,油电混合,汽油,汽油,汽油,油电混合,油电混合,油电混合,油电混合
胎压监测功能,,,,,,,,,,,,,,,
缺气保用轮胎,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV
系统综合功率(kW),-,-,-,179,179,179,179,179,-,-,-,179,179,179,179
系统综合功率(Ps),-,-,-,240,240,240,240,240,-,-,-,240,240,240,240
简称,8挡手自一体,8挡手自一体,8挡手自一体,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,8挡手自一体,8挡手自一体,8挡手自一体,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
第二排座椅调节,,,,,,,,,,,,,,,
第二排座椅功能,-,-,-,-,-,-,-,,-,-,-,-,-,-,
空调温度控制方式,,,,,,,,,,,,,,,
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电池类型,-,-,-,,,,,,-,-,-,,,,
电机类型,-,-,-,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,-,-,-,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,-,-,-,前置,前置,前置,前置+后置,前置+后置,-,-,-,前置,前置,前置+后置,前置+后置
电动机总马力(Ps),-,-,-,180,180,180,233,233,-,-,-,180,180,233,233
电动机总扭矩(N·m),-,-,-,270,270,270,391,391,-,-,-,270,270,391,391
电动机总功率(kW),-,-,-,134,134,134,174,174,-,-,-,134,134,174,174
电动机(Ps),-,-,-,182,182,182,237,237,-,-,-,182,182,237,237
电动座椅记忆功能,-,-,,-,-,,,,-,-,,-,,,
电动后备厢位置记忆,-,-,-,-,-,-,-,-,●,-,-,●,●,●,●
电动后备厢,-,-,●,●,●,●,●,●,●,-,-,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,95号,95号,95号,95号,95号,92号,92号,92号,95号,95号,95号,95号
灯光特色功能,-,-,-,-,-,-,,,-,-,-,-,-,-,-
温度分区控制,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,,,,,
油箱容积(L),55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
毫米波雷达数量,-,-,-,-,-,-,-,-,-,,,,,,
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
最小转弯半径(m),5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
最大马力(Ps),203,203,203,189,189,189,189,189,203,203,203,189,189,189,189
最大满载质量(kg),2180,2180,2180,2320,2320,2320,2380,2380,2180,2180,2180,2320,2320,2380,2380
最大扭矩转速(rpm),4000-5000,4000-5000,4000-5000,4300-4500,4300-4500,4300-4500,4300-4500,4300-4500,4000-5000,4000-5000,4000-5000,4300-4500,4300-4500,4300-4500,4300-4500
最大扭矩(N·m)_y,240,240,240,241,241,241,241,241,240,240,240,241,241,241,241
最大扭矩(N·m)_x,240,240,240,-,-,-,-,-,240,240,240,-,-,-,-
最大功率转速(rpm),6600,6600,6600,6000,6000,6000,6000,6000,6600,6600,6600,6000,6000,6000,6000
最大功率(kW)_y,149,149,149,139,139,139,139,139,149,149,149,139,139,139,139
最大功率(kW)_x,149,149,149,179,179,179,179,179,149,149,149,179,179,179,179
最大净功率(kW),149,149,149,139,139,139,139,139,149,149,149,139,139,139,139
无钥匙进入功能,,,,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,●,-,-,●,●,●,-,-,-,-,-,-,●
方向盘材质,,,,,,,,,,,,,,,
方向盘换挡,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,,,,
整车质保,,,,,,,,,,,,,,,
整备质量(kg),1640,1640,1640,1760,1760,1760,1820,1820,1640,1640,1640,1760,1760,1820,1820
摄像头数量,-,-,-,-,-,-,-,-,-,,,,,,
排量(mL),2487,2487,2487,2487,2487,2487,2487,2487,2487,2487,2487,2487,2487,2487,2487
换挡形式,,,,,,,,,,,,,,,
挡位个数,8,8,8,无级变速,无级变速,无级变速,无级变速,无级变速,8,8,8,无级变速,无级变速,无级变速,无级变速
扬声器数量,,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,,,-,-,-,-,-,-,
手机互联/映射,,,,,,,,,,,,,,,
手机APP远程功能,,,,,,,,,,,,,,,
感应雨刷功能,-,-,,-,-,,,,-,-,-,-,-,,
感应后备厢,-,-,-,-,-,-,●,●,-,-,-,-,-,-,-
座椅材质,,,,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,,,,
并线辅助,-,-,-,-,-,-,●,●,-,-,-,-,-,-,-
巡航系统,,,,,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
宽度(mm),1865,1865,1865,1865,1865,1865,1865,1865,1865,1865,1865,1865,1865,1865,1865
官方0-100km/h加速(s),8.7,8.7,8.7,8.7,8.7,8.7,7.7,7.7,8.7,8.7,8.7,8.7,8.7,7.7,7.7
安全带未系提醒,,,,,,,,,,,,,,,
天窗类型,-,,,-,,,,,,-,,-,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,●,●,-,-,-,-,-,-,-
大灯延时关闭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多层隔音玻璃,-,-,-,,,,,,-,-,-,,,,
多媒体/充电接口,,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外观套件,-,-,-,-,-,-,-,,-,-,-,-,-,-,
外后视镜功能,,,,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,,,,
四驱形式,-,-,-,-,-,-,,,-,-,-,-,-,,
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),-,-,-,-,-,-,-,-,-,1625,1625,1625,1625,1625,1625
后轮胎规格,,,,,,,,,,,,,,,
后电动机最大扭矩(N·m),-,-,-,-,-,-,121,121,-,-,-,-,-,121,121
后电动机最大功率(kW),-,-,-,-,-,-,40,40,-,-,-,-,-,40,40
后方碰撞预警,-,-,-,-,-,-,●,●,-,-,-,-,-,-,-
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排座椅电动放倒,-,-,-,-,-,-,-,●,-,-,-,-,-,-,●
后排座椅放倒形式,,,,,,,,,,,,,,,
后排侧隐私玻璃,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后悬架类型,,,,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),520,520,520,520,520,520,520,520,520,520,520,520,520,520,520
后制动器类型,,,,,,,,,,,,,,,
可变悬架功能,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,8挡手自一体,8挡手自一体,8挡手自一体,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,A25A-FKS,A25A-FKS,A25A-FKS,A25B-FXS,A25B-FXS,A25B-FXS,A25B-FXS,A25B-FXS,A25A-FKS,A25A-FKS,A25A-FKS,A25B-FXS,A25B-FXS,A25B-FXS,A25B-FXS
发动机启停技术,●,●,●,-,-,-,-,-,●,●,●,-,-,-,-
发动机,2.5L 203马力 L4,2.5L 203马力 L4,2.5L 203马力 L4,2.5L 189马力 L4,2.5L 189马力 L4,2.5L 189马力 L4,2.5L 189马力 L4,2.5L 189马力 L4,2.5L 203马力 L4,2.5L 203马力 L4,2.5L 203马力 L4,2.5L 189马力 L4,2.5L 189马力 L4,2.5L 189马力 L4,2.5L 189马力 L4
压缩比,13,13,13,14,14,14,14,14,13,13,13,14,14,14,14
厂商指导价(元),31.88万,35.58万,40.58万,35.58万,38.68万,43.58万,48.58万,54.88万,35.98万,31.88万,35.68万,35.58万,38.78万,39.98万,42.08万
厂商,雷克萨斯,雷克萨斯,雷克萨斯,雷克萨斯,雷克萨斯,雷克萨斯,雷克萨斯,雷克萨斯,雷克萨斯,雷克萨斯,雷克萨斯,雷克萨斯,雷克萨斯,雷克萨斯,雷克萨斯
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,,,,,,,
副驾驶座垫式气囊,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,,,
前轮距(mm),-,-,-,-,-,-,-,-,-,1605,1605,1605,1605,1605,1605
前轮胎规格,,,,,,,,,,,,,,,
前电动机最大扭矩(N·m),-,-,-,270,270,270,270,270,-,-,-,270,270,270,270
前电动机最大功率(kW),-,-,-,134,134,134,134,134,-,-,-,134,134,134,134
前方碰撞预警,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
前方感知摄像头,-,-,-,-,-,-,-,-,-,,,,,,
前排座椅功能,-,,,-,,,,,,-,,-,,,
前悬架类型,,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
倒车车侧预警系统,-,-,-,-,-,-,●,●,-,-,-,-,-,-,-
供油方式,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射
低速行车警告,-,-,-,●,●,●,●,●,-,-,-,●,●,●,●
主座椅调节方式,,,,,,,,,,,,,,,
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,,
上市时间,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2024.04,2024.04,2024.04,2024.04,2024.04,2024.04
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
三电系统质保,-,-,-,,,,,,-,-,-,,,,
WLTC综合油耗(L/100km),6.84,6.84,6.98,5.13,5.13,5.26,5.85,5.85,6.84,6.84,6.84,5.13,5.13,5.53,5.53
USB/Type-C接口数量,,,,,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,●,-,-,●,●,●,-,-,-,-,-,-,●
ETC装置,-,-,●,-,-,●,●,●,-,-,○,-,○,○,-
DOW开门预警,-,-,-,-,-,-,●,●,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,,,,,
