Feature,60295,61121
手机互联/映射,-,-
手机APP远程功能,,
感应雨刷功能,,
感应后备厢,-,●
座椅材质,,
座位数(个),,
并线辅助,●,●
巡航系统,,
导航路况信息显示,●,●
宽度(mm),1840,1840
官方0-100km/h加速(s),8.3,5.8
安全带未系提醒,,
天窗类型,,
大灯高度可调,●,●
大灯清洗装置,●,●
大灯延时关闭,●,●
多媒体/充电接口,,
多功能方向盘,●,●
外后视镜功能,,
备胎规格,,
四驱形式,-,
后雨刷,-,-
后轮距(mm),1605,1615
后轮胎规格,,
后电动机最大扭矩(N·m),-,168.5
后电动机最大功率(kW),-,58.6
后排独立空调,-,-
后排杯架,●,●
后排座椅放倒形式,,
后悬架类型,,
后座出风口,●,●
后备厢容积(L),-,-
后制动器类型,,
可变悬架功能,-,
变速箱类型,电子无级变速箱(E-CVT),手自一体变速箱(AT)
变速箱,E-CVT无级变速,6挡手自一体
发动机电子防盗,●,●
发动机布局,横置,纵置
发动机型号,A25B,T24A
发动机,2.5L 185马力 L4,2.4T 269马力 L4
厂商指导价(元),36.90万,42.90万
厂商,丰田(进口),丰田(进口)
卫星导航系统,●,●
助力类型,,
副驾驶位后排可调节按钮,●,●
副座椅调节方式,,
前轮距(mm),1600,1605
前轮胎规格,,
前电动机最大扭矩(N·m),202,292
前电动机最大功率(kW),88,61
前方碰撞预警,●,●
前排座椅功能,,
前悬架类型,,
前制动器类型,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●
制动力分配(EBD/CBC等),●,●
内后视镜功能,,
全液晶仪表盘,●,●
倒车车侧预警系统,●,●
供油方式,混合喷射,混合喷射
主座椅调节方式,,
主动降噪,●,●
主动刹车/主动安全系统,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,
中控屏幕尺寸,,
上市时间,2023.06,2023.06
上坡辅助,●,●
USB/Type-C接口数量,,
OTA升级,●,●
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
HUD抬头数字显示,●,●
ETC装置,○,●
DOW开门预警,●,●
ABS防抱死,●,●
4G/5G网络,,
