Feature,57812,57813,63449,63450
疲劳驾驶提示,●,●,●,●
电芯品牌,宁德时代,宁德时代,宁德时代,宁德时代
电池预加热,●,●,●,●
电池能量(kWh),18.831,18.831,18.831,18.831
电池组质保,八年或12万公里,八年或12万公里,八年或12万公里,八年或12万公里
电池类型,锂离子电池,锂离子电池,锂离子电池,锂离子电池
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置,后置
电动机总扭矩(N·m),309,309,309,309
电动机总功率(kW),107,107,107,107
电动机总功率(Ps),146,146,145,145
电动机(Ps),146,146,145,145
电动座椅记忆功能,,,,
电动后备厢,-,●,-,●
环保标准_y,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●
燃油标号,95号,95号,95号,95号
燃料形式,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
温度分区控制,●,●,●,●
液晶仪表尺寸,,,,
油箱容积(L),-,-,-,-
气缸数(个),4,4,4,4
气缸排列形式,L,L,L,L
每缸气门数(个),4,4,4,4
最高车速(km/h),180,180,180,180
最大马力(Ps),310,310,310,310
最大满载质量(kg),2620,2620,2620,2620
最大扭矩转速(rpm),3000-4800,3000-4800,3000-4800,3000-4800
最大扭矩(N·m)_y,400,400,400,400
最大扭矩(N·m)_x,709,709,709,709
最大功率转速(rpm),6000,6000,6000,6000
最大功率(kW)_y,228,228,228,228
最大功率(kW)_x,335,335,335,335
最大净功率(kW),228,228,228,228
最低荷电状态油耗(L/100km),6.2,6.2,6.2,6.2
无钥匙进入功能,,,,
无钥匙启动系统,●,●,●,●
方向盘记忆,-,-,-,-
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,○,○,○,○
方向盘位置调节,,,,
整车质保,三年不限公里,三年不限公里,三年不限公里,三年不限公里
整备质量(kg),2103,2103,2103,2103
接近角(°),15,15,15,15
排量(mL),1969,1969,1969,1969
换挡形式,,,,
挡位个数,8,8,8,8
扬声器数量,,,,
扬声器品牌名称,-,,-,
手机无线充电功能,-,-,-,-
手机互联/映射,,,,
手机APP远程功能,,,,
慢充时间(小时)_y,5,5,5,5
慢充时间(小时)_x,5,5,5,5
感应雨刷功能,,,,
感应后备厢,-,●,-,●
快充电量百分比,-,-,-,-
快充电量(%),-,-,-,-
快充时间(小时)_y,-,-,-,-
快充时间(小时)_x,-,-,-,-
快充功能,支持,支持,支持,支持
座椅材质,,,,
座位数(个),5,5,5,5
并线辅助,●,●,●,●
巡航系统,,,,
导航路况信息显示,●,●,●,●
宽度(mm),1879,1879,1879,1879
官方0-100km/h加速(s),4.9,4.9,4.9,4.9
安全带未系提醒,,,,
天窗类型,,,,
大灯高度可调,●,●,●,●
大灯延时关闭,●,●,●,●
多层隔音玻璃,,,,
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
外后视镜功能,,,,
备胎规格,无,无,无,无
地图品牌,,,,
四驱形式,电动四驱,电动四驱,电动四驱,电动四驱
后雨刷,-,-,-,-
后轮距(mm),1629,1619,1629,1619
后轮胎规格,245/45 R18,255/40 R19,245/45 R18,255/40 R19
后电动机最大扭矩(N·m),309,309,309,309
后电动机最大功率(kW),107,107,107,107
后方碰撞预警,●,●,●,●
后排独立空调,●,●,●,●
后排杯架,●,●,●,●
后排座椅放倒形式,-,-,-,-
后排侧隐私玻璃,-,●,-,●
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●
后备厢容积(L),-,-,436,436
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
可变悬架功能,-,,-,
可加热喷水嘴,○,○,○,○
变速箱类型,自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT)
变速箱,8挡自动,8挡自动,8挡自动,8挡自动
发动机电子防盗,●,●,●,●
发动机布局,横置,横置,横置,横置
发动机型号,B4204T56,B4204T56,B4204T56,B4204T56
发动机,2.0T 310马力 L4,2.0T 310马力 L4,2.0T 310马力 L4,2.0T 310马力 L4
厂商指导价(元),49.99万,61.39万,49.99万,61.39万
厂商,沃尔沃亚太,沃尔沃亚太,沃尔沃亚太,沃尔沃亚太
卫星导航系统,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,●,●,●,●
副座椅调节方式,,,,
前轮距(mm),1628,1618,1628,1618
前轮胎规格,245/45 R18,255/40 R19,245/45 R18,255/40 R19
前方碰撞预警,●,●,●,●
前排座椅功能,,,,
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内后视镜功能,,,,
全液晶仪表盘,●,●,●,●
倒车车侧预警系统,●,●,●,●
供油方式,直喷,直喷,直喷,直喷
主座椅调节方式,,,,
主动刹车/主动安全系统,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,
中控屏幕尺寸,,,,
中央差速器结构,-,-,-,-
上市时间,2022.06,2022.06,2023.06,2023.06
上坡辅助,●,●,●,●
WLTC综合油耗(L/100km),1.92,1.92,1.92,1.92
WLTC纯电续航里程(km)_y,80,80,80,80
WLTC纯电续航里程(km)_x,80,80,80,80
USB/Type-C接口数量,,,,
OTA升级,●,●,●,●
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
HUD抬头数字显示,-,●,-,●
ETC装置,○,○,○,○
ABS防抱死,●,●,●,●
4G/5G网络,,,,
