Feature,1016437,1016438,1016439,1016440,1016441,1016442,1016443,1016444,1016445,1016446,1016447
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-
快充电量百分比,-,-,-,-,-,-,-,-,-,-,-
快充电量(%),20-80,20-80,20-80,20-80,20-80,20-80,20-80,20-80,20-80,20-80,20-80
快充时间(小时),0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
座椅材质,,,,,,,,,,,
座位数(个),3,3,3,3,3,3,3,3,3,3,6
并线辅助,-,-,-,-,-,-,-,-,-,-,-
工信部续航里程(km),500,500,500,500,435,435,450,390,390,340,390
工信部纯电续航里程(km),500,500,500,500,435,435,450,390,390,340,390
巡航系统,,,,,,,,,,,
宽度(mm),2180,2180,2180,2180,2180,2180,2120,2180,2180,2180,2180
安全带未系提醒,-,-,-,-,-,-,-,-,-,-,-
天窗类型,-,-,-,-,-,-,-,-,-,-,-
大灯高度可调,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,
多功能方向盘,-,-,-,-,-,-,-,-,-,-,-
外后视镜功能,,,,,,,,,,,
后雨刷,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),-,-,-,-,-,-,-,-,-,-,-
后轮胎规格,7.0 R16,7.0 R16,7.0 R16,7.0 R16,7.0 R16,7.0 R16,7.0 R16,7.0 R16,7.0 R16,7.0 R16,7.0 R16
后电动机最大扭矩(N·m),420,420,420,420,420,420,420,370,370,370,370
后电动机最大功率(kW),167,167,167,167,167,167,167,135,135,135,135
后排车门开启方式,-,-,-,-,-,-,-,-,-,-,-
后排独立空调,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,-,-,-,-,-,-,-,-,-,-,-
后座出风口,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),20.6588万,21.2888万,-,22.0188万,21.3888万,22.0188万,26.9888万,18.2588万,18.9888万,18.9888万,19.8588万
厂商,江铃汽车,江铃汽车,江铃汽车,江铃汽车,江铃汽车,江铃汽车,江铃汽车,江铃汽车,江铃汽车,江铃汽车,江铃汽车
卫星导航系统,-,-,-,-,-,-,-,-,-,-,-
助力类型,电子液压助力,电子液压助力,电子液压助力,电子液压助力,电子液压助力,电子液压助力,电子液压助力,电子液压助力,电子液压助力,电子液压助力,电子液压助力
副座椅调节方式,-,-,-,-,-,-,-,-,-,-,-
前轮距(mm),-,-,-,-,-,-,-,-,-,-,-
前轮胎规格,7.0 R16,7.0 R16,7.0 R16,7.0 R16,7.0 R16,7.0 R16,7.0 R16,7.0 R16,7.0 R16,7.0 R16,7.0 R16
前电动机最大扭矩(N·m),-,-,-,-,-,-,-,-,-,-,-
前电动机最大功率(kW),-,-,-,-,-,-,-,-,-,-,-
前排座椅功能,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,-,-,-,-,-,-,-,-,-,-,-
前/后驻车雷达,-,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,-,-,-,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-
主座椅调节方式,,,,,,,,,,,
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-,-,-,-,-
中控彩色屏幕,,,,,,,,,,,
上市时间,2023.08,2023.08,2023.08,2023.08,2023.08,2023.08,2023.06,2023.06,2023.06,2023.06,2023.06
上坡辅助,-,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●
