Feature,60967,61615,61616,63164,66583,66584,70014,70026,70027,70028
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,●,-,-,-,-,-,-,●
内后视镜功能,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,-,-,●,-,●,-,-,●,●,●
侧窗多层隔音玻璃,,,,,,,,,,
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
仪表盘屏幕材质,,,,,,,,,,
主座椅调节方式,,,,,,,,,,
主动降噪,●,●,●,●,●,●,●,●,●,●
主动闭合式进气格栅,●,●,●,●,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,-,●,●,-,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,
上市时间,2023.05,2023.05,2023.05,2023.05,2024.01,2024.01,2024.09,2024.09,2024.09,2024.09
上坡辅助,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),6.60,6.71,6.80,6.60,6.60,6.71,6.60,6.60,6.71,6.80
USB/Type-C接口数量,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,●,●,●,-,●,●,-,●,●,●
HUD抬头尺寸,,,,-,,,-,,,
ETC装置,●,●,●,●,●,●,●,●,●,●
DOW开门预警,-,-,-,-,-,-,-,-,○,●
AR实景导航,-,-,●,-,-,-,-,-,-,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,
