Feature,52575,53368,53369,53546,53547,59566,59807,59867,59868,63330,66165,66224,66225,66226
最大扭矩(N·m)_x,659,659,659,659,659,844,844,844,844,659,844,844,844,844
最大功率转速(rpm),5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500
最大功率(kW)_y,187,187,187,187,187,187,187,187,187,187,187,187,187,187
最大功率(kW)_x,317,317,317,317,317,382,382,382,382,317,408,408,408,408
最大净功率(kW),187,187,187,187,187,187,187,187,187,187,187,187,187,187
最低荷电状态油耗(L/100km),7.8,7.8,7.8,7.8,7.8,7.5,7.5,7.5,7.5,7.8,7.5,7.5,7.5,7.5
无钥匙进入功能,,,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,●,●,●,●,○,-,○,-,●,●,-,-,●
方向盘材质,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,●,●,●,●,○,-,○,-,●,●,-,-,●
方向盘位置调节,,,,,,,,,,,,,,
整车质保,,,,,,,,,,,,,,
整备质量(kg),2320,2320,2320,2320,2320,2470,2470,2470,2470,2320,2470,2470,2470,2470
摄像头数量,,,,,,,,,,,,,,
推荐燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号
接近角(°),21,21,21,21,21,21,21,21,21,21,21,21,21,21
排量(mL),1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969
换挡形式,,,,,,,,,,,,,,
挡位个数,8,8,8,8,8,3,3,3,3,8,3,3,3,3
扬声器数量,,,,,,,,,,,,,,
扬声器品牌名称,-,,,,,,-,,-,,,-,,
手机无线充电功能,,,,,,,,,,,,,,
手机互联/映射,-,-,-,-,-,-,-,-,-,,,,,
手机APP远程功能,,,,,,,,,,,,,,
慢充接口位置,-,-,-,-,-,车左后侧,车左后侧,车左后侧,车左后侧,-,车左后侧,车左后侧,车左后侧,车左后侧
感应雨刷功能,,,,,,,,,,,,,,
感应后备厢,●,●,●,●,●,●,●,●,●,●,●,●,●,●
快充接口位置,-,-,-,-,-,车左后侧,车左后侧,车左后侧,车左后侧,-,车左后侧,车左后侧,车左后侧,车左后侧
快充功能,-,-,-,-,-,支持,支持,支持,支持,待查,支持,支持,支持,支持
快充功率(kW),-,-,-,-,-,70,70,70,70,-,-,-,-,-
座椅材质,,,,,,,,,,,,,,
座椅布局,,,,,,,,,,-,,,,
座位数(个),,,,,,,,,,,,,,
应用商店,-,-,-,-,-,-,-,-,-,-,●,●,●,●
并线辅助,-,●,●,●,●,●,●,●,●,●,●,●,●,●
巡航系统,,,,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●,●,●
对外放电最低允许值(%),-,-,-,-,-,20,20,20,20,-,20,20,20,20
对外放电,●,●,●,●,●,●,●,●,●,●,●,●,●,●
对外交流放电功率(kW),-,-,-,-,-,6.4,6.4,6.4,6.4,-,6.4,6.4,6.4,6.4
宽度(mm),1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977
官方0-100km/h加速(s),5.6,5.6,5.6,5.6,5.6,5.9,5.9,5.9,5.9,5.6,4.9,4.9,4.9,4.9
安全带未系提醒,,,,,,,,,,,,,,
天窗类型,,,,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,,,
地图品牌,-,-,-,-,-,-,-,-,-,,-,-,-,-
四驱形式,,,,,,,,,,,,,,
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1684,1684,1684,1684,1684,1684,1684,1684,1684,1684,1684,1684,1684,1684
后轮胎规格,,,,,,,,,,,,,,
后电动机最大扭矩(N·m),309,309,309,309,309,309,309,309,309,309,309,309,309,309
后电动机最大功率(kW),130,130,130,130,130,130,130,130,130,130,156,156,156,156
后方碰撞预警,-,●,●,●,●,●,●,●,●,●,●,●,●,●
后排独立空调,-,●,○,○,●,○,-,○,-,●,●,-,-,●
后排杯架,-,-,-,●,●,●,-,-,●,●,●,●,●,●
后排座椅电动放倒,-,●,○,○,●,○,-,○,-,-,●,-,-,●
后排座椅放倒形式,,,,,,,,,,,,,,
后排侧隐私玻璃,-,●,●,●,●,●,●,●,●,●,●,●,●,●
后排侧窗遮阳帘,-,,,,,,-,,-,,,-,-,
后悬架类型,,,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),269-862,269-862,269-862,269-862,269-862,264-862,264-862,264-862,264-862,691-1522,264-862,264-862,264-862,264-862
后制动器类型,,,,,,,,,,,,,,
可见即可说,-,-,-,-,-,●,●,●,●,●,●,●,●,●
可变悬架功能,-,,-,-,,-,-,-,-,,,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),手自一体变速箱(AT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,3挡DHT,3挡DHT,3挡DHT,3挡DHT,8挡手自一体,3挡DHT,3挡DHT,3挡DHT,3挡DHT
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,JLH-4G20TDC,JLH-4G20TDC,JLH-4G20TDC,JLH-4G20TDC,JLH-4G20TDC,JLH-4G20TDC,JLH-4G20TDC,JLH-4G20TDC,JLH-4G20TDC,JLH-4G20TDC,JLH-4G20TDC,JLH-4G20TDC,JLH-4G20TDC,JLH-4G20TDC
发动机,2.0T 254马力 L4,2.0T 254马力 L4,2.0T 254马力 L4,2.0T 254马力 L4,2.0T 254马力 L4,2.0T 254马力 L4,2.0T 254马力 L4,2.0T 254马力 L4,2.0T 254马力 L4,2.0T 254马力 L4,2.0T 254马力 L4,2.0T 254马力 L4,2.0T 254马力 L4,2.0T 254马力 L4
压缩比,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8
厂商指导价(元),30.79万,36.29万,32.79万,32.79万,36.29万,34.98万,33.98万,34.98万,33.98万,28.99万,34.78万,30.78万,31.78万,32.78万
厂商,领克,领克,领克,领克,领克,领克,领克,领克,领克,领克,领克,领克,领克,领克
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●
匝道自动驶出(入),-,-,-,-,-,○,○,○,○,-,●,●,●,●
助力类型,,,,,,,,,,,,,,
副驾驶位后排可调节按钮,-,●,○,○,●,○,-,○,-,●,●,-,-,●
副座椅调节方式,,,,,,,,,,,,,,
前轮距(mm),1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680
前轮胎规格,,,,,,,,,,,,,,
前电动机最大扭矩(N·m),-,-,-,-,-,320,320,320,320,-,320,320,320,320
前电动机最大功率(kW),-,-,-,-,-,100,100,100,100,-,100,100,100,100
前方碰撞预警,●,●,●,●,●,●,●,●,●,●,●,●,●,●
前方感知摄像头,-,-,-,-,-,-,-,-,-,-,,,,
前排座椅功能,-,,,,,,,,,,,,,
前悬架类型,,,,,,,,,,,,,,
前大灯雨雾模式,●,●,●,●,●,●,●,●,●,●,●,●,●,●
前制动器类型,,,,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,●,●,●,●,●,-,●,-,●,●,-,●,●
内后视镜功能,,,,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,-,●,●,●,●,●,●,●,●,●,●,●,●,●
信号灯识别,-,●,○,○,●,●,●,●,●,-,●,●,●,●
侧窗多层隔音玻璃,,,,,,,,,,,,,,
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
低速行车警告,●,●,●,●,●,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,,,,,
主动降噪,-,●,●,●,●,●,-,●,-,●,●,-,●,●
主动闭合式进气格栅,-,○,-,-,○,-,-,-,-,○,-,-,-,-
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,
中控屏幕分辨率,-,-,-,-,-,-,-,-,-,-,,,,
中控下屏幕尺寸,,,,,,,,,,,-,-,-,-
上市时间,2021.10,2021.10,2021.10,2021.10,2021.10,2022.10,2022.10,2022.10,2022.10,2023.06,2024.01,2024.01,2024.01,2024.01
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●
三电首任车主质保政策,-,-,-,-,-,-,-,-,-,-,,,,
三电系统质保,,,,,,,,,,-,,,,
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●,●,●,●,●
WLTC综合续航(km),-,-,-,-,-,1100,1100,1100,1100,-,1100,1100,1100,1100
WLTC综合油耗(L/100km),2.8,2.8,2.8,2.8,2.8,0.95,0.95,0.95,0.95,2.8,1,1,1,1
WLTC纯电续航里程(km)_y,60,60,60,60,60,160,160,160,160,60,160,160,160,160
WLTC纯电续航里程(km)_x,60,60,60,60,60,160,160,160,160,60,160,160,160,160
USB/Type-C接口数量,,,,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●,●,●,●
NEDC纯电续航里程(km)_y,80,80,80,80,80,-,-,-,-,-,-,-,-,-
NEDC纯电续航里程(km)_x,80,80,80,80,80,-,-,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,●,●,●,●,●,-,●,-,●,●,-,●,●
HUD抬头尺寸,-,-,-,-,-,-,-,-,-,-,,-,,
DOW开门预警,-,●,●,●,●,●,●,●,●,●,●,●,●,●
CLTC综合续航(km),-,-,-,-,-,-,-,-,-,-,1430,1430,1430,1430
CLTC纯电续航里程(km)_y,-,-,-,-,-,190,190,190,190,-,190,190,190,190
CLTC纯电续航里程(km)_x,-,-,-,-,-,190,190,190,190,-,190,190,190,190
AR实景导航,-,-,-,-,-,-,-,-,-,●,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,,,,
220V/230V电源,-,-,-,-,-,-,-,-,-,-,●,●,●,●
