Feature,61092,61210
电动后备厢,●,●
牵引力控制(ASR/TCS/TRC等),●,●
热泵空调,●,●
温度分区控制,●,●
液晶仪表尺寸,-,-
最高车速(km/h),322,250
最小转弯半径(m),6.15,6.15
最大满载质量(kg),2590,2500
最大扭矩(N·m),-,-
最大功率(kW),750,493
无钥匙进入功能,,
无钥匙启动系统,●,●
无框设计车门,●,●
方向盘记忆,●,●
方向盘材质,,
方向盘换挡,-,-
方向盘加热,●,●
方向盘位置调节,,
整车质保,,
整备质量(kg),2183,2089
摄像头数量,,
换电,不支持,不支持
换挡形式,,
挡位个数,1,1
扬声器数量,,
扬声器品牌名称,-,-
手机无线充电功能,,
手机互联/映射,-,-
手机APP远程功能,,
慢充接口位置,车左后侧,车左后侧
感应雨刷功能,,
快充接口位置,车左后侧,车左后侧
快充功能,支持,支持
座椅材质,,
座位数(个),,
并线辅助,●,●
巡航系统,,
导航路况信息显示,●,●
宽度(mm),1987,1987
官方0-100km/h加速(s),2.1,3.2
安全带未系提醒,,
天窗类型,,
大灯高度可调,●,●
大灯延时关闭,●,●
多媒体/充电接口,,
多功能方向盘,●,●
外后视镜功能,,
备胎规格,,
四驱形式,,
哨兵模式/千里眼,●,●
后雨刷,-,-
后轮距(mm),1690,1690
后轮胎规格,,
后排独立空调,●,●
后排液晶屏幕,,
后排杯架,●,●
后排控制多媒体,●,●
后排座椅放倒形式,,
后悬架类型,,
后座出风口,●,●
后备厢容积(L),793,793
后制动器类型,,
可变转向比,●,●
可变悬架功能,,
可加热喷水嘴,●,●
变速箱类型,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),81.49万,68.49万
厂商,特斯拉（进口）,特斯拉（进口）
卫星导航系统,●,●
单踏板模式,●,●
助力类型,,
副驾驶位后排可调节按钮,-,-
副座椅调节方式,,
前轮距(mm),1690,1690
前轮胎规格,,
前电动机最大扭矩(N·m),-,-
前电动机最大功率(kW),-,-
前方碰撞预警,●,●
前方最大探测距离,,
前方感知摄像头,,
前排座椅功能,,
前悬架类型,,
前备厢容积(L),89,89
前制动器类型,,
前/后驻车雷达,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●
制动力分配(EBD/CBC等),●,●
内置行车记录仪,●,●
内后视镜功能,,
全液晶仪表盘,●,●
信号灯识别,○,○
低速行车警告,●,●
主座椅调节方式,,
主动降噪,●,●
主动刹车/主动安全系统,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,
中控屏幕材质,,
中控屏幕尺寸,,
中控屏幕分辨率,,
中控屏幕像素密度,,
上市时间,2023.01,2023.01
上坡辅助,●,●
三电系统质保,,
USB/Type-C接口数量,,
OTA升级,●,●
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
CLTC纯电续航里程(km)_y,672,715
CLTC纯电续航里程(km)_x,672,715
ABS防抱死,●,●
4G/5G网络,,
