Feature,1018035,1018036,1018037,1018038,1018516,1018517,1018518,1018519
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,SWJ15,SWJ15,SWJ16,SWJ16,SWCC15M,SWCC15M,SWCC15M,SWCC15M
发动机,1.5L 110马力 L4,1.5L 110马力 L4,1.6L 124马力 L4,1.6L 124马力 L4,1.5L 86马力 L4,1.5L 86马力 L4,1.5L 86马力 L4,1.5L 86马力 L4
厂商指导价(元),5.69万,5.99万,5.69万,5.89万,5.49万,5.79万,5.49万,5.69万
厂商,鑫源汽车,鑫源汽车,鑫源汽车,鑫源汽车,鑫源汽车,鑫源汽车,鑫源汽车,鑫源汽车
卫星导航系统,-,-,-,-,-,-,-,-
助力类型,,,,,,,,
副座椅调节方式,,,,,,,,
前轮距(mm),1460,1460,1460,1460,1425,1425,1425,1425
前轮胎规格,,,,,,,,
前排座椅功能,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,
前制动器类型,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),-,-,-,-,-,-,-,-
内后视镜功能,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-,-,-,-
中控彩色屏幕,,,,,-,-,-,-
中控屏幕尺寸,,,,,-,-,-,-
上市时间,2024.08,2024.08,2024.08,2024.08,2024.08,2024.08,2024.08,2024.08
USB/Type-C接口数量,-,-,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●
