Feature,68028,68029,68030
发动机,1.5T 163马力 L4,1.5T 163马力 L4,1.5T 163马力 L4
厂商指导价(元),16.98万,17.98万,18.98万
厂商,领克,领克,领克
卫星导航系统,●,●,●
匝道自动驶出(入),-,○,○
助力类型,,,
副驾驶位后排可调节按钮,-,-,-
副座椅调节方式,,,
前轮距(mm),1622,1622,1622
前轮胎规格,,,
前电动机最大扭矩(N·m),350,350,350
前电动机最大功率(kW),160,160,160
前电动机型号,TZ220WY035,TZ220WY035,TZ220WY035
前方碰撞预警,●,●,●
前方感知摄像头,,,
前排座椅功能,,,
前悬架类型,,,
前制动器类型,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内后视镜功能,,,
全液晶仪表盘,●,●,●
倒车车侧预警系统,●,●,●
信号灯识别,-,○,○
供油方式,直喷,直喷,直喷
低速行车警告,●,●,●
主座椅调节方式,,,
主动刹车/主动安全系统,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
中控屏幕分辨率,,,
上市时间,2024.05,2024.05,2024.05
上坡辅助,●,●,●
三电首任车主质保政策,,,
Wi-Fi热点,●,●,●
WLTC综合油耗(L/100km),0.99,0.99,0.99
WLTC纯电续航里程(km)_y,102,102,102
WLTC纯电续航里程(km)_x,102,102,102
WANOS全景声,-,●,●
USB/Type-C最大充电功率,,,
USB/Type-C接口数量,,,
OTA升级,●,●,●
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
HUD抬头尺寸,-,,
DOW开门预警,●,●,●
CLTC纯电续航里程(km)_y,126,126,126
CLTC纯电续航里程(km)_x,126,126,126
AR-HUD增强现实抬头显示,-,○,●
ABS防抱死,●,●,●
4G/5G网络,,,
