Feature,54579,67444,67445,67446,68040,68041
最大净功率(kW),450,280,370,450,370,450
无钥匙进入功能,,,,,,
无钥匙启动系统,●,●,●,●,●,●
方向盘记忆,●,●,●,●,●,●
方向盘材质,,,,,,
方向盘换挡,●,●,●,●,●,●
方向盘加热,●,○,○,○,○,○
方向盘位置调节,,,,,,
整车质保,,,,,,
整备质量(kg),2350,2270,2320,2350,2320,2350
整体主动转向系统,○,○,○,●,○,●
接近角(°),14.7,14.7,14.7,14.7,14.7,14.7
排量(mL),5980,2999,3982,5980,3982,5980
换挡形式,,,,,,
挡位个数,9,9,9,9,9,9
扬声器数量,,,,,,
扬声器品牌名称,,,,,,
手机无线充电功能,,,,,,
手机互联/映射,,,,,,
手机APP远程功能,,,,,,
手势控制,-,○,●,●,●,●
感应雨刷功能,,,,,,
感应后备厢,●,●,●,●,●,●
座椅材质,,,,,,
座位数(个),,,,,,
并线辅助,●,●,●,●,●,●
巡航系统,,,,,,
导航路况信息显示,●,●,●,●,●,●
宽度(mm),1921,1921,1921,1921,1921,1921
官方0-100km/h加速(s),4.7,5.6,4.9,4.7,4.9,4.7
安全带未系提醒,,,,,,
天窗类型,,,,,,
大灯高度可调,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●
多层隔音玻璃,,-,,,,
多媒体/充电接口,,,,,,
多功能方向盘,●,●,●,●,●,●
外后视镜功能,,,,,,
备胎规格,,,,,,
地图品牌,-,,,,,
四驱形式,,,,,,
后风挡遮阳帘,●,●,●,●,●,●
后雨刷,-,-,-,-,-,-
后轮距(mm),1683,1683,1683,1683,1683,1683
后轮胎规格,,,,,,
后排独立空调,●,●,●,●,●,●
后排液晶屏幕,,,,,,
后排正向安全气囊,●,●,●,●,●,●
后排杯架,●,●,●,●,●,●
后排控制多媒体,●,●,●,●,●,●
后排座椅放倒形式,-,-,-,-,-,-
后排小桌板,●,○,●,●,●,●
后排侧窗遮阳帘,,,,,,
后悬架类型,,,,,,
后座出风口,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,505,495
后制动器类型,,,,,,
可变转向比,●,●,●,●,●,●
可变悬架功能,,,,,,
可加热喷水嘴,●,●,●,●,●,●
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体
发动机电子防盗,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,279 980,256 930,176 980,279 980,176 980,279 980
发动机启停技术,●,●,●,●,●,●
发动机,6.0T 612马力 V12,3.0T 380马力 L6,4.0T 503马力 V8,6.0T 612马力 V12,4.0T 503马力 V8,6.0T 612马力 V12
厂商指导价(元),354.10万,146.80万,248.90万,332.00万,287.30万,364.10万
厂商,梅赛德斯-迈巴赫,梅赛德斯-迈巴赫,梅赛德斯-迈巴赫,梅赛德斯-迈巴赫,梅赛德斯-迈巴赫,梅赛德斯-迈巴赫
卫星导航系统,●,●,●,●,●,●
助力类型,,,,,,
副驾驶位后排可调节按钮,●,●,●,●,●,●
副座椅调节方式,,,,,,
前轮距(mm),1655,1655,1655,1655,1655,1655
前轮胎规格,,,,,,
前方碰撞预警,●,●,●,●,●,●
前排座椅功能,,,,,,
前排中间气囊,-,●,●,●,●,●
前悬架类型,,,,,,
前制动器类型,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●
内后视镜功能,,,,,,
全液晶仪表盘,●,●,●,●,●,●
供油方式,多点电喷,直喷,直喷,多点电喷,直喷,多点电喷
主座椅调节方式,,,,,,
主动降噪,●,-,○,●,○,●
主动式环境氛围灯,-,○,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,
中控屏幕尺寸,,,,,,
中央差速器结构,,,,,,
上市时间,2022.08,2024.03,2024.03,2024.03,2024.04,2024.04
上坡辅助,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●
WLTC综合油耗(L/100km),13.5,8.5,10,13.5,10,13.5
USB/Type-C接口数量,,,,,,
OTA升级,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●
HUD抬头数字显示,●,●,●,●,●,●
ETC装置,○,○,○,○,○,○
DOW开门预警,-,-,-,-,-,●
AR实景导航,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●
4G/5G网络,,,,,,
