Feature,60616,61888,62685,62686,64427,64467,68390
车内化妆镜,,,,,,,
车内中控锁,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式
语音连续识别,●,●,●,●,●,●,-
语音识别控制系统,,,,,,,
语音分区域唤醒识别,,,,,,,-
语音免唤醒词,●,●,●,●,●,●,-
触摸式阅读灯,-,-,-,-,-,-,●
行车电脑显示屏幕,,,,,,,
行程(mm),-,-,-,-,-,-,83
行李厢12V电源接口,●,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●
自动泊车入位,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●
膝部气囊,●,-,●,●,-,-,●
能源类型_y,汽油,油电混合,汽油,汽油,油电混合,油电混合,汽油
能源类型_x,汽油,油电混合,汽油,汽油,油电混合,油电混合,汽油
胎压监测功能,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-,-,83
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV
简称,8挡自动,E-CVT无级变速,8挡自动,8挡自动,E-CVT无级变速,E-CVT无级变速,8挡手自一体
第二排座椅调节,,,,,,,
第二排座椅电动调节,-,●,-,-,●,-,-
第二排座椅功能,-,,-,-,,-,
空调温度控制方式,,,,,,,
离去角(°),22,22,22,22,22,22,24
疲劳驾驶提示,●,●,●,●,●,●,●
电芯品牌,-,,-,-,,,-
电池类型,-,,-,-,,,-
电池冷却方式,-,液冷,-,-,液冷,液冷,-
电机类型,-,永磁/同步,-,-,永磁/同步,永磁/同步,-
电动机总马力(Ps),-,190,-,-,190,190,-
电动机总扭矩(N·m),-,320,-,-,320,320,-
电动机总功率(kW),-,140,-,-,140,140,-
电动机(Ps),-,190,-,-,190,190,-
电动座椅记忆功能,,,,,,,
电动后备厢位置记忆,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,92号
灯光特色功能,-,,-,,,-,
温度分区控制,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,
油箱容积(L),75,75,75,75,75,75,70
气缸数(个),4,4,4,4,4,4,6
气缸排列形式,L,L,L,L,L,L,V
每缸气门数(个),4,4,4,4,4,4,4
最高车速(km/h),200,200,200,200,200,200,226
最大马力(Ps),261,282,261,261,282,282,322
最大满载质量(kg),2495,2580,2495,2495,2580,2580,2555
最大扭矩转速(rpm),3000-4000,3000-4000,3000-4000,3000-4000,3000-4000,3000-4000,2500-4000
最大扭矩(N·m)_y,390,407,390,390,407,407,500
最大扭矩(N·m)_x,390,-,390,390,-,-,500
最大功率转速(rpm),5500,5500,5500,5500,5500,5500,5250
最大功率(kW)_y,192,207,192,192,207,207,237
最大功率(kW)_x,192,-,192,192,-,-,237
最大净功率(kW),190,207,190,190,207,207,237
无钥匙进入功能,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●
方向盘记忆,-,●,-,●,●,-,●
方向盘材质,,,,,,,
方向盘换挡,-,-,-,-,-,-,●
方向盘加热,●,●,●,●,●,●,●
方向盘位置调节,,,,,,,
整车质保,,,,,,,
整备质量(kg),1986,2128,2001,2049,2128,2080,2154
接近角(°),19,19,19,19,19,19,19
排量(mL),1995,1995,1995,1995,1995,1995,2694
换挡形式,,,,,,,
挡位个数,8,无级变速,8,8,无级变速,无级变速,8
扬声器数量,,,,,,,
扬声器品牌名称,-,,-,,,-,
手机无线充电功能,-,,-,,,-,
手机互联/映射,-,-,-,-,-,-,-
手机APP远程功能,,,,,,,
感应雨刷功能,,,,,,,
感应后备厢,-,●,●,●,●,●,●
座椅材质,,,,,,,
座位数(个),,,,,,,
并线辅助,●,●,●,●,●,●,●
巡航系统,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●
宽度(mm),1952,1952,1952,1952,1952,1952,1934
实测油耗(L/100km),-,-,-,-,-,-,10.4
实测100-0km/h制动(m),-,-,-,-,-,-,41.63
实测0-100km/h加速(s),-,-,-,-,-,-,6.48
官方0-100km/h加速(s),-,-,-,-,-,-,-
安全带未系提醒,,,,,,,
天窗类型,,,,,,,
大灯高度可调,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●
多层隔音玻璃,,,,,,,
多媒体/充电接口,,,,,,,
多功能方向盘,●,●,●,●,●,●,●
外后视镜功能,,,,,,,
备胎规格,,,,,,,
地图品牌,-,-,-,-,-,-,
四驱形式,,,,,,,
后雨刷,●,●,●,●,●,●,●
后轮距(mm),1668,1668,1668,1668,1668,1668,1658
后轮胎规格,,,,,,,
后排独立空调,-,-,-,-,-,-,-
后排液晶屏幕尺寸,-,,-,-,,-,-
后排杯架,●,●,●,●,●,●,●
后排座椅电动放倒,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,
后排侧隐私玻璃,-,-,-,-,-,-,●
后悬架类型,,,,,,,
后座出风口,●,●,●,●,●,●,●
后备厢容积(L),822-2463,822-2463,822-2463,822-2463,822-2463,822-2463,739-1473
后制动器类型,,,,,,,
可见即可说,●,●,●,●,●,●,-
可变悬架功能,-,,-,,,-,
变速箱类型,自动变速箱(AT),电子无级变速箱(E-CVT),自动变速箱(AT),自动变速箱(AT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),手自一体变速箱(AT)
变速箱,8挡自动,E-CVT无级变速,8挡自动,8挡自动,E-CVT无级变速,E-CVT无级变速,8挡手自一体
发动机电子防盗,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置
发动机型号,CAF484WQC4,CAF484WQH0,CAF484WQC4,CAF484WQC4,CAF484WQH0,CAF484WQH0,GTDIQ8
发动机启停技术,●,-,●,●,-,-,●
发动机,2.0T 261马力 L4,2.0T 282马力 L4,2.0T 261马力 L4,2.0T 261马力 L4,2.0T 282马力 L4,2.0T 282马力 L4,2.7T 322马力 V6
厂商指导价(元),32.88万,40.88万,34.88万,37.88万,46.88万,36.88万,41.88万
厂商,长安林肯,长安林肯,长安林肯,长安林肯,长安林肯,长安林肯,长安林肯
卫星导航系统,●,●,●,●,●,●,●
助力类型,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,
前轮距(mm),1658,1658,1658,1658,1658,1658,1648
前轮胎规格,,,,,,,
前方碰撞预警,●,●,●,●,●,●,●
前排座椅功能,-,,,,,,
前悬架类型,,,,,,,
前制动器类型,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内后视镜功能,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●,●,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷
低速行车警告,-,●,-,-,●,●,-
主座椅调节方式,,,,,,,
主动降噪,●,●,●,●,●,●,●
主动闭合式进气格栅,●,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,
中控屏幕尺寸,,,,,,,
中控屏幕分辨率,,,,,,,-
中央差速器结构,,,,,,,
上市时间,2023.04,2023.08,2023.04,2023.04,2023.08,2023.08,2024.02
上坡辅助,●,●,●,●,●,●,●
Wi-Fi热点,-,-,-,-,-,-,●
WLTC综合油耗(L/100km),8.66,6.7,8.66,8.66,6.7,6.64,-
V2X通讯,●,●,●,●,●,●,-
USB/Type-C接口数量,,,,,,,
OTA升级,●,●,●,●,●,●,●
NEDC综合油耗(L/100km),-,-,-,-,-,-,9.6
LED日间行车灯,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
AR实景导航,-,●,-,●,●,-,-
ABS防抱死,●,●,●,●,●,●,●
4G/5G网络,,,,,,,
