Feature,41234,42902,42903,42904,42905,43007,43008,43009
车内香氛装置,-,-,-,-,-,-,-,-
车内环境氛围灯,,-,,,,-,,
车内化妆镜,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
负离子发生器,-,-,-,-,-,-,-,-
语音识别控制系统,,,,,,,,
触摸式阅读灯,-,-,-,-,-,-,-,-
被动行人保护,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,
行李厢12V电源接口,●,●,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●,●
自动泊车入位,-,-,-,-,-,-,-,-
自动头灯,●,●,●,●,●,●,●,●
膝部气囊,-,-,-,-,-,-,-,-
能源类型,插电式混合动力,纯电动,纯电动,纯电动,纯电动,插电式混合动力,插电式混合动力,插电式混合动力
胎压监测功能,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-
缸盖材料,铝合金,-,-,-,-,铝合金,铝合金,铝合金
缸体材料,铝合金,-,-,-,-,铝合金,铝合金,铝合金
级别,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV
系统综合扭矩(N·m),950,-,-,-,-,950,950,950
系统综合功率(kW),431,-,-,-,-,431,431,431
简称,6挡湿式双离合,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,6挡湿式双离合,6挡湿式双离合,6挡湿式双离合
第二排独立座椅,-,-,-,-,-,-,-,-
第二排座椅调节,,,,,,,,
第二排座椅电动调节,-,-,-,-,-,-,-,-
第二排座椅功能,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,
空气悬架,-,-,-,-,-,-,-,-
离去角(°),21,20,20,20,20,21,21,21
百公里耗电量(kWh/100km),17.4,17.3,17.3,17.9,17.9,16.6,16.6,16.6
疲劳驾驶提示,-,-,-,-,-,-,-,-
电芯品牌,比亚迪,弗迪,弗迪,弗迪,弗迪,比亚迪,比亚迪,比亚迪
电能当量燃料消耗量(L/100km),1.9,-,-,-,-,1.9,1.9,1.9
电磁感应悬架,-,-,-,-,-,-,-,-
电池预加热,-,●,●,●,●,-,-,-
电池能量密度(Wh/kg),-,161,161,161,161,-,-,-
电池能量(kWh),24,82.8,82.8,82.8,82.8,20,20,20
电池组质保,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里
电池类型,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置+后置,前置,前置,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置
电动机总扭矩(N·m),630,330,330,660,660,630,630,630
电动机总功率(kW),290,180,180,360,360,290,290,290
电动机总功率(Ps),-,-,-,-,-,-,-,-
电动机(Ps),394,245,245,490,490,394,394,394
电动扰流板,-,-,-,-,-,-,-,-
电动座椅记忆功能,,-,-,-,,-,-,-
电动吸合车门,-,-,-,-,-,-,-,-
电动后备厢位置记忆,●,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●,●
环保标准_y,国VI,-,-,-,-,国VI,国VI,国VI
环保标准_x,国VI,-,-,-,-,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●
燃油标号,92号,-,-,-,-,92号,92号,92号
燃料形式,插电式混合动力,纯电动,纯电动,纯电动,纯电动,插电式混合动力,插电式混合动力,插电式混合动力
灯光特色功能,-,-,-,-,-,-,-,-
温度分区控制,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,
油箱容积(L),-,-,-,-,-,-,-,-
气缸数(个),4,-,-,-,-,4,4,4
气缸排列形式,L,-,-,-,-,L,L,L
每缸气门数(个),4,-,-,-,-,4,4,4
最高车速(km/h),180,160,160,180,180,180,180,180
最大马力(Ps),192,245,245,490,490,192,192,192
最大满载质量(kg),2995,2700,2700,2855,2855,2995,2995,2995
最大扭矩转速(rpm),1500-4000,-,-,-,-,1500-4000,1500-4000,1500-4000
最大扭矩(N·m)_y,320,330,330,660,660,320,320,320
最大扭矩(N·m)_x,950,330,330,660,660,950,950,950
最大功率转速(rpm),5500,-,-,-,-,5500,5500,5500
最大功率(kW)_y,141,180,180,360,360,141,141,141
最大功率(kW)_x,431,180,180,360,360,431,431,431
最大净功率(kW),128,-,-,-,-,128,128,128
最低荷电状态油耗(L/100km),7.5,-,-,-,-,7.5,7.5,7.5
无钥匙进入功能,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●
方向盘记忆,●,-,-,-,●,-,-,-
方向盘材质,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,
整车质保,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里
整备质量(kg),2390,2175,2175,2330,2330,2390,2390,2390
整体主动转向系统,-,-,-,-,-,-,-,-
接近角(°),22,20,20,20,20,22,22,22
排量(mL),1999,-,-,-,-,1999,1999,1999
换挡形式,,,,,,,,
挡位个数,6,1,1,1,1,6,6,6
扬声器数量,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-
手机无线充电功能,,,,,,,,
手机互联/映射,-,-,-,-,-,-,-,-
手势控制,-,-,-,-,-,-,-,-
慢充时间(小时)_y,-,-,-,-,-,-,-,-
慢充时间(小时)_x,-,-,-,-,-,-,-,-
感应雨刷功能,,,,,,,,
感应后备厢,●,●,●,●,●,●,●,●
快充电量百分比,-,80,80,80,80,-,-,-
快充电量(%),-,80,80,80,80,-,-,-
快充时间(小时)_y,-,0.5,0.5,0.5,0.5,-,-,-
快充时间(小时)_x,-,0.5,0.5,0.5,0.5,-,-,-
座椅材质,,,,,,,,
座椅布局,,,,,,,,
座位数(个),7,7,7,7,7,7,7,7
并线辅助,●,●,●,●,●,●,●,●
巡航系统,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●
宽度(mm),1950,1950,1950,1950,1950,1950,1950,1950
实测100-0km/h制动(m),-,-,-,-,39.39,-,-,35.35
实测0-100km/h加速(s),-,-,-,-,4.67,-,-,4.98
官方0-100km/h加速(s),4.3,8.5,8.5,4.6,4.6,4.3,4.3,4.3
安全带未系提醒,,,,,,,,
天窗类型,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●
多层隔音玻璃,,-,,,,-,,
多媒体/充电接口,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,
备胎规格,无,无,无,无,无,无,无,无
地图品牌,,,,,,,,
四驱形式,电动四驱,-,-,电动四驱,电动四驱,电动四驱,电动四驱,电动四驱
后风挡遮阳帘,-,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●,●
后轮距(mm),1630,1630,1630,1630,1630,1630,1630,1630
后轮胎规格,265/40 R22,255/50 R20,255/50 R20,265/40 R22,265/40 R22,255/50 R20,255/50 R20,265/40 R22
后电动机最大扭矩(N·m),380,-,-,330,330,380,380,380
后电动机最大功率(kW),180,-,-,180,180,180,180,180
后排独立空调,●,●,●,●,●,●,●,●
后排液晶屏幕,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,
后排小桌板,-,-,-,-,-,-,-,-
后排侧隐私玻璃,●,●,●,●,●,●,●,●
后排侧窗遮阳帘,-,-,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-
变速箱类型,湿式双离合变速箱(DCT),固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,6挡湿式双离合,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,6挡湿式双离合,6挡湿式双离合,6挡湿式双离合
发动机电子防盗,●,-,-,-,-,●,●,●
发动机布局,横置,-,-,-,-,横置,横置,横置
发动机型号,BYD487ZQB,-,-,-,-,BYD487ZQB,BYD487ZQB,BYD487ZQB
发动机启停技术,-,-,-,-,-,-,-,-
发动机,2.0T 192马力 L4,纯电动,纯电动,纯电动,纯电动,2.0T 192马力 L4,2.0T 192马力 L4,2.0T 192马力 L4
厂商指导价(元),31.98万,31.98万,32.58万,34.98万,35.78万,28.98万,29.98万,30.68万
厂商,腾势汽车,腾势汽车,腾势汽车,腾势汽车,腾势汽车,腾势汽车,腾势汽车,腾势汽车
卫星导航系统,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,
前轮距(mm),1650,1650,1650,1650,1650,1650,1650,1650
前轮胎规格,265/40 R22,255/50 R20,255/50 R20,265/40 R22,265/40 R22,255/50 R20,255/50 R20,265/40 R22
前电动机最大扭矩(N·m),250,330,330,330,330,250,250,250
前电动机最大功率(kW),110,180,180,180,180,110,110,110
前方碰撞预警,●,●,●,●,●,●,●,●
前排座椅功能,,-,,,,-,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,●,-,●,●,●,-,●,●
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●
制动能量回收系统,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●
倒车车侧预警系统,-,-,-,-,-,-,-,-
供油方式,直喷,-,-,-,-,直喷,直喷,直喷
低速行车警告,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,
中控屏幕尺寸,,,,,,,,
上市时间,2019.11,2019.11,2019.11,2019.11,2019.11,2019.11,2019.11,2019.11
上坡辅助,●,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●
NEDC综合油耗(L/100km),1.5,-,-,-,-,1.8,1.8,1.8
NEDC纯电续航里程(km)_y,100,520,520,500,500,81,81,81
NEDC纯电续航里程(km)_x,100,520,520,500,500,81,81,81
LED日间行车灯,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,
220V/230V电源,●,●,●,●,●,●,●,●
