Feature,63104,66075,67917,67918
方向盘记忆,-,-,-,-
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,-,-,-,-
方向盘位置调节,-,-,-,-
整车质保,,,,
整备质量(kg),2445,2445,2445,2250
摄像头数量,,,,
接近角(°),18,18,18,18
排量(mL),1997,1998,1998,1997
换挡形式,,,,
挡位个数,9,9,9,9
扬声器数量,,,,
扬声器品牌名称,-,-,-,-
手机无线充电功能,,,,
手机互联/映射,-,-,,
手机APP远程功能,,,,
感应雨刷功能,-,-,-,-
循迹倒车,●,●,●,●
座椅材质,,,,
座椅布局,,,,
座位数(个),,,,
并线辅助,-,-,-,-
巡航系统,,,,
导航路况信息显示,●,●,●,●
宽度(mm),2095,2095,2095,2095
官方0-100km/h加速(s),10.6,-,-,10.6
安全带未系提醒,,,,
天窗类型,-,-,-,-
大灯高度可调,●,●,●,●
大灯延时关闭,●,●,●,●
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
外观套件,,,,
外后视镜功能,,,,
备胎规格,,,,
后风挡遮阳帘,●,●,●,●
后雨刷,●,●,●,●
后轮距(mm),1720,1720,1720,1720
后轮胎规格,,,,
后排独立空调,●,●,●,●
后排液晶屏幕尺寸,,,,
后排液晶屏幕,,,,
后排杯架,-,-,-,-
后排控制多媒体,●,●,●,●
后排座椅电动放倒,●,●,●,●
后排座椅放倒形式,,,,
后排小桌板,●,●,●,●
后排侧隐私玻璃,●,●,●,●
后排侧窗遮阳帘,,,,
后悬架类型,,,,
后座出风口,●,●,●,●
后备厢容积(L),1360,1360,1360,1360
后制动器类型,,,,
可变悬架功能,,,,
变速箱类型,自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT)
变速箱,9挡自动,9挡自动,9挡自动,9挡自动
发动机电子防盗,●,●,●,●
发动机布局,横置,横置,横置,横置
发动机型号,4G20C6L,4D20B6H,4D20B6H,4G20C6L
发动机启停技术,●,●,●,●
发动机,2.0T 220马力 L4,2.0T 143马力 L4,2.0T 143马力 L4,2.0T 220马力 L4
厂商指导价(元),36.80万,36.80万,36.80万,36.80万
厂商,钧天机械,钧天机械,钧天机械,钧天机械
卫星导航系统,●,●,●,●
助力类型,,,,
副驾驶位后排可调节按钮,●,●,●,●
副座椅调节方式,,,,
前轮距(mm),1736,1736,1736,1736
前轮胎规格,,,,
前排座椅功能,,,,
前悬架类型,,,,
前制动器类型,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-
前/后排侧气囊,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内置行车记录仪,-,-,●,●
内后视镜功能,,,,
全液晶仪表盘,●,●,●,●
侧滑门形式,,,,
供油方式,直喷,直喷,直喷,直喷
主座椅调节方式,,,,
主动刹车/主动安全系统,-,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,
中控屏幕尺寸,,,,
上市时间,2023.07,2023.11,2024.04,2024.04
上坡辅助,-,-,-,-
WLTC综合油耗(L/100km),10.8,8.3,8.3,10.8
USB/Type-C接口数量,,,,
OTA升级,●,●,●,●
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
ABS防抱死,●,●,●,●
4G/5G网络,,,,
