Feature,60771,60772,60773,60795,60796,60797,61775,61776,66527,67324,67332,67333,68254,68661
车型名称,昂科威 2023款 昂科威S 552T 两驱豪华型,昂科威 2023款 昂科威S 652T 两驱豪华型,昂科威 2023款 昂科威S GS 四驱运动型,昂科威 2023款 昂科威Plus 652T 五座豪华型,昂科威 2023款 昂科威Plus 652T 五座四驱豪华型,昂科威 2023款 昂科威Plus Avenir艾维亚 五座版,昂科威 2023款 昂科威S 552T 两驱精英型,昂科威 2023款 昂科威Plus 552T 五座精英型,昂科威 2024款 昂科威Plus 28T 两驱尊享版,昂科威 2024款 昂科威S 28T 炫黑尊尚版,昂科威 2024款 昂科威S 25T 先锋版,昂科威 2024款 昂科威S  25T 炫黑风尚版,昂科威 2024款 昂科威Plus 四驱Avenir艾维亚,昂科威 2024款 昂科威Plus 28T 四驱尊享版
车前雾灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,,-,-,,,-,,,
车内化妆镜,,,,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,,,,,,,,,
负离子发生器,-,-,-,-,-,●,-,-,-,-,-,-,●,-
语音连续识别,-,-,-,-,-,-,-,-,●,●,●,●,●,●
语音识别控制系统,,,,,,,,,,,,,,
语音助手唤醒词,-,-,-,-,-,-,-,-,,,,,,
语音分区域唤醒识别,-,-,-,-,-,-,-,-,,,,,,
语音免唤醒词,-,-,-,-,-,-,-,-,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,,,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●,-,-,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,-,-,-,-,-,●,-,-,●,●,-,-,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●
能源类型_y,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统
能源类型_x,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统
胎压监测功能,,,,,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-,-,●,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV
简称,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,,,,
空气质量监测,-,-,-,-,-,-,-,-,-,-,-,-,●,-
离去角(°),21,21,22,17,17,18,21,17,17,22,22,22,18,17
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,,-,-,-,-,-,-,,-
电动后备厢位置记忆,●,●,●,●,●,●,○,○,●,●,-,●,●,●
电动后备厢,●,●,●,●,●,●,○,○,●,●,-,●,●,●
环视摄像头像素,-,-,-,-,-,-,-,-,,-,-,-,,
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
灯光特色功能,-,-,-,-,-,,-,-,-,-,-,-,,-
温度分区控制,●,●,●,●,●,●,-,-,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,-,-,-,-,-,-
油箱容积(L),60,60,62,68,68,68,60,68,68,68,68,68,68,68
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L
毫米波雷达数量,-,-,-,,,,-,-,,,-,-,,
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),205,210,210,210,210,210,205,205,210,210,205,205,210,210
最大马力(Ps),211,237,237,237,237,237,211,211,237,237,211,211,237,237
最大满载质量(kg),2155,2176,2275,2233,2315,2315,2155,-,2216,2196,2155,2155,2307,2307
最大扭矩转速(rpm),1750-4500,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,1750-4500,1750-4500,1500-4000,1500-4000,1750-4500,1750-4500,1500-4000,1500-4000
最大扭矩(N·m)_y,270,350,350,350,350,350,270,270,350,350,270,270,350,350
最大扭矩(N·m)_x,270,350,350,350,350,350,270,270,350,350,270,270,350,350
最大功率转速(rpm),5500,5000,5000,5000,5000,5000,5500,5500,5000,5000,5500,5500,5000,5000
最大功率(kW)_y,155,174,174,174,174,174,155,155,174,174,155,155,174,174
最大功率(kW)_x,155,174,174,174,174,174,155,155,174,174,155,155,174,174
最大净功率(kW),150,169,169,169,169,169,150,150,169,169,150,150,169,169
无钥匙进入功能,,,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,
方向盘换挡,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘加热,-,-,-,●,●,●,-,-,●,-,-,-,●,●
方向盘位置调节,,,,,,,,,,,,,,
整车质保,,,,,,,,,,,,,,
整备质量(kg),1710,1730,1826,1805,1890,1905,1710,1760,1800,1753,1709,1709,1901,1885
摄像头数量,,,,,,,,,,,,,,
推荐燃油标号,92号,95号,95号,95号,95号,95号,92号,92号,95号,95号,92号,92号,95号,95号
接近角(°),16,16,17,15,15,17,16,16,15,17,16,16,17,15
排量(mL),1498,1998,1998,1998,1998,1998,1498,1498,1998,1998,1498,1498,1998,1998
换挡形式,,,,,,,,,,,,,,
挡位个数,9,9,9,9,9,9,9,9,9,9,9,9,9,9
扬声器数量,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,,-
手机无线充电功能,,,,,,,-,,,,-,,,
手机互联/映射,,,,,,,,,,,,,,
手机APP远程功能,,,,,,,,,,,,,,
感应雨刷功能,,,,,,,,,,,-,-,,
感应后备厢,○,○,○,○,○,●,○,○,-,-,-,-,●,-
座椅材质,,,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,,,
应用商店,-,-,-,-,-,-,-,-,●,●,●,●,●,●
并线辅助,-,-,-,●,●,●,-,-,●,●,●,●,●,●
巡航系统,,,,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●,●,●
宽度(mm),1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883
官方0-100km/h加速(s),8.4,7.7,8,8.1,8.4,8.4,8.4,8.6,8.1,7.7,8.4,8.4,8.4,8.4
安全带未系提醒,,,,,,,,,,,,,,
天窗类型,,,,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外观套件,-,-,,-,-,-,-,-,-,-,-,-,-,-
外后视镜功能,,,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,,,
备胎放置方式,-,-,-,-,-,-,-,-,,-,-,,-,
地图品牌,-,-,-,-,-,-,-,-,-,,,,-,-
四驱形式,-,-,,-,,,-,-,-,-,-,-,,
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1613,1613,1613,1612,1612,1612,1613,1612,1612,1613,1613,1613,1612,1612
后轮胎规格,,,,,,,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,,,,,
后排侧隐私玻璃,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后悬架类型,,,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),366-1444,366-1444,366-1444,515-1712,515-1712,515-1712,366-1444,515-1712,475-1531,347-1425,347-1425,347-1425,475-1531,475-1531
后制动器类型,,,,,,,,,,,,,,
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,-,可变缸,可变缸,可变缸,可变缸,可变缸,-,-,可变缸,可变缸,-,-,可变缸,可变缸
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,LAH,LXH,LXH,LXH,LXH,LXH,LAH,LAH,LXH,LXH,LAH,LAH,LXH,LXH
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机,1.5T 211马力 L4,2.0T 237马力 L4,2.0T 237马力 L4,2.0T 237马力 L4,2.0T 237马力 L4,2.0T 237马力 L4,1.5T 211马力 L4,1.5T 211马力 L4,2.0T 237马力 L4,2.0T 237马力 L4,1.5T 211马力 L4,1.5T 211马力 L4,2.0T 237马力 L4,2.0T 237马力 L4
厂商指导价(元),21.79万,23.29万,24.99万,25.29万,26.39万,29.59万,20.99万,22.59万,22.99万,22.29万,19.69万,20.49万,25.99万,23.99万
厂商,上汽通用别克,上汽通用别克,上汽通用别克,上汽通用别克,上汽通用别克,上汽通用别克,上汽通用别克,上汽通用别克,上汽通用别克,上汽通用别克,上汽通用别克,上汽通用别克,上汽通用别克,上汽通用别克
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,,
前轮距(mm),1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610
前轮胎规格,,,,,,,,,,,,,,
前方碰撞预警,●,●,●,●,●,●,-,-,●,●,●,●,●,●
前方感知摄像头像素,-,-,-,-,-,-,-,-,,-,-,-,,
前方感知摄像头,,,,,,,-,-,,,,,,
前排座椅功能,,,,,,,-,-,,,-,,,
前悬架类型,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,○,○,○,-,○,-,-,-,-,-,-
内后视镜功能,,,,,,,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-,●,●,●,●,●,●
倒车车侧预警系统,-,-,-,●,●,●,-,-,●,●,●,●,●,●
侧窗多层隔音玻璃,,,,,,,,,,,,,,
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,,,,
主动降噪,●,●,●,●,●,●,●,●,●,●,●,●,●,●
主动闭合式进气格栅,●,●,●,●,●,●,●,●,-,●,●,●,-,-
主动刹车/主动安全系统,●,●,●,●,●,●,-,-,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,
中控屏幕分辨率,-,-,-,-,-,-,-,-,,,,,,
中控屏幕像素密度,-,-,-,-,-,-,-,-,,,,,,
中央差速器结构,-,-,,-,,,-,-,-,-,-,-,,
上市时间,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03,2024.06,2024.03,2024.03,2024.03,2024.06,2024.06
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),7.15,7.25,7.65,7.4,7.65,7.75,7.15,7.3,7.43,7.3,7.23,7.23,7.78,7.68
USB/Type-C接口数量,,,,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,●,-,-,-,-,-,-,●,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,,,,
220V/230V电源,-,-,-,-,-,●,-,-,-,-,-,-,-,-
