Feature,1011844,1011845,1011846,1011847,1011848,1013008,1014165,1015792,1018099
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
语音识别控制系统,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,,
蓝牙/车载电话,-,-,-,-,-,●,●,-,-
自适应远近光,-,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-,-,-,-
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-
级别,微面,微面,微面,微面,微面,微面,微面,微面,微面
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,
离去角(°),25,25,25,25,25,25,-,25,25
疲劳驾驶提示,-,-,-,-,-,-,-,-,-
电芯品牌,-,-,-,-,-,-,-,-,-
电池能量(kWh),35.9,38.64,38.64,38.64,38.64,38.64,35.9,35.9,35.9
电池类型,,,,,,,,,
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置,后置,后置,后置,后置,后置,后置
电动机总扭矩(N·m),220,220,230,220,230,220,220,220,220
电动机总功率(kW),55,60,70,60,70,60,55,55,55
电动机总功率(Ps),-,-,-,-,-,-,-,75,75
电动机(Ps),75,82,95,82,95,82,75,75,75
电动座椅记忆功能,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-,-
温度分区控制,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-,-,-,-,-
最高车速(km/h),-,-,-,-,-,-,-,-,100
最大满载质量(kg),-,-,-,-,-,-,-,-,2300
最大扭矩(N·m),220,220,230,220,230,220,220,220,220
最大功率(kW),55,60,70,60,70,60,55,55,55
无钥匙进入功能,-,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,-
方向盘换挡,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-,-,-,-
整车质保,-,-,-,-,-,-,-,-,-
整备质量(kg),1370,1380,1380,1420,1420,1470,1370,1370,1460
接近角(°),32,32,32,32,32,32,-,32,32
挡位个数,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,
座位数(个),,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-,-
宽度(mm),1655,1655,1655,1655,1655,1655,1655,1655,1655
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,-,●
大灯延时关闭,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,
多功能方向盘,-,-,-,-,-,-,-,-,-
外后视镜功能,-,-,-,-,-,-,-,-,-
备胎规格,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-
后轮距(mm),1435,1435,1435,1435,1435,1435,1435,1435,1435
后轮胎规格,,,,,,,,,
后电动机最大扭矩(N·m),220,220,230,220,230,220,220,220,220
后电动机最大功率(kW),55,60,70,60,70,60,55,55,55
后排车门开启方式,,,,,,,,,-
后排独立空调,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,,,,,-,
后悬架类型,,,,,,,,,
后座出风口,-,-,-,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),13.28万,13.68万,13.68万,13.68万,13.68万,13.68万,14.58万,16.89万,13.28万
厂商,长安凯程,长安凯程,长安凯程,长安凯程,长安凯程,长安凯程,长安凯程,长安凯程,长安凯程
卫星导航系统,-,-,-,-,-,-,-,-,-
助力类型,,,,,,,,,
副座椅调节方式,,,,,,,,,
前轮距(mm),1435,1435,1435,1435,1435,1435,1435,1435,1435
前轮胎规格,,,,,,,,,
前电动机最大扭矩(N·m),-,-,-,-,-,-,-,-,-
前电动机最大功率(kW),-,-,-,-,-,-,-,-,-
前电动机型号,-,-,-,-,-,-,-,-,TZ186XSM02
前排座椅功能,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,
前制动器类型,,,,,,,,,
前/后驻车雷达,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●
内后视镜功能,-,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-,-
侧滑门形式,,,,,,,,,
主座椅调节方式,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-,-,-
中控彩色屏幕,-,-,-,-,-,-,-,-,-
中控屏幕尺寸,-,-,-,-,-,-,-,-,-
上市时间,2021.07,2021.07,2021.07,2021.07,2021.07,2022.03,2022.07,2023.04,2024.03
上坡辅助,-,-,-,-,-,-,-,-,-
三电系统质保,-,-,-,-,-,-,,,
USB/Type-C接口数量,-,-,-,-,-,-,-,-,
OTA升级,-,-,-,-,-,-,-,-,-
NEDC纯电续航里程(km)_y,245,260,260,260,260,260,245,245,-
NEDC纯电续航里程(km)_x,245,260,260,260,260,260,245,245,-
LED日间行车灯,-,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-,-
CLTC纯电续航里程(km)_y,-,-,-,-,-,-,-,-,220
CLTC纯电续航里程(km)_x,-,-,-,-,-,-,-,-,220
ABS防抱死,●,●,●,●,●,●,●,●,●
