Feature,67459,68291,68292,68293,70125,70128,70159,70160,71729,71730
环保标准_x,-,-,国VI,国VI,国VI,-,国VI,-,国VI,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●
燃油标号,-,-,92号,92号,92号,-,92号,-,92号,-
热泵空调,●,●,-,-,-,●,-,●,-,●
激光雷达线数,,,,,-,-,,,-,-
激光雷达点云数量,,,,,-,-,,,-,-
激光雷达数量,,,,,-,-,,,-,-
激光雷达品牌,,,,,-,-,,,-,-
激光雷达10%反射率探测距离,,,,,-,-,,,-,-
温度分区控制,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,
油箱容积(L),-,-,45,45,45,-,45,-,45,-
油电综合燃料消耗量(L/100km),-,-,2.9,3.09,2.9,-,3.09,-,2.9,-
气缸数(个),-,-,4,4,4,-,4,-,4,-
气缸排列形式,-,-,L,L,L,-,L,-,L,-
毫米波雷达数量,,,,,,,,,,
每缸气门数(个),-,-,4,4,4,-,4,-,4,-
模拟声浪,●,●,●,●,●,●,●,●,●,●
最高车速(km/h),200,200,190,190,190,200,190,200,190,200
最大马力(Ps),598,343,156,156,156,343,156,598,156,343
最大满载质量(kg),2809,2690,2615,2701,2615,2690,2701,2809,2615,2690
最大扭矩转速(rpm),-,-,-,-,-,-,-,-,-,-
最大扭矩(N·m)_y,-,-,-,-,-,-,-,-,-,-
最大扭矩(N·m)_x,645,365,367,629,367,365,629,645,367,365
最大功率转速(rpm),-,-,-,-,-,-,-,-,-,-
最大功率(kW)_y,440,252,115,115,115,252,115,440,115,252
最大功率(kW)_x,440,252,231,362,231,252,362,440,231,252
最大净功率(kW),-,-,110,110,110,-,110,-,110,-
最低荷电状态油耗(L/100km)WLTC,-,-,6.08,6.37,6.08,-,6.37,-,6.08,-
无钥匙进入功能,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●
无框设计车门,●,●,●,●,●,●,●,●,●,●
方向盘记忆,●,●,●,●,○,○,●,●,●,●
方向盘离手检测,●,●,●,●,●,●,●,●,●,●
方向盘材质,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-
方向盘加热,●,●,●,●,○,○,●,●,●,●
方向盘位置调节,,,,,,,,,,
整车质保,,,,,,,,,,
整备质量(kg),2434,2315,2240,2326,2240,2315,2326,2434,2240,2315
摄像头数量,,,,,,,,,,
接近角(°),17,17,17,17,17,17,17,17,17,17
排量(mL),-,-,1497,1497,1497,-,1497,-,1497,-
换挡形式,,,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,,
扬声器品牌名称,,,,,,,,,,
手机无线充电功能,,,,,,,,,,
手机互联/映射,,,,,,,,,,
手机APP远程功能,,,,,,,,,,
慢充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
感应雨刷功能,,,,,,,,,,
快充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持
快充功率(kW),420,420,-,-,-,420,-,420,-,420
循迹倒车,●,●,●,●,-,-,●,●,-,-
座椅材质,,,,,,,,,,
座位数(个),,,,,,,,,,
应用商店,●,●,●,●,●,●,●,●,●,●
并线辅助,●,●,●,●,●,●,●,●,●,●
巡航系统,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●
对外放电,●,●,●,●,●,●,●,●,●,●
对外交流放电功率(kW),3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
宽度(mm),1980,1980,1980,1980,1980,1980,1980,1980,1980,1980
官方0-100km/h加速(s),3.9,6.3,6.6,4.9,6.6,6.3,4.9,3.9,6.6,6.3
安全带未系提醒,,,,,,,,,,
天窗类型,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,
备胎规格,-,-,-,-,-,-,-,-,-,-
地图品牌,,,,,,,,,,
四驱形式,,-,-,,-,-,,,-,-
哨兵模式/千里眼,●,●,●,●,●,●,●,●,●,●
后雨刷,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1690,1690,1690,1690,1690,1690,1690,1690,1690,1690
后轮胎规格,,,,,,,,,,
后电动机最大扭矩(N·m),365,365,367,367,367,365,367,365,367,365
后电动机最大功率(kW),252,252,231,231,231,252,231,252,231,252
后电动机型号,XTDM39,XTDM39,ATDM01,ATDM01,ATDM01,XTDM39,ATDM01,XTDM39,ATDM01,XTDM39
后方碰撞预警,●,●,●,●,●,●,●,●,●,●
后排独立空调,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,
后排侧隐私玻璃,●,-,-,●,-,-,-,-,-,-
后悬架类型,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),500-1325,500-1325,500-1325,500-1325,500-1325,500-1325,500-1325,500-1325,500-1325,500-1325
后制动器类型,,,,,,,,,,
可见即可说,●,●,●,●,●,●,●,●,●,●
可变悬架功能,,-,-,,-,-,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,-,-,●,●,●,-,●,-,●,-
发动机布局,-,-,横置,横置,横置,-,横置,-,横置,-
发动机型号,-,-,JL469ZQ1,JL469ZQ1,JL469ZQ1,-,JL469ZQ1,-,JL469ZQ1,-
发动机,-,-,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,-,1.5T 156马力 L4,-,1.5T 156马力 L4,-
厂商指导价(元),28.99万,24.99万,23.99万,27.99万,21.99万,22.99万,25.99万,26.99万,21.99万,22.99万
厂商,阿维塔科技,阿维塔科技,阿维塔科技,阿维塔科技,阿维塔科技,阿维塔科技,阿维塔科技,阿维塔科技,阿维塔科技,阿维塔科技
卫星导航系统,●,●,●,●,●,●,●,●,●,●
匝道自动驶出(入),●,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,
前轮距(mm),1680,1680,1680,1680,1680,1680,1680,1680,1680,1680
前轮胎规格,,,,,,,,,,
前电动机最大扭矩(N·m),280,-,-,262,-,-,262,280,-,-
前电动机最大功率(kW),188,-,-,131,-,-,131,188,-,-
前电动机型号,XYDM05,-,-,AYDM01,-,-,AYDM01,XYDM05,-,-
前方碰撞预警,●,●,●,●,●,●,●,●,●,●
前方最大探测距离,,,,,-,-,,,-,-
前方感知摄像头,,,,,,,,,,
前排座椅功能,,,,,,,,,,
前排中间气囊,●,●,●,●,●,●,●,●,●,●
前悬架类型,,,,,,,,,,
前备厢容积(L),90,90,-,-,-,90,-,90,-,90
前制动器类型,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●,●,●,●,●,●
信号灯识别,●,●,●,●,●,●,●,●,●,●
侧窗多层隔音玻璃,,,,,,,,,,
供油方式,-,-,直喷,直喷,直喷,-,直喷,-,直喷,-
低速行车警告,●,●,●,●,●,●,●,●,●,●
仪表盘屏幕分辨率（px）,,,,,,,,,,
主座椅调节方式,,,,,,,,,,
主动闭合式进气格栅,●,●,-,-,-,●,-,●,-,●
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,
上市时间,2024.09,2024.09,2024.09,2024.09,2024.09,2024.09,2024.09,2024.09,2025.02,2025.02
上坡辅助,●,●,●,●,●,●,●,●,●,●
三电系统质保,,,,,,,,,,
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),-,-,0.66,0.77,0.66,-,0.77,-,0.66,-
WLTC纯电续航里程(km)_y,-,-,188,178,188,-,178,-,188,-
WLTC纯电续航里程(km)_x,-,-,188,178,188,-,178,-,188,-
USB/Type-C最大充电功率,,,,,,,,,,
USB/Type-C接口数量,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●
DOW开门预警,●,●,●,●,●,●,●,●,●,●
CLTC综合续航(km),-,-,1100,1050,1100,-,1050,-,1100,-
CLTC纯电续航里程(km)_y,610,650,230,220,230,650,220,610,230,650
CLTC纯电续航里程(km)_x,610,650,230,220,230,650,220,610,230,650
ABS防抱死,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,
