Feature,54576,57562,61170,65386,65387
制动力分配(EBD/CBC等),●,●,●,●,●
内后视镜功能,,,,,
全液晶仪表盘,-,-,-,-,-
侧滑门形式,,,,,
低速行车警告,-,-,●,●,●
主座椅调节方式,,,,,
主动刹车/主动安全系统,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,
中控屏幕尺寸,,,,,
中央差速器结构,-,-,-,-,-
上市时间,2022.06,2022.06,2023.01,2023.10,2023.10
上坡辅助,-,-,-,-,-
Wi-Fi热点,-,-,●,●,●
USB/Type-C接口数量,,,,,
OTA升级,-,-,●,●,●
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
CLTC纯电续航里程(km)_y,415,415,415,332,332
CLTC纯电续航里程(km)_x,415,415,415,332,332
ABS防抱死,●,●,●,●,●
4G/5G网络,,,,,
