Feature,66949,67001,67041,67042,67043,67044,69959
车型名称,冒险家 2024款 2.0T 四驱尊耀版,冒险家 2024款 1.5T 两驱尊享混动版,冒险家 2024款 1.5T 两驱尊雅混动版,冒险家 2024款 2.0T 两驱尊悦版,冒险家 2024款 2.0T 两驱尊享版,冒险家 2024款 2.0T 两驱尊雅版,冒险家 2024款 1.5T 两驱木兰特别混动版
车前雾灯,-,-,-,-,-,-,-
车内香氛装置,●,-,●,-,-,●,●
车内环境氛围灯,,,,-,,,
车内化妆镜,,,,,,,
车内中控锁,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,,
语音连续识别,●,●,●,●,●,●,●
语音识别控制系统,,,,,,,
语音助手唤醒词,,,,,,,
语音分区域唤醒识别,,,,,,,
语音免唤醒词,●,●,●,●,●,●,●
触摸式阅读灯,●,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●
自动泊车入位,●,-,-,-,-,-,-
自动头灯,●,●,●,●,●,●,●
自动变道辅助,●,-,-,-,-,-,-
能源类型_y,汽油,油电混合,油电混合,汽油,汽油,汽油,油电混合
能源类型_x,汽油,油电混合,油电混合,汽油,汽油,汽油,油电混合
胎压监测功能,,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
系统综合功率(kW),-,153,153,-,-,-,153
系统综合功率(Ps),-,208,208,-,-,-,208
简称,8挡手自一体,E-CVT无级变速,E-CVT无级变速,8挡手自一体,8挡手自一体,8挡手自一体,E-CVT无级变速
第二排座椅调节,,,,,,,
第二排座椅功能,,-,-,-,-,-,-
空调温度控制方式,,,,,,,
空气质量监测,●,●,●,●,●,●,●
离去角(°),25,25,25,25,25,25,25
疲劳驾驶提示,●,●,●,●,●,●,●
电芯品牌,-,,,-,-,-,
电池类型,-,,,-,-,-,
电机类型,-,永磁/同步,永磁/同步,-,-,-,永磁/同步
电机布局,-,前置,前置,-,-,-,前置
电动机总马力(Ps),-,131,131,-,-,-,131
电动机总扭矩(N·m),-,235,235,-,-,-,235
电动机总功率(kW),-,96,96,-,-,-,96
电动机(Ps),-,131,131,-,-,-,131
电动座椅记忆功能,,,,,,,
电动后备厢位置记忆,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号
温度分区控制,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,
油箱容积(L),67,67,67,67,67,67,67
气缸数(个),4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L
毫米波雷达数量,,-,,-,-,,
每缸气门数(个),4,4,4,4,4,4,4
最高车速(km/h),220,180,180,218,218,218,180
最大马力(Ps),261,193,193,261,261,261,193
最大满载质量(kg),2245,2140,2140,2110,2110,2110,2140
最大扭矩转速(rpm),2500-4000,2000-6000,2000-6000,2500-4000,2500-4000,2500-4000,2000-6000
最大扭矩(N·m)_y,395,226,226,395,395,395,226
最大扭矩(N·m)_x,395,-,-,395,395,395,-
最大功率转速(rpm),5500,6000,6000,5500,5500,5500,6000
最大功率(kW)_y,192,142,142,192,192,192,142
最大功率(kW)_x,192,153,153,192,192,192,153
最大净功率(kW),190,140,140,190,190,190,140
无钥匙进入功能,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●
方向盘记忆,●,-,-,-,-,-,-
方向盘材质,,,,,,,
方向盘换挡,●,-,-,●,●,●,-
方向盘加热,●,●,●,-,●,●,●
方向盘位置调节,,,,,,,
整车质保,,,,,,,
整备质量(kg),1802,1704,1718,1679,1679,1679,1718
摄像头数量,,,,,,,
接近角(°),22,22,22,22,22,22,22
排量(mL),1995,1498,1498,1995,1995,1995,1498
换挡形式,,,,,,,
挡位个数,8,无级变速,无级变速,8,8,8,无级变速
扬声器数量,,,,,,,
扬声器品牌名称,,-,,-,-,,
手机无线充电功能,,-,,-,-,,
手机互联/映射,,,,,,,
手机APP远程功能,,,,,,,
感应雨刷功能,,,,,,,
感应后备厢,●,-,●,-,-,●,●
座椅材质,,,,,,,
座位数(个),,,,,,,
并线辅助,●,-,●,-,-,●,●
巡航系统,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●
宽度(mm),1887,1887,1887,1887,1887,1887,1887
官方0-100km/h加速(s),-,-,-,-,-,-,-
安全带未系提醒,,,,,,,
天窗类型,,,,-,,,
大灯高度可调,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,
多功能方向盘,●,●,●,●,●,●,●
外后视镜功能,,,,,,,
备胎规格,,,,,,,
地图品牌,,,,,,,
四驱形式,,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●
后轮距(mm),1642,1642,1642,1642,1642,1642,1642
后轮胎规格,,,,,,,
后排独立空调,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●
后排座椅电动放倒,●,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,
后排侧隐私玻璃,●,●,●,●,●,●,●
后悬架类型,,,,,,,
后座出风口,●,●,●,●,●,●,●
后备厢容积(L),586-1369,594-1373,594-1373,594-1373,594-1373,594-1373,594-1373
后制动器类型,,,,,,,
可见即可说,●,●,●,●,●,●,●
可变悬架功能,,-,-,-,-,-,-
变速箱类型,手自一体变速箱(AT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),电子无级变速箱(E-CVT)
变速箱,8挡手自一体,E-CVT无级变速,E-CVT无级变速,8挡手自一体,8挡手自一体,8挡手自一体,E-CVT无级变速
发动机电子防盗,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置
发动机型号,CAF484WQC3,CAF479WQP3,CAF479WQP3,CAF484WQC3,CAF484WQC3,CAF484WQC3,CAF479WQP3
发动机启停技术,●,-,-,●,●,●,-
发动机,2.0T 261马力 L4,1.5T 193马力 L4,1.5T 193马力 L4,2.0T 261马力 L4,2.0T 261马力 L4,2.0T 261马力 L4,1.5T 193马力 L4
厂商指导价(元),34.58万,25.38万,27.38万,23.58万,25.88万,27.88万,28.78万
厂商,长安林肯,长安林肯,长安林肯,长安林肯,长安林肯,长安林肯,长安林肯
卫星导航系统,●,●,●,●,●,●,●
助力类型,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,
前轮距(mm),1622,1622,1622,1622,1622,1622,1622
前轮胎规格,,,,,,,
前电动机最大扭矩(N·m),-,235,235,-,-,-,235
前电动机最大功率(kW),-,96,96,-,-,-,96
前方碰撞预警,●,●,●,●,●,●,●
前方感知摄像头,,,,,,,
前排座椅功能,,,,,,,
前悬架类型,,,,,,,
前制动器类型,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内后视镜功能,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●
倒车车侧预警系统,●,-,●,-,-,●,●
侧窗多层隔音玻璃,,,,,,,
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,
主动降噪,●,●,●,-,-,-,●
主动闭合式进气格栅,●,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,
中控屏幕尺寸,,,,,,,
中央差速器结构,,-,-,-,-,-,-
上市时间,2024.03,2024.03,2024.03,2024.03,2024.03,2024.03,2024.09
上坡辅助,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),8.62,5.35,5.59,7.99,7.99,7.99,5.59
V2X通讯,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,
OTA升级,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
HUD抬头数字显示,●,-,-,-,-,-,-
HUD抬头尺寸,,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●
4G/5G网络,,,,,,,
