Feature,58848,58849,58850
空气悬架,●,●,●
离去角(°),17,17,17
百公里耗电量(kWh/100km),15,15,15
疲劳驾驶提示,●,●,●
电能当量燃料消耗量(L/100km),1.7,1.7,1.7
电池能量(kWh),17.7,17.7,17.7
电池类型,,,
电池慢充时间(小时)_y,3.9,3.9,3.9
电池慢充时间(小时)_x,3.9,3.9,3.9
电池冷却方式,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置
电动机总马力(Ps),109,109,109
电动机总扭矩(N·m),265,265,265
电动机总功率(kW),80,80,80
电动机(Ps),109,109,109
电动座椅记忆功能,,,
电动后备厢,●,●,●
环保标准_y,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●
燃油标号,95号,95号,95号
温度分区控制,●,●,●
液晶仪表尺寸,,,
油箱容积(L),46,46,46
气缸数(个),4,4,4
气缸排列形式,L,L,L
毫米波雷达数量,,,
每缸气门数(个),4,4,4
最高车速(km/h),225,225,225
最大马力(Ps),184,184,184
最大满载质量(kg),2540,2540,2540
最大扭矩转速(rpm),-,-,-
最大扭矩(N·m)_y,-,-,-
最大扭矩(N·m)_x,420,420,420
最大功率转速(rpm),-,-,-
最大功率(kW)_y,135,135,135
最大功率(kW)_x,215,215,215
最大净功率(kW),135,135,135
最低荷电状态油耗(L/100km),6.8,6.8,6.8
星空天窗,○,○,○
无钥匙进入功能,,,
无钥匙启动系统,●,●,●
方向盘记忆,●,●,●
方向盘材质,,,
方向盘换挡,-,-,-
方向盘加热,-,-,-
方向盘位置调节,,,
整车质保,,,
整备质量(kg),2005,2005,2005
摄像头数量,,,
接近角(°),17,17,17
排量(mL),1998,1998,1998
换挡形式,,,
挡位个数,8,8,8
扬声器数量,,,
扬声器品牌名称,,,
手机无线充电功能,,,
手机互联/映射,,,
手机APP远程功能,,,
手势控制,○,○,○
感应雨刷功能,,,
感应后备厢,●,●,●
快充功能,不支持,不支持,不支持
循迹倒车,○,○,○
座椅材质,,,
座位数(个),,,
并线辅助,○,○,●
巡航系统,,,
导航路况信息显示,●,●,●
宽度(mm),1868,1868,1868
官方0-100km/h加速(s),6.7,6.7,6.7
安全带未系提醒,,,
天窗类型,,,
大灯高度可调,●,●,●
大灯延时关闭,●,●,●
多媒体/充电接口,,,
多功能方向盘,●,●,●
外后视镜功能,,,
备胎规格,,,
后雨刷,-,-,-
后轮距(mm),1622,1622,1622
后轮胎规格,-,-,-
后排独立空调,○,○,○
后排液晶屏幕,-,-,
后排杯架,●,●,●
后排座椅放倒形式,-,-,-
后悬架类型,,,
后座出风口,●,●,●
后备厢容积(L),-,-,-
后制动器类型,,,
可变悬架功能,,,
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●
发动机布局,纵置,纵置,纵置
发动机型号,B48B20C,B48B20C,B48B20C
发动机,2.0T 184马力 L4,2.0T 184马力 L4,2.0T 184马力 L4
厂商指导价(元),50.95万,50.95万,54.65万
厂商,华晨宝马,华晨宝马,华晨宝马
卫星导航系统,●,●,●
助力类型,,,
副驾驶位后排可调节按钮,-,-,●
副座椅调节方式,,,
前轮距(mm),1598,1598,1598
前轮胎规格,-,-,-
前方碰撞预警,●,●,●
前排座椅功能,,,
前悬架类型,,,
前制动器类型,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内置行车记录仪,○,○,○
内后视镜功能,,,
全液晶仪表盘,●,●,●
倒车车侧预警系统,○,○,●
供油方式,直喷,直喷,直喷
低速行车警告,●,●,●
主座椅调节方式,,,
主动闭合式进气格栅,●,●,●
主动刹车/主动安全系统,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
上市时间,2022.08,2022.08,2022.08
上坡辅助,●,●,●
三电系统质保,,,
Wi-Fi热点,●,●,●
WLTC综合油耗(L/100km),2.16,2.16,2.16
WLTC纯电续航里程(km)_y,73,73,73
WLTC纯电续航里程(km)_x,73,73,73
USB/Type-C接口数量,,,
OTA升级,●,●,●
NEDC综合油耗(L/100km),1.5,1.5,1.5
NEDC纯电续航里程(km)_y,95,95,95
NEDC纯电续航里程(km)_x,95,95,95
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
HUD抬头数字显示,○,○,○
ABS防抱死,●,●,●
4G/5G网络,,,
