Feature,63400,64141,65167,67706,67939,67940,67941
第二排座椅调节,,,,,,,
空载最小离地间隙(mm),200,200,200,221,200,221,221
空调温度控制方式,,,,,,,
空气质量监测,○,-,-,●,-,-,-
离去角(°),30,30,30,32,30,32,32
百公里耗电量(kWh/100km),22.8,22.5,22.5,19.7,17.4,17.4,19.7
疲劳驾驶提示,●,●,●,●,●,●,●
电芯品牌,,,,,,,
电能当量燃料消耗量(L/100km),-,-,-,2.23,1.97,1.97,2.23
电池预加热,●,●,●,●,●,●,●
电池能量(kWh),27.54,19.09,19.09,27.54,18.74,18.74,27.54
电池类型,,,,,,,
电池特有技术,大禹电池,大禹电池,大禹电池,大禹电池,大禹电池,大禹电池,大禹电池
电池快充电量范围(%)_y,30-80,30-80,30-80,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.47,0.47,0.47,0.47,0.47,0.47,0.47
电池快充时间(小时)_x,0.47,0.47,0.47,0.47,0.47,0.47,0.47
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置
电动机总扭矩(N·m),510,510,510,510,510,510,510
电动机总功率(kW),220,220,220,220,220,220,220
电动机总功率(Ps),299,299,299,299,299,299,299
电动机(Ps),299,299,299,299,299,299,299
电动座椅记忆功能,,,-,,-,,
电动后备厢,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号
满载最小离地间隙(mm),170,170,170,-,-,-,-
温度分区控制,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,
油箱容积(L),55,55,55,55,55,55,55
气缸数(个),4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L
毫米波雷达数量,,,-,,-,,
每缸气门数(个),4,4,4,4,4,4,4
最高车速(km/h),190,190,190,190,190,190,190
最大马力(Ps),167,167,167,167,167,167,167
最大爬坡度(%),60,60,60,60,60,60,60
最大满载质量(kg),2560,2480,2480,2560,2480,2480,2560
最大涉水深度(mm),560,560,560,560,560,560,560
最大扭矩转速(rpm),1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000
最大扭矩(N·m)_y,243,243,243,243,243,243,243
最大扭矩(N·m)_x,750,750,750,750,750,750,750
最大功率转速(rpm),5500-6000,5500-6000,5500-6000,5500-6000,5500-6000,5500-6000,5500-6000
最大功率(kW)_y,123,123,123,123,123,123,123
最大功率(kW)_x,282,278,278,282,278,278,282
最大净功率(kW),120,120,120,120,120,120,120
最低荷电状态油耗(L/100km),6.09,5.98,5.98,6.09,5.98,5.98,6.09
无钥匙进入功能,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-
方向盘材质,,,,,,,
方向盘换挡,-,-,-,-,-,-,-
方向盘加热,○,-,-,●,-,-,-
方向盘位置调节,,,,,,,
整车质保,,,,,,,
整备质量(kg),2135,2055,2055,2135,2055,2055,2135
摄像头数量,,,-,,-,,
接近角(°),24,24,24,25,24,25,25
排量(mL),1499,1499,1499,1499,1499,1499,1499
换挡形式,,,,,,,
挡位个数,2,2,2,2,2,2,2
扬声器数量,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-
手机无线充电功能,,,-,,-,,
手机无线充电功率,,,-,,-,,
手机互联/映射,-,-,-,-,-,-,-
手机APP远程功能,,,,,,,
慢充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
感应雨刷功能,,,,,,,
快充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
快充功能,支持,支持,支持,支持,支持,支持,支持
快充功率(kW),41,33,33,41,33,33,41
循迹倒车,-,-,-,○,-,-,-
座椅材质,,,,,,,
座位数(个),,,,,,,
并线辅助,●,●,-,●,-,●,●
巡航系统,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●
对外放电,●,●,●,●,●,●,●
对外交流放电功率(kW),3.3,3.3,3.3,3.3,3.3,3.3,3.3
宽度(mm),1916,1916,1916,1950,1916,1950,1950
官方0-100km/h加速(s),6.2,6,6,6.2,6,6,6.2
安全带未系提醒,,,,,,,
天窗类型,,,-,,-,,
大灯高度可调,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●
多层隔音玻璃,,,-,,-,,
多媒体/充电接口,,,,,,,
多功能方向盘,●,●,●,●,●,●,●
外后视镜功能,,,,,,,
备胎规格,,,,,,,
备胎放置方式,,,,,,,
地图品牌,,,,,,,
四驱形式,,,,,,,
后雨刷,●,●,●,●,●,●,●
后轮距(mm),1640,1640,1640,1640,1640,1640,1640
后轮胎规格,,,,,,,
后电动机最大扭矩(N·m),350,350,350,350,350,350,350
后电动机最大功率(kW),150,150,150,150,150,150,150
后电动机型号,TZ220XS008,TZ220XS008,TZ220XS008,TZ220XS008,TZ220XS008,TZ220XS008,TZ220XS008
后方碰撞预警,●,●,-,●,-,●,●
后排独立空调,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,
后排侧窗遮阳帘,,-,-,,-,-,-
后悬架类型,,,,,,,
后座出风口,●,●,●,●,●,●,●
后备厢容积(L),586-1404,586-1404,586-1404,586-1404,586-1404,586-1404,586-1404
后制动器类型,,,,,,,
可见即可说,●,●,●,●,●,●,●
变速箱类型,混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT)
变速箱,2挡DHT,2挡DHT,2挡DHT,2挡DHT,2挡DHT,2挡DHT,2挡DHT
发动机电子防盗,●,●,●,●,●,●,●
发动机特有技术,米勒循环、低压废气再循环,米勒循环、低压废气再循环,米勒循环、低压废气再循环,米勒循环、低压废气再循环,米勒循环、低压废气再循环,米勒循环、低压废气再循环,米勒循环、低压废气再循环
发动机布局,-,-,-,-,-,-,-
发动机型号,GW4B15E,GW4B15E,GW4B15E,GW4B15E,GW4B15E,GW4B15E,GW4B15E
发动机,1.5T 167马力 L4,1.5T 167马力 L4,1.5T 167马力 L4,1.5T 167马力 L4,1.5T 167马力 L4,1.5T 167马力 L4,1.5T 167马力 L4
压缩比,12.4,12.4,12.4,12.4,12.4,12.4,12.4
厂商指导价(元),18.38万,17.38万,16.58万,19.28万,16.58万,17.38万,18.38万
厂商,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车
卫星导航系统,●,●,●,●,●,●,●
单踏板模式,●,●,●,●,●,●,●
匝道自动驶出(入),-,-,-,○,-,-,-
助力类型,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,
前轮距(mm),1641,1641,1641,1641,1641,1641,1641
前轮胎规格,,,,,,,
前电动机最大扭矩(N·m),160,160,160,160,160,160,160
前电动机最大功率(kW),70,70,70,70,70,70,70
前电动机型号,TZ220XS011,TZ220XS011,TZ220XS011,TZ220XS011,TZ220XS011,TZ220XS011,TZ220XS011
前方碰撞预警,●,●,-,●,-,●,●
前方感知摄像头,,,-,,-,,
前排座椅功能,,,,,,,
前悬架类型,,,,,,,
前制动器类型,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内置行车记录仪,○,-,-,●,-,-,-
内后视镜功能,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●
倒车车侧预警系统,●,●,-,●,-,●,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷
低速行车警告,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,
主动刹车/主动安全系统,●,●,-,●,-,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,
中控屏幕尺寸,,,,,,,
上市时间,2023.10,2023.10,2023.10,2024.04,2024.04,2024.04,2024.04
上坡辅助,●,●,●,●,●,●,●
三电首任车主质保政策,,,,,,,
Wi-Fi热点,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),1.15,1.68,1.68,1.15,1.68,1.68,1.15
WLTC纯电续航里程(km)_y,115,81,81,115,81,81,115
WLTC纯电续航里程(km)_x,115,81,81,115,81,81,115
USB/Type-C接口数量,,,,,,,
OTA升级,●,●,●,●,●,●,●
NEDC纯电续航里程(km)_y,145,102,102,145,102,102,145
NEDC纯电续航里程(km)_x,145,102,102,145,102,102,145
LED日间行车灯,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
HUD抬头数字显示,○,○,-,●,-,○,○
HUD抬头尺寸,,,-,,-,,
ETC装置,○,○,○,●,○,●,●
DOW开门预警,●,●,-,●,-,●,●
ABS防抱死,●,●,●,●,●,●,●
4G/5G网络,,,,,,,
