Feature,62017,62018,62019,62020,62021,62022,62023,62024,62025,62026,62027
变速箱,CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),E-CVT+自动变速箱(模拟),E-CVT+自动变速箱(模拟),E-CVT+自动变速箱(模拟),E-CVT+自动变速箱(模拟),E-CVT+自动变速箱(模拟)
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,M20C,M20C,M20C,M20C,M20C,M20C,A25D,A25D,A25D,A25D,A25D
发动机启停技术,●,●,●,●,●,●,-,-,-,-,-
发动机,2.0L 171马力 L4,2.0L 171马力 L4,2.0L 171马力 L4,2.0L 171马力 L4,2.0L 171马力 L4,2.0L 171马力 L4,2.5L 178马力 L4,2.5L 178马力 L4,2.5L 178马力 L4,2.5L 178马力 L4,2.5L 178马力 L4
压缩比,13,13,13,13,13,13,14,14,14,14,14
厂商指导价(元),17.38万,19.18万,20.18万,21.08万,22.18万,23.58万,22.38万,23.18万,24.48万,25.18万,26.48万
厂商,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田
卫星导航系统,-,-,-,-,-,-,-,-,-,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,
前轮距(mm),1605,1605,1605,1605,1595,1595,1605,1605,1605,1605,1605
前轮胎规格,225/60 R18,225/60 R18,225/60 R18,225/60 R18,235/55 R19,235/55 R19,225/60 R18,225/60 R18,225/60 R18,225/60 R18,225/60 R18
前电动机最大扭矩(N·m),-,-,-,-,-,-,202,202,202,202,202
前电动机最大功率(kW),-,-,-,-,-,-,88,88,88,88,88
前方碰撞预警,-,●,●,●,●,●,●,●,●,●,●
前排座椅功能,-,-,-,-,,,-,-,-,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,
全液晶仪表盘,-,-,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,-,-,-,-,●,●,-,-,-,●,●
供油方式,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射
低速行车警告,-,-,-,-,-,-,●,●,●,●,●
主座椅调节方式,,,,,,,,,,,
主动闭合式进气格栅,-,-,-,-,-,-,●,●,●,●,●
主动刹车/主动安全系统,-,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,
中央差速器结构,-,-,-,多片离合器,-,多片离合器,-,-,-,-,-
上市时间,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03
上坡辅助,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),6.39,6.39,6.39,6.85,6.43,6.81,5.1,5.1,5.23,5.1,5.23
USB/Type-C接口数量,,,,,,,,,,,
OTA升级,-,-,-,-,●,●,-,-,-,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,●,●,-,-,-,●,●
ETC装置,○,○,○,○,○,○,○,○,○,○,○
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,-,-,-,-,,,-,-,-,,
