Feature,68371,68372,68373,72756
液晶仪表尺寸,,,,
毫米波雷达数量,,,,
模拟声浪,○,○,○,-
最高车速(km/h),180,180,180,180
最大满载质量(kg),2530,2580,2580,2580
最大扭矩(N·m),400,430,430,430
最大功率(kW),210,250,250,250
无钥匙进入功能,,,,
无钥匙启动系统,●,●,●,●
方向盘记忆,-,-,-,-
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,-,-,-,-
方向盘位置调节,,,,
整车质保,,,,
整备质量(kg),2029,2087,2087,2087
摄像头数量,,,,
接近角(°),16,16,16,16
换电,不支持,不支持,不支持,不支持
换挡形式,,,,
挡位个数,1,1,1,1
扬声器数量,,,,
扬声器品牌名称,,,,-
手机无线充电功能,,,,-
手机互联/映射,,,,
手机APP远程功能,,,,
感应雨刷功能,,,,
感应后备厢,○,○,○,-
快充功能,支持,支持,支持,支持
循迹倒车,○,●,●,●
座椅材质,,,,
座位数(个),,,,
并线辅助,●,●,●,●
巡航系统,,,,
导航路况信息显示,●,●,●,●
宽度(mm),1846,1846,1846,1846
官方0-100km/h加速(s),6.2,5.6,5.6,5.6
安全带未系提醒,,,,
天窗类型,,,,
大灯高度可调,●,●,●,●
大灯延时关闭,●,●,●,●
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
外观套件,-,,,
外后视镜功能,,,,
备胎规格,,,,
后雨刷,-,-,-,-
后轮距(mm),1581,1581,1581,1581
后轮胎规格,,,,
后电动机最大扭矩(N·m),400,430,430,430
后电动机最大功率(kW),210,250,250,250
后排独立空调,●,●,●,●
后排杯架,●,●,●,●
后排座椅放倒形式,-,-,-,-
后悬架类型,,,,
后座出风口,●,●,●,●
后备厢容积(L),410,410,410,410
后制动器类型,,,,
可变悬架功能,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),35.39万,38.39万,41.39万,35.99万
厂商,华晨宝马,华晨宝马,华晨宝马,华晨宝马
卫星导航系统,●,●,●,●
助力类型,,,,
副驾驶位后排可调节按钮,-,-,-,-
副座椅调节方式,,,,
前轮距(mm),1593,1593,1603,1603
前轮胎规格,,,,
前方碰撞预警,●,●,●,●
前方感知摄像头,,,,
前排座椅功能,,,,-
前悬架类型,,,,
前制动器类型,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内置行车记录仪,-,-,●,-
内后视镜功能,,,,
全液晶仪表盘,●,●,●,●
倒车车侧预警系统,○,●,●,●
低速行车警告,●,●,●,●
主座椅调节方式,,,,
主动闭合式进气格栅,●,●,●,●
主动刹车/主动安全系统,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,
中控屏幕尺寸,,,,
上市时间,2024.09,2024.09,2024.09,2025.04
上坡辅助,●,●,●,●
Wi-Fi热点,●,●,●,●
USB/Type-C接口数量,,,,
OTA升级,●,●,●,●
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
HUD抬头数字显示,○,○,●,-
ETC装置,○,○,○,-
CLTC纯电续航里程(km)_y,526,592,592,592
CLTC纯电续航里程(km)_x,526,592,592,592
ABS防抱死,●,●,●,●
4G/5G网络,,,,
