Feature,1013187,1013188,1013189,1013190,1013191,1013192,1013193,1013194,1013195,1013196,1013197,1013198,1014481,1014482,1014483,1017829
蓝牙/车载电话,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自适应远近光,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
能源类型_y,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油+CNG,汽油+CNG,汽油+CNG,汽油
能源类型_x,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油+CNG,汽油+CNG,汽油+CNG,汽油
胎压监测功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁
级别,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客
简称,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空载最小离地间隙(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,140
空调温度控制方式,,,,,,,,,,,,,,,,
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动机(Ps),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
油箱容积(L),55,55,55,55,55,55,55,55,55,55,55,55,15,15,15,55
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大马力(Ps),117,117,117,117,117,117,117,117,117,117,117,117,95,95,95,117
最大满载质量(kg),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大扭矩转速(rpm),2400-3600,2400-3600,2400-3600,2400-3600,2400-3600,2400-3600,2400-3600,2400-3600,2400-3600,2400-3600,2400-3600,2400-3600,2000-3200,2000-3200,2000-3200,2400-3600
最大扭矩(N·m)_y,198,198,198,198,198,198,198,198,198,198,198,198,168,168,168,198
最大扭矩(N·m)_x,198,198,198,198,198,198,198,198,198,198,198,198,168,168,168,198
最大功率转速(rpm),4200-4800,4200-4800,4200-4800,4200-4800,4200-4800,4200-4800,4200-4800,4200-4800,4200-4800,4200-4800,4200-4800,4200-4800,4400,4400,4400,4200-4800
最大功率(kW)_y,86,86,86,86,86,86,86,86,86,86,86,86,70,70,70,86
最大功率(kW)_x,86,86,86,86,86,86,86,86,86,86,86,86,70,70,70,86
最大净功率(kW),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
无钥匙进入功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
整车质保,,,,,,,,,,,,,-,-,-,
整备质量(kg),1599,1599,1599,1746,1746,1746,1599,1599,1599,1746,1746,1746,-,-,-,1746
排量(mL),2237,2237,2237,2237,2237,2237,2237,2237,2237,2237,2237,2237,2237,2237,2237,2237
换挡形式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
挡位个数,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
扬声器数量,,,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-
大灯延时关闭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,,,,,,
多功能方向盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
外后视镜功能,,,,,,,,,,,,,,,,
备胎规格,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮胎规格,,,,,,,,,,,,,,,,
后排车门开启方式,,,,,,,,,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,,,,,,,,,,,,,,,,
后座出风口,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,,,,,,
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机布局,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,纵置
发动机型号,V22H,V22H,V22H,V22H,V22H,V22H,V22H,V22H,V22H,V22H,V22H,V22H,V22H,V22H,V22H,V22H
发动机,2.2L 117马力 L4,2.2L 117马力 L4,2.2L 117马力 L4,2.2L 117马力 L4,2.2L 117马力 L4,2.2L 117马力 L4,2.2L 117马力 L4,2.2L 117马力 L4,2.2L 117马力 L4,2.2L 117马力 L4,2.2L 117马力 L4,2.2L 117马力 L4,2.2L 95马力 L4,2.2L 95马力 L4,2.2L 95马力 L4,2.2L 117马力 L4
厂商指导价(元),8.48万,8.58万,8.68万,9.18万,9.28万,9.38万,7.88万,7.98万,8.08万,8.18万,8.28万,8.38万,8.98万~9.48万,8.98万~9.48万,8.98万~9.48万,8.38万~8.58万
厂商,厦门金龙,厦门金龙,厦门金龙,厦门金龙,厦门金龙,厦门金龙,厦门金龙,厦门金龙,厦门金龙,厦门金龙,厦门金龙,厦门金龙,厦门金龙,厦门金龙,厦门金龙,厦门金龙
卫星导航系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
助力类型,,,,,,,,,,,,,,,,
副座椅调节方式,,,,,,,,,,,,,,,,-
前轮距(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前轮胎规格,,,,,,,,,,,,,,,,
前排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
侧滑门形式,,,,,,,,,,,,,,,,
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,,,,,,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中控彩色屏幕,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中控屏幕尺寸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.10,2022.10,2022.10,2024.01
上坡辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
USB/Type-C接口数量,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
OTA升级,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NEDC综合油耗(L/100km),8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,-,-,-,8.5
LED日间行车灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
