Feature,69919,70654,70655,70656,70657
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,,,,,
地图品牌,,,,,
哨兵模式/千里眼,●,-,-,●,●
后雨刷,●,●,●,●,●
后轮距(mm),1625,1635,1635,1635,1635
后轮胎规格,,,,,
后方碰撞预警,●,-,-,-,-
后排独立空调,-,-,-,-,-
后排杯架,●,●,●,●,●
后排座椅放倒形式,,,,,
后悬架类型,,,,,
后座出风口,●,●,●,●,●
后备厢容积(L),528-2065,528-2065,528-2065,528-2065,528-2065
后制动器类型,,,,,
变速箱类型,混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT)
变速箱,1挡DHT,1挡DHT,1挡DHT,1挡DHT,1挡DHT
发动机电子防盗,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置
发动机型号,BHE15-BFN,BHE15-BFN,BHE15-BFN,BHE15-BFN,BHE15-BFN
发动机,1.5L 112马力 L4,1.5L 112马力 L4,1.5L 112马力 L4,1.5L 112马力 L4,1.5L 112马力 L4
厂商指导价(元),13.28万,9.98万,10.98万,11.28万,12.28万
厂商,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车
卫星导航系统,●,●,●,●,●
助力类型,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-
副座椅调节方式,,,,,
前轮距(mm),1625,1635,1635,1635,1635
前轮胎规格,,,,,
前电动机最大扭矩(N·m),262,262,262,262,262
前电动机最大功率(kW),160,160,160,160,160
前电动机型号,TZ220WY075,TZ220WY075,TZ220WY075,TZ220WY075,TZ220WY075
前方碰撞预警,●,-,○,-,●
前方感知摄像头,,-,,-,
前排座椅功能,,-,,,
前悬架类型,,,,,
前制动器类型,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内置行车记录仪,○,○,○,○,○
内后视镜功能,,,,,
全液晶仪表盘,●,-,●,-,●
倒车车侧预警系统,●,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
低速行车警告,●,●,●,●,●
主座椅调节方式,,,,,
主动式环境氛围灯,●,-,-,-,-
主动刹车/主动安全系统,●,-,○,-,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,
中控屏幕类型,,,,,
中控屏幕尺寸,,,,,
上市时间,2024.12,2024.12,2024.12,2024.12,2024.12
上坡辅助,●,●,●,●,●
三电系统质保,,,,,
Wi-Fi热点,●,●,●,●,●
WLTC综合油耗(L/100km),0.99,2.1,2.1,0.99,0.99
WLTC纯电续航里程(km)_y,101,45,45,101,101
WLTC纯电续航里程(km)_x,101,45,45,101,101
USB/Type-C接口数量,,,,,
OTA升级,●,●,●,●,●
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
HUD抬头数字显示,●,-,-,-,○
HUD抬头尺寸,,-,-,-,
DOW开门预警,●,-,-,-,-
CLTC综合续航(km),1420,1355,1355,1420,1420
CLTC纯电续航里程(km)_y,120,55,55,120,120
CLTC纯电续航里程(km)_x,120,55,55,120,120
ABS防抱死,●,●,●,●,●
4G/5G网络,,,,,
