Feature,62267,62268,62269,62270,62271,62272,62273,62274,62275,62276,62277,62278,67932,68571,68572
行车电脑显示屏幕,,,,,,,,,,,,,-,,
行李厢12V电源接口,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
自适应远近光,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
自动泊车入位,○,○,○,○,●,●,-,-,-,●,●,●,-,-,-
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
能量回收系统,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,,,,,,,-,,
缺气保用轮胎,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
级别,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,-,-,○,○,●,●,-,-,-,●,●,●,-,●,●
第二排座椅调节,,,,,,,,,,,,,-,,
第二排座椅功能,-,-,,,,,,,,,,,-,,
空调温度控制方式,,,,,,,,,,,,,-,,
离去角(°),20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
百公里耗电量(kWh/100km),15.9,15.9,15.9,15.9,16.2,16.2,15.9,15.9,15.9,16.2,16.2,16.2,16.2,16.2,16.2
疲劳驾驶提示,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
电芯品牌,,,,,,,,,,,,,,,
电能当量燃料消耗量(L/100km),1.8,1.8,1.8,1.8,1.83,1.83,1.8,1.8,1.8,1.83,1.83,1.83,1.83,1.83,1.83
电池预加热,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
电池能量密度(Wh/kg),175,175,175,175,175,175,175,175,175,175,175,175,175,175,175
电池能量(kWh),83.4,83.4,83.4,83.4,83.4,83.4,83.4,83.4,83.4,83.4,83.4,83.4,83.4,83.4,83.4
电池类型,,,,,,,,,,,,,,,
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,前交流/异步 后永磁/同步,前交流/异步 后永磁/同步,永磁/同步,永磁/同步,永磁/同步,前交流/异步 后永磁/同步,前交流/异步 后永磁/同步,前交流/异步 后永磁/同步,前交流/异步 后永磁/同步,前交流/异步 后永磁/同步,前交流/异步 后永磁/同步
电机布局,后置,后置,后置,后置,前置+后置,前置+后置,后置,后置,后置,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置
电动机总扭矩(N·m),310,310,310,310,460,460,310,310,310,460,460,460,460,460,460
电动机总功率(kW),150,150,150,150,225,225,150,150,150,225,225,225,225,225,225
电动机(Ps),204,204,204,204,306,306,204,204,204,306,306,306,306,306,306
电动座椅记忆功能,-,-,,,,,-,-,-,,,,-,,
电动后备厢位置记忆,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
电动后备厢,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
热泵空调,○,○,○,○,○,○,-,-,-,-,-,-,-,○,○
灯光特色功能,-,-,,,,,,,,,,,-,,
温度分区控制,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
液晶仪表尺寸,,,,,,,,,,,,,-,,
最高车速(km/h),160,160,160,160,160,160,160,160,160,160,160,160,160,160,160
最大满载质量(kg),2885,2885,2885,2885,2890,2890,2885,2885,2885,2890,2890,2890,2890,2890,2890
最大扭矩(N·m),310,310,310,310,460,460,310,310,310,460,460,460,460,460,460
最大功率(kW),150,150,150,150,225,225,150,150,150,225,225,225,225,225,225
无钥匙进入功能,,,,,,,,,,,,,-,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,-,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
方向盘位置调节,,,,,,,,,,,,,-,,
整车质保,,,,,,,,,,,,,,,
整备质量(kg),2325,2325,2325,2325,2410,2410,2325,2325,2325,2410,2410,2410,2410,2410,2410
接近角(°),17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
换电,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持
换挡形式,,,,,,,,,,,,,-,,
挡位个数,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,,,,,-,,
扬声器品牌名称,,,,,,,,,,,,,-,-,-
手机无线充电功能,,,,,,,,,,,,,-,,
手机互联/映射,,,,,,,,,,,,,-,,
手机APP远程功能,,,,,,,,,,,,,-,,
感应雨刷功能,,,,,,,,,,,,,-,,
感应后备厢,○,○,○,○,●,●,-,-,-,●,●,●,-,-,-
快充功能,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,,,,,,,-,,
座椅布局,,,,,,,,,,,,,-,,
座位数(个),,,,,,,,,,,,,,,
并线辅助,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
巡航系统,,,,,,,,,,,,,-,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
宽度(mm),1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860
官方0-100km/h加速(s),9.3,9.3,9.3,9.3,6.7,6.7,9.3,9.3,9.3,6.7,6.7,6.7,6.7,6.7,6.7
安全带未系提醒,,,,,,,,,,,,,-,,
天窗类型,,,,,,,,,,,,,-,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
大灯清洗装置,-,-,●,●,●,●,●,●,●,●,●,●,-,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
多媒体/充电接口,,,,,,,,,,,,,-,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
外后视镜功能,,,,,,,,,,,,,-,,
备胎规格,,,,,,,,,,,,,,,
四驱形式,-,-,-,-,,,-,-,-,,,,,,
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
后轮距(mm),1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563
后轮胎规格,,,,,,,,,,,,,,,
后电动机最大扭矩(N·m),310,310,310,310,-,-,310,310,310,-,-,-,-,-,-
后电动机最大功率(kW),150,150,150,150,-,-,150,150,150,-,-,-,-,-,-
后方碰撞预警,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
后排独立空调,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
后排座椅放倒形式,,,,,,,,,,,,,-,,
后排侧隐私玻璃,-,-,○,○,●,●,-,-,-,●,●,●,-,●,●
后悬架类型,,,,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
后备厢容积(L),1776,1776,1776,1776,1825,1825,1776,1776,1776,1825,1825,1825,1825,1825,1825
后制动器类型,,,,,,,,,,,,,,,
可变悬架功能,-,-,-,-,,,-,-,-,,,,-,,
可加热喷水嘴,○,○,○,○,○,○,-,-,-,-,-,-,-,○,○
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),29.85万,29.85万,31.25万,31.25万,41.55万,41.55万,33.15万,33.15万,33.60万,42.80万,42.80万,43.25万,-,36.75万,36.75万
厂商,上汽奥迪,上汽奥迪,上汽奥迪,上汽奥迪,上汽奥迪,上汽奥迪,上汽奥迪,上汽奥迪,上汽奥迪,上汽奥迪,上汽奥迪,上汽奥迪,上汽奥迪,上汽奥迪,上汽奥迪
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
助力类型,,,,,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,-,,
前轮距(mm),1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587
前轮胎规格,,,,,,,,,,,,,,,
前方碰撞预警,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
前排座椅功能,-,-,,,,,,,,,,,-,,
前悬架类型,,,,,,,,,,,,,,,
前大灯雨雾模式,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
前制动器类型,,,,,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
内后视镜功能,,,,,,,,,,,,,-,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
倒车车侧预警系统,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
侧窗多层隔音玻璃,,,,,,,,,,,,,-,,
低速行车警告,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
主座椅调节方式,,,,,,,,,,,,,-,,
主动闭合式进气格栅,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,-,,
中控屏幕类型,,,,,,,,,,,,,-,,
中控屏幕尺寸,,,,,,,,,,,,,-,,
上市时间,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03,-,2024.05,2024.05
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
三电系统质保,,,,,,,,,,,,,,,
USB/Type-C接口数量,,,,,,,,,,,,,-,,
OTA升级,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
ETC装置,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
DOW开门预警,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
CLTC纯电续航里程(km)_y,560,560,560,560,550,550,560,560,560,550,550,550,550,550,550
CLTC纯电续航里程(km)_x,560,560,560,560,550,550,560,560,560,550,550,550,550,550,550
AR实景导航,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
AR-HUD增强现实抬头显示,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
4G/5G网络,,,,,,,,,,,,,-,,
