Feature,1009297,1009298,1009299,1009300,1009301,1009302,1009303
天窗类型,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●
多媒体/充电接口,-,-,-,-,-,-,-
多功能方向盘,-,-,-,-,-,-,-
外后视镜功能,,,,-,-,-,-
后雨刷,●,●,●,●,●,●,-
后轮距(mm),1490,1490,1490,1490,1490,1490,1490
后轮胎规格,215/70 R17.5,215/70 R17.5,215/70 R17.5,215/70 R17.5,215/70 R17.5,215/70 R17.5,215/70 R17.5
后排车门开启方式,外摆门,外摆门,外摆门,外摆门,折叠门,折叠门,折叠门
后排独立空调,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-
后排侧隐私玻璃,●,●,●,-,-,-,-
后悬架类型,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架
后座出风口,●,●,●,●,●,●,●
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-,-,-,-
发动机型号,9GR,9GR,9GR,9GR,9GR,9GR,9GR
发动机,4.0L 205马力 V6,4.0L 205马力 V6,4.0L 205马力 V6,4.0L 205马力 V6,4.0L 205马力 V6,4.0L 205马力 V6,4.0L 205马力 V6
压缩比,-,-,-,-,-,-,-
厂商指导价(元),55.89万,55.57万,55.27万,45.00万,42.09万,42.29万,41.84万
厂商,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田
卫星导航系统,○,-,-,-,-,-,-
助力类型,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力
副座椅调节方式,,,,,,,
前轮距(mm),1690,1690,1690,1690,1690,1690,1690
前轮胎规格,215/70 R17.5,215/70 R17.5,215/70 R17.5,215/70 R17.5,215/70 R17.5,215/70 R17.5,215/70 R17.5
前排座椅功能,-,-,-,-,-,-,-
前悬架类型,双叉臂式扭杆弹簧独立悬架,双叉臂式扭杆弹簧独立悬架,双叉臂式扭杆弹簧独立悬架,双叉臂式扭杆弹簧独立悬架,双叉臂式扭杆弹簧独立悬架,双叉臂式扭杆弹簧独立悬架,双叉臂式扭杆弹簧独立悬架
前制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式
前/后驻车雷达,-,-,-,-,-,-,-
前/后电动车窗,-,-,-,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,-,-,-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
准拖挂车总质量(kg),-,-,-,-,-,-,-
内后视镜功能,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-
侧滑门形式,,,,,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,,,,,
主/副驾驶座电动调节,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-
中控彩色屏幕,,-,-,-,-,-,-
上市时间,2019.11,2019.11,2019.11,2019.11,2019.11,2019.11,2019.11
上坡辅助,-,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●
