Feature,59086,59087
手机互联/映射,,
手机APP远程功能,,
感应雨刷功能,,
感应后备厢,●,●
座椅材质,,
座位数(个),,
并线辅助,●,●
巡航系统,,
导航路况信息显示,●,●
宽度(mm),1859,1859
官方0-100km/h加速(s),8.2,8.2
安全带未系提醒,,
天窗类型,,
大灯高度可调,●,●
大灯延时关闭,●,●
多媒体/充电接口,,
多功能方向盘,●,●
外后视镜功能,,
备胎规格,,
后雨刷,●,●
后轮距(mm),1572,1572
后轮胎规格,,
后排独立空调,●,●
后排杯架,●,●
后排座椅放倒形式,,
后悬架类型,,
后座出风口,●,●
后备厢容积(L),432-1725,432-1725
后制动器类型,,
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,6挡湿式双离合,6挡湿式双离合
发动机电子防盗,●,●
发动机布局,横置,横置
发动机型号,EA211-DXJ,EA211-DXJ
发动机启停技术,●,●
发动机,1.4T 150马力 L4,1.4T 150马力 L4
厂商指导价(元),26.105万,27.205万
厂商,上汽大众,上汽大众
卫星导航系统,●,●
助力类型,,
副驾驶位后排可调节按钮,-,-
副座椅调节方式,,
前轮距(mm),1582,1582
前轮胎规格,,
前电动机最大扭矩(N·m),330,330
前电动机最大功率(kW),85,85
前方碰撞预警,●,●
前方感知摄像头,,
前排座椅功能,,
前悬架类型,,
前大灯雨雾模式,●,●
前制动器类型,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●
制动力分配(EBD/CBC等),●,●
内后视镜功能,,
全液晶仪表盘,●,●
倒车车侧预警系统,●,●
供油方式,直喷,直喷
低速行车警告,●,●
主座椅调节方式,,
主动刹车/主动安全系统,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,
中控屏幕尺寸,,
上市时间,2022.08,2022.08
上坡辅助,●,●
三电系统质保,,
Wi-Fi热点,●,●
WLTC综合油耗(L/100km),2.65,2.65
USB/Type-C接口数量,,
OTA升级,-,-
NEDC综合油耗(L/100km),1.8,1.8
NEDC纯电续航里程(km)_y,55,55
NEDC纯电续航里程(km)_x,55,55
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
ABS防抱死,●,●
4G/5G网络,,
