Feature,66775,66835,66857,66858,67874,67875,67876,67877,67878,67879
车内摄像头数量,-,-,-,-,,,,-,,
车内化妆镜,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,,,,,
负离子发生器,-,-,-,-,●,●,●,●,●,●
语音连续识别,●,●,●,●,●,●,●,●,●,●
语音识别控制系统,,,,,,,,,,
语音助手唤醒词,,,,,,,,,,
语音分区域唤醒识别,,,,,,,,,,
语音免唤醒词,●,●,●,●,●,●,●,●,●,●
触摸式阅读灯,●,●,●,●,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,,,,,
行李厢12V电源接口,●,●,●,●,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●
自动泊车入位,-,-,-,-,-,-,●,-,-,●
自动头灯,●,●,●,●,●,●,●,●,●,●
自动变道辅助,-,-,-,-,-,●,●,●,●,●
能量回收系统,●,●,●,●,●,●,●,●,●,●
能源类型_y,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,纯电动,纯电动,纯电动,插电式混合动力,插电式混合动力,插电式混合动力
能源类型_x,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,纯电动,纯电动,纯电动,插电式混合动力,插电式混合动力,插电式混合动力
胎压监测功能,,,,,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,-,-,-,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,-,-,-,铝合金,铝合金,铝合金
级别,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV
系统综合功率(kW),-,-,-,-,-,-,-,452,452,452
系统综合功率(Ps),-,-,-,-,-,-,-,615,615,615
简称,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
第二排独立座椅,-,-,-,-,○,○,●,-,○,-
第二排座椅调节,,,,,,,,,,
第二排座椅电动调节,-,-,-,-,○,○,●,-,○,-
第二排座椅功能,-,-,-,-,,,,-,,-
空调温度控制方式,,,,,,,,,,
空气质量监测,●,-,-,●,●,●,●,●,●,●
离去角(°),22,22,22,22,21,21,21,25,25,25
百公里耗电量(kWh/100km),18.2,18.2,18.2,18.2,15.7,15.6,17.6,24.8,24.8,24.8
疲劳驾驶提示,-,-,-,-,●,●,●,-,●,●
电芯品牌,,,,,,,,,,
电能当量燃料消耗量(L/100km),2.06,2.06,2.06,2.06,1.78,1.76,1.99,2.8,2.8,2.8
电池预加热,●,●,●,●,●,●,●,●,●,●
电池能量密度(Wh/kg),-,-,-,-,147,150,150,-,-,-
电池能量(kWh),21.504,21.504,21.504,35.03,90.3,108.8,108.8,45.8,45.8,45.8
电池类型,,,,,,,,,,
电池特有技术,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池
电池快充电量范围(%)_y,-,-,-,-,80,80,80,80,80,80
电池快充电量范围(%)_x,-,-,-,-,80,80,80,80,80,80
电池快充时间(小时)_y,-,-,-,-,0.5,0.5,0.5,0.33,0.33,0.33
电池快充时间(小时)_x,-,-,-,-,0.5,0.5,0.5,0.33,0.33,0.33
电池冷却方式,液冷,液冷,液冷,液冷,-,-,-,-,-,-
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置,前置+后置,前置+后置,前置+后置,前置+后置
电动机总马力(Ps),218,218,218,218,228,245,517,489,489,489
电动机总扭矩(N·m),325,325,325,325,350,350,700,675,675,675
电动机总功率(kW),160,160,160,160,168,180,380,360,360,360
电动机(Ps),218,218,218,218,228,245,517,490,490,490
电动座椅记忆功能,,-,-,,,,,-,,
电动后备厢位置记忆,●,●,●,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,-,-,-,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,-,-,-,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●
热泵空调,-,-,-,-,●,●,●,●,●,●
灯光特色功能,,,,,,,,,,
温度分区控制,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,
油箱容积(L),53,53,53,53,-,-,-,53,53,53
气缸数(个),4,4,4,4,-,-,-,4,4,4
气缸排列形式,L,L,L,L,-,-,-,L,L,L
毫米波雷达数量,,,,,,,,,,
每缸气门数(个),4,4,4,4,-,-,-,4,4,4
最高车速(km/h),180,180,180,180,180,180,180,180,180,180
最小转弯半径(m),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
最大马力(Ps),139,139,139,139,228,245,517,139,139,139
最大满载质量(kg),2678,2678,2678,2815,2885,2965,3085,2970,2970,2970
最大扭矩转速(rpm),-,-,-,-,-,-,-,-,-,-
最大扭矩(N·m)_y,231,231,231,231,350,350,700,231,231,231
最大扭矩(N·m)_x,-,-,-,-,350,350,700,-,-,-
最大功率转速(rpm),-,-,-,-,-,-,-,-,-,-
最大功率(kW)_y,102,102,102,102,168,180,380,102,102,102
最大功率(kW)_x,-,-,-,-,168,180,380,452,452,452
最大净功率(kW),96,96,96,96,-,-,-,96,96,96
最低荷电状态油耗(L/100km),5.85,5.85,5.85,5.85,-,-,-,6.5,6.5,6.5
无钥匙进入功能,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●
旋转大屏,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,●,-,-,●
方向盘材质,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-
方向盘加热,●,●,-,●,●,●,●,●,●,●
方向盘位置调节,,,,,,,,,,
整车质保,,,,,,,,,,
整备质量(kg),2153,2153,2153,2290,2360,2440,2560,2445,2445,2445
摄像头数量,,,,,,,,,,
推荐燃油标号,92号,92号,92号,92号,-,-,-,92号,92号,92号
接近角(°),22,22,22,22,20,20,20,22,22,22
排量(mL),1497,1497,1497,1497,-,-,-,1497,1497,1497
换挡形式,,,,,,,,,,
挡位个数,无级变速,无级变速,无级变速,无级变速,1,1,1,无级变速,无级变速,无级变速
扬声器数量,,,,,,,,,,
扬声器品牌名称,,,-,,,,,,,
手机无线充电功能,,,,,,,,,,
手机无线充电功率,,,,,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-,-
手机APP远程功能,,,,,,,,,,
慢充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
感应雨刷功能,,,,,,,,,,
感应后备厢,●,-,-,●,●,●,●,-,●,●
快充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车左后侧,车左后侧,车左后侧,车右后侧,车右后侧,车右后侧
快充功能,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持
快充功率(kW),40,40,40,70,140,170,170,90,90,90
座椅材质,,,,,,,,,,
座椅布局,,,,,,,,,,
座位数(个),,,,,,,,,,
应用商店,●,●,●,●,●,●,●,●,●,●
并线辅助,●,●,-,●,●,●,●,●,●,●
巡航系统,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●
对外放电最低允许值(%),15,15,15,15,-,-,-,15,15,15
对外放电,●,●,●,●,●,●,●,●,●,●
对外交流放电功率(kW),6,6,6,6,-,-,-,6,6,6
宽度(mm),1950,1950,1950,1950,1950,1950,1950,1950,1950,1950
官方0-50km/h加速(s),4.3,4.3,4.3,4.3,3.9,3.9,1.98,-,-,-
官方0-100km/h加速(s),-,-,-,-,-,-,4.4,4.3,4.3,4.3
安全带未系提醒,,,,,,,,,,
天窗类型,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●
外观套件,-,-,-,-,-,-,-,-,-,
外后视镜功能,,,,,,,,,,
备胎规格,,,,,,,,,,
地图品牌,,,,,,,,,,
四驱形式,-,-,-,-,-,-,,,,
后雨刷,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1630,1630,1630,1630,1630,1630,1630,1630,1630,1630
后轮胎规格,,,,,,,,,,
后电动机最大扭矩(N·m),-,-,-,-,-,-,350,350,350,350
后电动机最大功率(kW),-,-,-,-,-,-,200,200,200,200
后电动机型号,-,-,-,-,-,-,-,TZ220XSE,TZ220XSE,TZ220XSE
后电动机品牌,-,-,-,-,-,-,-,比亚迪,比亚迪,比亚迪
后方碰撞预警,●,●,-,●,●,●,●,●,●,●
后排独立空调,-,-,-,-,●,●,●,●,●,●
后排杯架,●,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,
后排侧隐私玻璃,●,●,●,●,●,●,●,●,●,●
后悬架类型,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),235-1655,235-1655,235-1655,235-1655,-,-,-,235-1655,235-1655,235-1655
后制动器类型,,,,,,,,,,
可变悬架功能,,,,,,,,,,
变速箱类型,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●,●,-,-,-,●,●,●
发动机布局,横置,横置,横置,横置,-,-,-,横置,横置,横置
发动机型号,BYD476ZQC,BYD476ZQC,BYD476ZQC,BYD476ZQC,-,-,-,BYD476ZQC,BYD476ZQC,BYD476ZQC
发动机,1.5T 139马力 L4,1.5T 139马力 L4,1.5T 139马力 L4,1.5T 139马力 L4,纯电动,纯电动,纯电动,1.5T 139马力 L4,1.5T 139马力 L4,1.5T 139马力 L4
厂商指导价(元),19.98万,18.98万,17.98万,21.98万,21.98万,23.98万,26.98万,22.98万,24.98万,26.98万
厂商,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪
卫星导航系统,●,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,
前轮距(mm),1650,1650,1650,1650,1650,1650,1650,1650,1650,1650
前轮胎规格,,,,,,,,,,
前电动机最大扭矩(N·m),325,325,325,325,350,350,350,325,325,325
前电动机最大功率(kW),160,160,160,160,168,180,180,160,160,160
前电动机型号,TZ220XYH,TZ220XYH,TZ220XYH,TZ220XYH,-,-,-,TZ220XYH,TZ220XYH,TZ220XYH
前电动机品牌,比亚迪,比亚迪,比亚迪,比亚迪,-,-,-,比亚迪,比亚迪,比亚迪
前方碰撞预警,●,●,●,●,●,●,●,●,●,●
前方感知摄像头,,,,,,,,,,
前排座椅功能,,,,,,,,,,
前悬架类型,,,,,,,,,,
前大灯雨雾模式,●,●,●,●,●,●,●,●,●,●
前制动器类型,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,●,●,-,●,●,●,●,●,●,●
侧窗多层隔音玻璃,,,,,,,,,,
供油方式,直喷,直喷,直喷,直喷,-,-,-,直喷,直喷,直喷
低速行车警告,●,●,●,●,●,●,●,●,●,●
仪表盘屏幕材质,,,,,,,,,,
主座椅调节方式,,,,,,,,,,
主动闭合式进气格栅,-,-,-,-,●,●,●,-,-,-
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,●,●,●,●,●,●,●,●,●,●
中控彩色屏幕,,,,,,,,,,
中控屏幕类型,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,
上市时间,2024.02,2024.02,2024.02,2024.02,2024.04,2024.04,2024.04,2024.04,2024.04,2024.04
上坡辅助,●,●,●,●,●,●,●,●,●,●
三电首任车主质保政策,,,,,,,,,,
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),1.27,1.27,1.27,1.27,-,-,-,-,-,-
WLTC纯电续航里程(km)_y,95,95,95,150,-,-,-,189,189,189
WLTC纯电续航里程(km)_x,95,95,95,150,-,-,-,189,189,189
USB/Type-C最大充电功率,,,,,,,,,,
USB/Type-C接口数量,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●
NEDC综合续航(km),1050,1050,1050,1100,-,-,-,1020,1020,1020
NEDC纯电续航里程(km)_y,112,112,112,200,-,-,-,215,215,215
NEDC纯电续航里程(km)_x,112,112,112,200,-,-,-,215,215,215
LED日间行车灯,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,●,-,-,●,●,●,●,-,●,●
ETC装置,●,●,●,●,-,-,-,-,-,-
DOW开门预警,●,●,-,●,●,●,●,●,●,●
CLTC纯电续航里程(km)_y,-,-,-,-,600,730,635,-,-,-
CLTC纯电续航里程(km)_x,-,-,-,-,600,730,635,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,
220V/230V电源,-,-,-,●,●,●,●,●,●,●
