Feature,64683,65104,65105,65106,65193,66132,67216,67217,67653
电机布局,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置
电动机总马力(Ps),422,422,422,435,422,435,435,435,435
电动机总扭矩(N·m),620,620,620,620,620,620,620,620,620
电动机总功率(kW),310,310,310,320,310,320,320,320,320
电动机(Ps),422,422,422,435,422,435,435,435,435
电动座椅记忆功能,,,,,,,,,
电动后备厢位置记忆,●,●,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,-,国VI,-,-,-,-
环保标准_x,国VI,国VI,国VI,-,国VI,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,-,95号,-,-,-,-
热泵空调,-,-,-,●,-,●,-,●,-
满载最小离地间隙(mm),133,133,133,133,133,133,133,133,133
温度分区控制,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,
油箱容积(L),51,51,51,-,51,-,-,-,-
气缸数(个),4,4,4,-,4,-,-,-,-
气缸排列形式,L,L,L,-,L,-,-,-,-
毫米波雷达数量,-,,,,,,-,,-
每缸气门数(个),4,4,4,-,4,-,-,-,-
最高车速(km/h),203,203,203,200,203,200,200,200,200
最小转弯半径(m),6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
最大马力(Ps),150,150,150,435,150,435,435,435,435
最大爬坡度(%),30,30,30,30,30,30,30,30,30
最大满载质量(kg),3125,3125,3125,3180,3125,3155,3155,3180,3180
最大扭矩转速(rpm),2000-4500,2000-4500,2000-4500,-,2000-4500,-,-,-,-
最大扭矩(N·m)_y,220,220,220,620,220,620,620,620,620
最大扭矩(N·m)_x,840,840,840,620,840,620,620,620,620
最大功率转速(rpm),4500,4500,4500,-,4500,-,-,-,-
最大功率(kW)_y,110,110,110,320,110,320,320,320,320
最大功率(kW)_x,420,420,420,320,420,320,320,320,320
最大净功率(kW),105,105,105,-,105,-,-,-,-
最低荷电状态油耗(L/100km)CLTC,-,-,-,-,5.43,-,-,-,-
最低荷电状态油耗(L/100km),5.36,5.36,5.36,-,-,-,-,-,-
无钥匙进入功能,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,
整车质保,,,,,,,,,
整备质量(kg),2590,2590,2590,2645,2705,2620,2620,2645,2645
摄像头数量,,,,,,,,,
接近角(°),14,14,13,13,13,14,14,13,13
排量(mL),1497,1497,1497,-,1497,-,-,-,-
换挡形式,,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,
扬声器品牌名称,-,,,,,,-,,-
手机无线充电功能,,,,,,,,,
手机互联/映射,,,,,,,,,
手机APP远程功能,,,,,,,,,
手势控制,●,●,●,●,●,●,●,●,●
慢充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
感应雨刷功能,,,,,,,,,
快充接口位置,-,-,-,车左后侧,-,车左后侧,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,支持,支持,支持,支持,支持,支持,支持
快充功率(kW),80,80,80,125,80,125,125,125,125
座椅材质,,,,,,,,,
座椅布局,,,,,-,,,,
座位数(个),,,,,,,,,
应用商店,●,●,●,●,●,●,●,●,●
并线辅助,-,●,●,●,●,●,-,●,-
巡航系统,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●
对外放电,●,●,●,●,●,●,●,●,●
宽度(mm),1985,1985,1985,1985,1985,1985,1985,1985,1985
官方0-100km/h加速(s),5.9,5.9,5.9,5.9,5.9,5.8,5.8,5.9,5.9
安全带未系提醒,,,,,,,,,
天窗类型,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●
多指飞屏操控,●,●,●,●,●,●,●,●,●
多层隔音玻璃,,,,,,,,,
多媒体/充电接口,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,
备胎规格,,,,,,,,,
地图品牌,,,,,,,,,
四驱形式,,,,,,,,,
哨兵模式/千里眼,●,●,●,●,●,●,●,●,●
后雨刷,●,●,●,●,●,●,●,●,●
后轮距(mm),1708,1708,1708,1708,1708,1708,1708,1708,1708
后轮胎规格,,,,,,,,,
后电动机最大扭矩(N·m),310,310,310,310,310,310,310,310,310
后电动机最大功率(kW),160,160,160,160,160,160,160,160,160
后电动机型号,TZ200XSP08,TZ200XSP08,TZ200XSP08,TZ200XSP08,TZ200XSP08,TZ200XSP08,TZ200XSP08,TZ200XSP08,TZ200XSP08
后电动机品牌,智新科技,智新科技,智新科技,智新科技,智新科技,智新科技,智新科技,智新科技,智新科技
后方碰撞预警,-,●,●,●,●,●,-,●,-
后排独立空调,●,●,●,●,●,●,●,●,●
后排液晶屏幕类型,,,,,-,,,,
后排液晶屏幕尺寸,,,,,,,,,
后排液晶屏幕,,,,,,,,,
后排杯架,●,●,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,●,-,-,-,-
后排座椅放倒形式,,,,,-,,,,
后排小桌板,-,●,●,●,-,●,-,●,-
后排多媒体屏幕数量,,,,,,,,,
后排侧隐私玻璃,●,●,●,●,●,●,●,●,●
后悬架类型,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●
后备厢容积(L),427-2680,427-2680,427-2680,427-2680,-,427-2680,427-2680,427-2680,427-2680
后制动器类型,,,,,,,,,
可见即可说,●,●,●,●,●,●,●,●,●
可变悬架功能,-,-,,,,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,●,●,●,-,●,-,-,-,-
发动机布局,横置,横置,横置,-,横置,-,-,-,-
发动机型号,DFMC15TE3,DFMC15TE3,DFMC15TE3,-,DFMC15TE3,-,-,-,-
发动机启停技术,●,●,●,-,-,-,-,-,-
发动机,1.5T 150马力 L4,1.5T 150马力 L4,1.5T 150马力 L4,纯电动,1.5T 150马力 L4,纯电动,纯电动,纯电动,纯电动
厂商指导价(元),33.99万,36.99万,41.99万,46.99万,63.99万,36.99万,33.99万,41.99万,38.99万
厂商,岚图汽车,岚图汽车,岚图汽车,岚图汽车,岚图汽车,岚图汽车,岚图汽车,岚图汽车,岚图汽车
卫星导航系统,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,
加热/制冷杯架,-,-,-,-,,-,-,-,-
副驾驶位后排可调节按钮,●,●,●,●,●,●,●,●,●
副驾屏幕分辨率,,,,,,,,,
副驾屏幕像素密度,,,,,,,,,
副驾娱乐屏尺寸,,,,,,,,,
副座椅调节方式,,,,,,,,,
前轮距(mm),1705,1705,1705,1705,1705,1705,1705,1705,1705
前轮胎规格,,,,,,,,,
前电动机最大扭矩(N·m),310,310,310,310,310,310,310,310,310
前电动机最大功率(kW),150,150,150,160,150,160,160,160,160
前电动机型号,TZ236XY150,TZ236XY150,TZ236XY150,TZ200XSP08,TZ236XY150,TZ200XSP08,TZ200XSP08,TZ200XSP08,TZ200XSP08
前电动机品牌,智新科技,智新科技,智新科技,智新科技,智新科技,智新科技,智新科技,智新科技,智新科技
前方碰撞预警,-,●,●,●,●,●,-,●,-
前方感知摄像头,-,,,,,,-,,-
前排座椅功能,-,,,,,,-,,-
前悬架类型,,,,,,,,,
前备厢容积(L),-,-,-,40,-,40,40,40,40
前制动器类型,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,-,●,●,●,●,●,-,●,-
侧滑门形式,,,,,,,,,
供油方式,直喷,直喷,直喷,-,直喷,-,-,-,-
低速行车警告,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,
主动降噪,●,●,●,●,●,●,●,●,●
主动闭合式进气格栅,-,-,-,●,-,●,●,●,●
主动刹车/主动安全系统,-,●,●,●,●,●,-,●,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,
中控屏幕尺寸,,,,,,,,,
中控屏幕分辨率,,,,,,,,,
中控屏幕像素密度,,,,,,,,,
上市时间,2023.10,2023.10,2023.10,2023.10,2024.06,2023.12,2024.03,2024.03,2024.04
上坡辅助,●,●,●,●,●,●,●,●,●
三电首任车主质保政策,,,,,,,,,
三电系统质保,,,,,,,,,
Wi-Fi热点,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),0.65,0.65,0.65,-,0.66,-,-,-,-
WLTC纯电续航里程(km)_y,184,184,184,-,181,-,-,-,-
WLTC纯电续航里程(km)_x,184,184,184,-,181,-,-,-,-
USB/Type-C最大充电功率,,,,,,,,,
USB/Type-C接口数量,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●
DOW开门预警,-,●,●,●,●,●,-,●,-
CLTC综合续航(km),1231,1231,1231,-,1204,-,-,-,-
CLTC纯电续航里程(km)_y,236,236,236,650,230,510,510,650,650
CLTC纯电续航里程(km)_x,236,236,236,650,230,510,510,650,650
ABS防抱死,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,
