Feature,56875,56876,56877,56878,62500,62501,64513,64514
电动后备厢位置记忆,●,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号
燃料形式,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
灯光特色功能,,,,,,,,
温度分区控制,●,●,●,●,●,●,●,●
液晶仪表尺寸,-,-,-,-,,,,
油箱容积(L),75,75,75,75,75,75,70,70
气缸数(个),4,4,4,4,4,4,8,8
气缸排列形式,L,L,L,L,L,L,V,V
每缸气门数(个),4,4,4,4,4,4,4,4
模拟声浪,-,-,-,-,●,●,●,●
最高车速(km/h),232,232,232,232,233,233,295,295
最大马力(Ps),252,252,252,252,265,265,599,599
最大满载质量(kg),2965,2965,2940,2940,2965,2940,3215,3195
最大扭矩转速(rpm),1600-4500,1600-4500,1600-4500,1600-4500,1600-4750,1600-4500,2400-4500,2400-4500
最大扭矩(N·m)_y,370,370,370,370,370,370,800,800
最大扭矩(N·m)_x,600,600,600,600,650,650,950,950
最大功率转速(rpm),5000-6000,5000-6000,5000-6000,5000-6000,5250-6500,5000-6000,6000,6000
最大功率(kW)_y,185,185,185,185,195,195,441,441
最大功率(kW)_x,284,284,284,284,293,293,544,544
最大净功率(kW),185,185,185,185,195,195,-,-
最低荷电状态油耗(L/100km),9.03,9.03,-,-,-,-,-,-
无钥匙进入功能,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●
方向盘记忆,○,○,○,○,○,○,●,●
方向盘材质,,,,,,,,
方向盘换挡,●,●,●,●,●,●,●,●
方向盘加热,○,○,○,○,○,○,●,●
方向盘位置调节,,,,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),2377,2377,2345,2345,2406,2398,2616,2605
整体主动转向系统,○,○,○,○,○,○,○,○
排量(mL),1984,1984,1984,1984,1984,1984,3996,3996
换挡形式,,,,,,,,
挡位个数,8,8,8,8,8,8,8,8
扬声器数量,,,,,,,,
扬声器品牌名称,,,,,,,,
手机无线充电功能,,,,,,,,
手机互联/映射,,,,,,,,
手机APP远程功能,,,,,,,,
慢充时间(小时)_y,-,-,-,-,8,8,2.5,2.5
慢充时间(小时)_x,-,-,-,-,8,8,2.5,2.5
感应雨刷功能,,,,,,,,
感应后备厢,○,●,○,●,●,●,●,●
快充电量百分比,-,-,-,-,-,-,-,-
快充电量(%),-,-,-,-,-,-,-,-
快充时间(小时)_y,-,-,-,-,-,-,-,-
快充时间(小时)_x,-,-,-,-,-,-,-,-
快充功能,-,-,-,-,不支持,不支持,不支持,不支持
座椅材质,,,,,,,,
座位数(个),5,5,4,4,5,4,5,4
并线辅助,○,○,○,○,○,○,○,○
巡航系统,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●
宽度(mm),1983,1983,1983,1983,1983,1983,1983,1983
官方0-100km/h加速(s),5.6,5.6,5.6,5.6,5.5,5.5,3.7,3.7
安全带未系提醒,,,,,,,,
天窗类型,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●
夜视系统,○,○,○,○,○,○,○,○
多层隔音玻璃,,,,,,,,
多媒体/充电接口,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,
备胎规格,无,无,无,无,补胎工具,补胎工具,补胎工具,补胎工具
四驱形式,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱
后雨刷,●,●,-,-,●,-,●,-
后轮距(mm),-,-,-,-,-,-,-,-
后轮胎规格,275/50 R19,315/35 R21,305/40 R20,315/35 R21,305/40 R20,305/40 R20,315/35 R21,315/35 R21
后电动机最大扭矩(N·m),400,400,400,400,400,400,460,460
后电动机最大功率(kW),100,100,100,100,100,100,130,130
后排独立空调,○,○,○,○,○,○,○,○
后排液晶屏幕尺寸,-,-,-,-,,,,
后排液晶屏幕,,,,,,,,
后排杯架,●,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,○,○,○,○
后排座椅放倒形式,,,,,,,,
后排侧隐私玻璃,●,●,●,●,●,●,●,●
后排侧窗遮阳帘,,,,,,,,
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●
后备厢容积(L),645-1607,645-1607,460-1400,460-1400,545-1563,404-1344,539-1557,404-1344
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变悬架功能,,,,,,,,
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,DFK,DFK,DFK,DFK,-,-,-,-
发动机启停技术,●,●,●,●,●,●,●,●
发动机,2.0T 252马力 L4,2.0T 252马力 L4,2.0T 252马力 L4,2.0T 252马力 L4,2.0T 265马力 L4,2.0T 265马力 L4,4.0T 600马力 V8,4.0T 600马力 V8
厂商指导价(元),87.80万,99.80万,94.80万,102.80万,87.80万,94.80万,194.80万,199.80万
厂商,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷
卫星导航系统,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-
副驾娱乐屏,-,-,-,-,,,,
副座椅调节方式,,,,,,,,
前轮距(mm),-,-,-,-,-,-,-,-
前轮胎规格,255/55 R19,285/40 R21,275/45 R20,285/40 R21,275/45 R20,275/45 R20,285/40 R21,285/40 R21
前方碰撞预警,●,●,●,●,●,●,●,●
前排座椅功能,,,,,,,,
前悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,
全液晶仪表盘,-,-,-,-,●,●,●,●
供油方式,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,直喷,直喷
低速行车警告,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,
主动闭合式进气格栅,●,●,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,
中控屏幕尺寸,,,,,,,,
中央差速器结构,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器
上市时间,2022.04,2022.04,2022.04,2022.04,2023.04,2023.04,2023.08,2023.08
上坡辅助,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),4,4,4,4,-,-,-,-
WLTC纯电续航里程(km)_y,44,44,44,44,-,-,-,-
WLTC纯电续航里程(km)_x,44,44,44,44,-,-,-,-
USB/Type-C接口数量,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●
NEDC纯电续航里程(km)_y,-,-,-,-,-,-,82,82
NEDC纯电续航里程(km)_x,-,-,-,-,-,-,82,82
LED日间行车灯,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
HUD抬头数字显示,○,○,○,○,○,○,○,○
ETC装置,-,-,-,-,○,○,○,○
ABS防抱死,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,
