Feature,59139,62633,62635,67572,67573
电池能量(kWh),150,88.42,88.42,81.05,98
电池类型,,,,,
电池快充电量范围(%)_y,80,80,80,80,80
电池快充电量范围(%)_x,80,80,80,80,80
电池快充时间(小时)_y,0.24,0.24,0.24,0.24,0.24
电池快充时间(小时)_x,0.24,0.24,0.24,0.24,0.24
电池冷却方式,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置+后置,后置,前置+后置,后置,前置+后置
电动机总扭矩(N·m),850,400,745,400,745
电动机总功率(kW),520,250,500,250,500
电动机总功率(Ps),707,340,680,340,680
电动机(Ps),707,340,680,340,680
电动座椅记忆功能,,,,,
电动吸合车门,,-,,-,
电动后备厢位置记忆,●,●,●,●,●
电动后备厢,●,●,●,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
热泵空调,●,●,●,●,●
温度分区控制,●,●,●,●,●
液晶仪表尺寸,,,,,
毫米波雷达数量,,,,,
模拟声浪,●,●,●,●,●
最高车速(km/h),205,205,205,205,205
最大满载质量(kg),-,2730,2860,-,-
最大扭矩(N·m),850,400,745,400,745
最大功率(kW),520,250,500,250,500
无钥匙进入功能,,,,,
无钥匙启动系统,●,●,●,●,●
无框设计车门,●,●,●,●,●
方向盘记忆,●,●,●,●,●
方向盘离手检测,●,●,●,●,●
方向盘材质,,,,,
方向盘换挡,-,-,-,-,-
方向盘加热,●,○,●,○,●
方向盘位置调节,,,,,
整车质保,,,,,
整备质量(kg),-,2290,2410,-,-
摄像头数量,,,,,
接近角(°),14,14,14,14,14
换挡形式,,,,,
挡位个数,1,1,1,1,1
扬声器数量,,,,,
扬声器品牌名称,-,-,-,-,-
手机无线充电功能,,,,,
手机互联/映射,-,-,-,-,-
手机APP远程功能,,,,,
感应雨刷功能,,,,,
感应后备厢,●,●,●,-,●
快充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,支持,支持,支持
座椅材质,,,,,
座位数(个),,,,,
并线辅助,●,●,●,●,●
巡航系统,,,,,
导航路况信息显示,●,●,●,●,●
对外放电最低允许值(%),20,20,20,20,20
对外放电,○,○,○,○,○
对外交流放电功率(kW),3.3,3.3,3.3,3.3,3.3
宽度(mm),2000,2000,2000,2000,2000
官方0-100km/h加速(s),3.2,5.9,3.2,5.9,3.2
安全带未系提醒,,,,,
天窗类型,,,,,
大灯高度可调,●,●,●,●,●
大灯延时关闭,●,●,●,●,●
夜视系统,●,-,-,-,●
多层隔音玻璃,,,,,
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,,,,,
地图品牌,,,,,
四驱形式,,-,,-,
后雨刷,-,-,-,-,-
后轮距(mm),1682,1682,1682,1682,1682
后轮胎规格,,,,,
后电动机最大扭矩(N·m),480,400,400,400,400
后电动机最大功率(kW),260,250,250,250,250
后方碰撞预警,●,●,●,●,●
后排独立空调,●,●,●,●,●
后排液晶屏幕尺寸,,-,,-,
后排杯架,●,●,●,●,●
后排控制多媒体,●,●,●,●,●
后排座椅放倒形式,-,-,-,-,-
后排侧隐私玻璃,●,●,●,●,●
后悬架类型,,,,,
后座出风口,●,●,●,●,●
后备厢容积(L),-,-,-,-,-
后制动器类型,,,,,
可变悬架功能,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),52.98万,28.98万,32.98万,26.98万,35.98万
厂商,远航汽车,远航汽车,远航汽车,远航汽车,远航汽车
卫星导航系统,●,●,●,●,●
助力类型,,,,,
副驾驶位后排可调节按钮,●,●,●,●,●
副座椅调节方式,,,,,
前轮距(mm),1676,1676,1676,1676,1676
前轮胎规格,,,,,
前电动机最大扭矩(N·m),370,-,345,-,345
前电动机最大功率(kW),260,-,250,-,250
前方碰撞预警,●,●,●,●,●
前排座椅功能,,,,,
前悬架类型,,,,,
前制动器类型,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内置行车记录仪,●,●,●,●,●
内后视镜功能,,,,,
全液晶仪表盘,●,●,●,●,●
光感天幕,●,-,-,○,●
倒车车侧预警系统,●,●,●,●,●
低速行车警告,●,●,●,●,●
主座椅调节方式,,,,,
主动闭合式进气格栅,●,●,●,●,●
主动式环境氛围灯,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,
中控屏幕尺寸,,,,,
上市时间,2023.12,2023.12,2023.12,2024.04,2024.04
上坡辅助,●,●,●,●,●
三电系统质保,,,,,
Wi-Fi热点,●,●,●,●,●
USB/Type-C接口数量,,,,,
OTA升级,●,●,●,●,●
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
DOW开门预警,●,●,●,●,●
CLTC纯电续航里程(km)_y,1020,720,620,660,720
CLTC纯电续航里程(km)_x,1020,720,620,660,720
AR-HUD增强现实抬头显示,●,-,○,-,○
ABS防抱死,●,●,●,●,●
4G/5G网络,,,,,
220V/230V电源,●,●,●,●,●
