Feature,58582,58583,58584,58585,65037,65038,65039,65040,65041,68359,68360,68361,68362,68363
车载空气净化器,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车载电视,-,●,-,●,-,-,-,-,●,-,-,-,-,-
车载冰箱,●,●,●,●,-,●,●,●,●,●,●,●,●,●
车身结构_y,MPV,MPV,MPV,MPV,MPV,MPV,MPV,MPV,MPV,MPV,MPV,MPV,MPV,MPV
车身结构_x,4门7座MPV,4门7座MPV,4门7座MPV,4门7座MPV,4门6座MPV,4门6座MPV,5门7座MPV,5门7座MPV,4门6座MPV,4门7座MPV,4门7座MPV,5门7座MPV,5门7座MPV,5门7座MPV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
车联网,-,-,-,-,●,●,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,-,-,●,●,-,●,●,●,●,●
车窗一键升降功能,,,,,-,-,,,-,,,,,
车型名称,克蒂帝亚 2023款 2.0T 帝亚M1,克蒂帝亚 2023款 2.0T 帝亚MH1,克蒂帝亚 2023款 2.0T 帝亚耀云M1,克蒂帝亚 2023款 2.0T 帝亚耀影MH1,克蒂帝亚 2023款 2.0T 魔术师标准版,克蒂帝亚 2023款 2.0T 魔术师豪华版,克蒂帝亚 2023款 2.0T 大赢家豪华版,克蒂帝亚 2023款 2.0T 大赢家圣姆峰版,克蒂帝亚 2023款 2.0T 空间大师,克蒂帝亚 2024款 2.0T 福特圣姆峰长轴,克蒂帝亚 2024款 2.0T 福特黑骑士长轴,克蒂帝亚 2024款 2.0T 福特圣姆峰大赢家,克蒂帝亚 2024款 2.0T 福特圣姆峰零重力,克蒂帝亚 2024款 2.0T 福特黑骑士
车前雾灯,-,-,-,-,,,,,,-,-,-,-,-
车内香氛装置,-,-,-,-,-,-,●,●,-,-,-,-,-,-
车内环境氛围灯,,,,,,,,,,,,,,
车内化妆镜,-,-,-,-,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,●,●,●,●,●,●,●,●,●,●
车侧脚踏板,,,,,,,,,,,,,,
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
负离子发生器,-,-,-,-,-,-,-,-,-,-,-,●,●,●
语音识别控制系统,-,-,-,-,,,,,,,,,,
行车电脑显示屏幕,,,,,,,,,,,,,,
行李厢12V电源接口,-,-,-,-,-,-,-,-,-,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,-,-,-,-,-,●,●,●,●,●
自动驻车,-,-,-,-,●,●,●,●,●,-,-,-,-,-
自动头灯,●,●,●,●,-,-,-,-,-,●,●,●,●,●
能源类型_y,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
能源类型_x,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV
简称,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,9挡自动,9挡自动,9挡自动,9挡自动,9挡自动,9挡自动,9挡自动,9挡自动,9挡自动,9挡自动
第二排独立座椅,●,●,●,●,●,●,●,●,●,●,●,●,●,●
第二排座椅调节,,,,,,,,,,,,,,
第二排座椅电动调节,●,●,●,●,-,-,●,●,-,●,●,●,●,●
第二排座椅功能,,,,,-,-,,,-,,,,,
空载最小离地间隙(mm),-,-,-,-,-,-,-,-,-,170,170,170,170,170
空调温度控制方式,,,,,,,,,,,,,,
空气悬架,●,●,●,●,-,●,●,●,●,●,●,●,●,●
离去角(°),25,25,25,25,25,25,21,21,25,21,21,21,21,21
疲劳驾驶提示,-,-,-,-,-,-,-,-,●,-,-,-,-,-
电动座椅记忆功能,,,,,-,-,,,-,,,,,
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
满载最小离地间隙(mm),135,135,135,135,-,-,-,-,-,-,-,-,-,-
温度分区控制,-,-,-,-,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,-,-,-,-,,,,,,,,,,
油箱容积(L),80,80,80,80,80,80,80,80,80,80,80,80,80,80
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),156,156,156,156,170,170,170,170,170,-,-,-,-,-
最大马力(Ps),202,202,202,202,220,220,220,220,220,220,220,220,220,220
最大满载质量(kg),-,-,-,-,-,-,-,-,-,2900,2900,2900,2900,2900
最大扭矩转速(rpm),3000,3000,3000,3000,2000-3500,2000-3500,2000-3500,2000-3500,2000-3500,2000-3500,2000-3500,2000-3500,2000-3500,2000-3500
最大扭矩(N·m)_y,300,300,300,300,350,350,350,350,350,350,350,350,350,350
最大扭矩(N·m)_x,300,300,300,300,350,350,350,350,350,350,350,350,350,350
最大功率转速(rpm),5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500
最大功率(kW)_y,149,149,149,149,162,162,162,162,162,162,162,162,162,162
最大功率(kW)_x,149,149,149,149,162,162,162,162,162,162,162,162,162,162
最大净功率(kW),147,147,147,147,-,-,-,-,-,-,-,-,-,-
无钥匙进入功能,-,-,-,-,,,,,,,,,,
无钥匙启动系统,-,-,-,-,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-,,,-,,,,,
整车质保,,,,,,,,,,,,,,
整备质量(kg),2520,2520,2520,2520,2520,2520,2445,2445,2520,2520,2520,2445,2445,2445
接近角(°),21,21,21,21,21,21,18,18,21,18,18,18,18,16
排量(mL),1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997
换挡形式,,,,,,,,,,-,-,-,-,-
挡位个数,6,6,6,6,9,9,9,9,9,9,9,9,9,9
扬声器数量,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,,,,,-,-,,,,,,,,
手机互联/映射,-,-,-,-,,,,,,,,,,
感应雨刷功能,-,-,-,-,,,,,,,,,,
座椅材质,,,,,,,,,,,,,,
座椅布局,,,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-
巡航系统,,,,,,,,,,,,,,
导航路况信息显示,-,-,-,-,●,●,●,●,●,-,-,-,-,-
宽度(mm),2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095
官方0-100km/h加速(s),13.7,13.7,13.7,13.7,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,,
天窗类型,-,-,-,-,-,-,,,-,-,-,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,-,-,-,-,-,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,-,-,,,,,,,,
备胎规格,,,,,,,,,,,,,,
后风挡遮阳帘,●,●,●,●,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,●,●,-,●,●,●,●,●
后轮距(mm),1720,1720,1720,1720,1720,1720,1720,1720,1720,1720,1720,1720,1720,1720
后轮胎规格,-,-,-,-,,,,,,,,,,
后排独立空调,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排液晶屏幕,-,,-,,-,-,-,-,,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排控制多媒体,-,●,-,●,-,-,-,-,●,-,-,-,-,-
后排座椅电动放倒,●,●,●,●,-,-,●,●,-,●,●,●,●,●
后排座椅放倒形式,,,,,-,-,,,-,,,,,
后排小桌板,●,●,●,●,-,-,●,●,●,●,●,-,-,-
后排侧隐私玻璃,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排侧窗遮阳帘,,,,,-,-,-,-,-,-,-,-,-,-
后悬架类型,,,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),1360,1360,1360,1360,-,-,-,-,-,1360,1360,1360,1360,1360
后制动器类型,,,,,,,,,,,,,,
可变悬架功能,-,-,-,-,-,-,,,-,-,-,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT)
变速箱,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,9挡自动,9挡自动,9挡自动,9挡自动,9挡自动,9挡自动,9挡自动,9挡自动,9挡自动,9挡自动
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,4G20B6L,4G20B6L,4G20B6L,4G20B6L,4G20E6L,4G20E6L,4G20E6L,4G20E6L,4G20E6L,4G20C6L,4G20C6L,4G20C6L,4G20C6L,4G20C6L
发动机启停技术,-,-,-,-,●,●,●,●,●,●,●,●,●,●
发动机,2.0T 202马力 L4,2.0T 202马力 L4,2.0T 202马力 L4,2.0T 202马力 L4,2.0T 220马力 L4,2.0T 220马力 L4,2.0T 220马力 L4,2.0T 220马力 L4,2.0T 220马力 L4,2.0T 220马力 L4,2.0T 220马力 L4,2.0T 220马力 L4,2.0T 220马力 L4,2.0T 220马力 L4
厂商指导价(元),42.80万,48.80万,49.80万,51.80万,26.98万,29.98万,34.98万,38.98万,39.98万,38.98万,38.98万,38.98万,39.98万,38.98万
厂商,克蒂汽车,克蒂汽车,克蒂汽车,克蒂汽车,克蒂汽车,克蒂汽车,克蒂汽车,克蒂汽车,克蒂汽车,克蒂汽车,克蒂汽车,克蒂汽车,克蒂汽车,克蒂汽车
卫星导航系统,●,●,●,●,●,●,●,●,●,-,-,-,-,-
助力类型,,,,,,,,,,,,,,
加热/制冷杯架,-,-,-,-,-,-,-,-,-,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,,
前轮距(mm),1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736
前轮胎规格,-,-,-,-,,,,,,,,,,
前排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,,,
全液晶仪表盘,-,-,-,-,●,●,●,●,●,●,●,●,●,●
侧滑门形式,,,,,,,,,,,,,,
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,
上市时间,2022.08,2022.08,2022.08,2022.08,2023.09,2023.09,2023.09,2023.09,2023.09,2024.05,2024.05,2024.05,2024.05,2024.05
上坡辅助,-,-,-,-,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),12.1,12.1,12.1,12.1,-,-,-,-,-,-,-,-,-,-
USB/Type-C接口数量,,,,,,,,,,-,-,-,-,-
OTA升级,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●
CLTC综合油耗(L/100km),-,-,-,-,-,-,-,-,-,10.4,10.4,10.4,10.4,10.4
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●
220V/230V电源,●,●,●,●,-,-,●,●,●,●,●,●,●,●
