Feature,45610,46746,46971
电池组质保,八年或60万公里,八年或60万公里,八年或60万公里
电池类型,镍氢电池,镍氢电池,镍氢电池
电机类型,-,-,-
电机布局,前置+后置,前置+后置,前置+后置
电动机总扭矩(N·m)_y,-,-,-
电动机总扭矩(N·m)_x,-,-,-
电动机总功率(kW),-,-,-
电动机(Ps),-,-,-
电动座椅记忆功能,,,-
电动后备厢位置记忆,●,●,●
电动后备厢,●,●,●
环保标准_y,-,-,-
环保标准_x,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●
燃油标号,92号,92号,92号
燃料形式,油电混合,油电混合,油电混合
满载最小离地间隙(mm),195,195,195
温度分区控制,●,●,●
液晶仪表尺寸,,,
油箱容积(L),55,55,55
气缸数(个),4,4,4
气缸排列形式,L,L,L
每缸气门数(个),4,4,4
最高车速(km/h),-,-,-
最大马力(Ps),178,178,178
最大扭矩转速(rpm),3600-5200,3600-5200,3600-5200
最大扭矩(N·m),221,221,221
最大功率转速(rpm),5700,5700,5700
最大功率(kW)_y,131,131,131
最大功率(kW)_x,163,163,163
无钥匙进入功能,,,
无钥匙启动系统,●,●,●
方向盘记忆,●,●,-
方向盘材质,,,
方向盘换挡,-,-,-
方向盘加热,●,-,-
方向盘位置调节,,,
整备质量(kg),1775,1765,1745
排量(mL),-,-,-
挡位个数,无级变速,无级变速,无级变速
扬声器数量,,,
扬声器品牌名称,,,-
手机无线充电功能,,,
手机互联/映射,,,
慢充时间(小时),-,-,-
感应雨刷功能,,-,-
感应后备厢,●,●,●
快充电量(%),-,-,-
快充时间(小时),-,-,-
座椅材质,,,
座位数(个),5,5,5
并线辅助,●,●,●
巡航系统,,,
导航路况信息显示,●,○,-
宽度(mm),1855,1855,1855
官方0-100km/h加速(s),-,-,-
安全带未系提醒,,,
天窗类型,,-,-
大灯高度可调,●,●,●
大灯延时关闭,●,●,●
多媒体/充电接口,,,
多功能方向盘,●,●,●
外后视镜功能,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸
四驱形式,电动四驱,电动四驱,电动四驱
后雨刷,●,●,●
后轮距(mm),1620,1620,1620
后轮胎规格,225/55 R19,225/55 R19,225/60 R18
后电动机最大扭矩(N·m),121,121,121
后电动机最大功率(kW),40,40,40
后排独立空调,-,-,-
后排杯架,●,●,●
后排座椅放倒形式,,,
后排侧隐私玻璃,●,●,●
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●
后备厢容积(L),816,816,816
后制动器类型,盘式,盘式,盘式
变速箱类型,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●
发动机特有技术,Dual VVT-i,Dual VVT-i,Dual VVT-i
发动机最大扭矩(N·m),221,221,221
发动机型号,A25A-FXS,A25A-FXS,A25A-FXS
发动机,2.5L 178马力 L4,2.5L 178马力 L4,2.5L 178马力 L4
厂商指导价(元),0.00万,0.00万,0.00万
厂商,丰田(进口),丰田(进口),丰田(进口)
卫星导航系统,●,○,-
助力类型,电动助力,电动助力,电动助力
副驾驶座垫式气囊,●,●,●
副驾驶位后排可调节按钮,-,-,-
副座椅调节方式,,,
前轮距(mm),1600,1600,1600
前轮胎规格,225/55 R19,225/55 R19,225/60 R18
前电动机最大扭矩(N·m),202,202,202
前电动机最大功率(kW),88,88,88
前排座椅功能,,,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内后视镜功能,,,
全液晶仪表盘,-,-,-
倒车车侧预警系统,●,●,●
供油方式,混合喷射,混合喷射,混合喷射
主座椅调节方式,,,
主动刹车/主动安全系统,●,●,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
上坡辅助,●,●,●
USB/Type-C接口数量,,,
OTA升级,-,-,-
NEDC综合油耗(L/100km),6.1,6.1,6.1
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
HUD抬头数字显示,○,-,-
ABS防抱死,●,●,●
